time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,475,475.000,475.000,144987,144987,475,0
1,669,669.000,669.000,39457,39457,668,1
2,551,551.000,551.000,62811,62811,550,1
3,602,602.000,602.000,38399,38399,601,1
4,617,617.000,617.000,40963,40963,616,1
5,588,588.000,588.000,78197,78197,587,1
6,303,303.000,303.000,882094,882094,302,1
7,474,474.000,474.000,45247,45247,473,1
8,652,652.000,652.000,36293,36293,652,0
9,678,678.000,678.000,37651,37651,677,1
10,684,684.000,684.000,70796,70796,683,1
11,227,227.000,227.000,965139,965139,226,1
12,465,465.000,465.000,49790,49790,464,1
13,666,666.000,666.000,34570,34570,665,1
14,704,704.000,704.000,30368,30368,703,1
15,686,686.000,686.000,32991,32991,685,1
16,649,649.000,649.000,74890,74890,648,1
17,686,686.000,686.000,39990,39990,686,0
18,695,695.000,695.000,33663,33663,694,1
19,683,683.000,683.000,36482,36482,682,1
20,691,691.000,691.000,30249,30249,690,1
21,621,621.000,621.000,81881,81881,620,1
22,713,713.000,713.000,30100,30100,712,1
23,694,694.000,694.000,29826,29826,693,1
24,692,692.000,692.000,38509,38509,691,1
25,696,696.000,696.000,36811,36811,695,1
26,659,659.000,659.000,76997,76997,658,1
27,716,716.000,716.000,32283,32283,716,0
28,699,699.000,699.000,31723,31723,698,1
29,699,699.000,699.000,32732,32732,698,1
30,694,694.000,694.000,33132,33132,693,1
31,661,661.000,661.000,78319,78319,660,1
32,704,704.000,704.000,32408,32408,704,0
33,675,675.000,675.000,48446,48446,674,1
34,696,696.000,696.000,32805,32805,695,1
35,714,714.000,714.000,31858,31858,713,1
36,640,640.000,640.000,78002,78002,639,1
37,692,692.000,692.000,30605,30605,691,1
38,712,712.000,712.000,28871,28871,711,1
39,721,721.000,721.000,29985,29985,720,1
40,684,684.000,684.000,71938,71938,683,1
41,210,210.000,210.000,1001973,1001973,209,1
42,618,618.000,618.000,29622,29622,617,1
43,706,706.000,706.000,32260,32260,705,1
44,709,709.000,709.000,30248,30248,708,1
45,711,711.000,711.000,31301,31301,710,1
46,609,609.000,609.000,76888,76888,608,1
47,701,701.000,701.000,34623,34623,700,1
48,713,713.000,713.000,31469,31469,712,1
49,693,693.000,693.000,31786,31786,693,0
50,697,697.000,697.000,34742,34742,696,1
51,654,654.000,654.000,77408,77408,653,1
52,722,722.000,722.000,29899,29899,721,1
53,706,706.000,706.000,31272,31272,705,1
54,690,690.000,690.000,35688,35688,689,1
55,669,669.000,669.000,72664,72664,668,1
56,695,695.000,695.000,35909,35909,694,1
57,723,723.000,723.000,29371,29371,722,1
58,704,704.000,704.000,31359,31359,703,1
59,704,704.000,704.000,31154,31154,704,0
60,654,654.000,654.000,75753,75753,653,1
61,684,684.000,684.000,36184,36184,684,0
62,713,713.000,713.000,31382,31382,712,1
63,687,687.000,687.000,34351,34351,686,1
64,665,665.000,665.000,45283,45283,664,1
65,635,635.000,635.000,81950,81950,634,1
66,685,685.000,685.000,34018,34018,684,1
67,698,698.000,698.000,30296,30296,697,1
68,700,700.000,700.000,30516,30516,699,1
69,718,718.000,718.000,26708,26708,718,0
70,670,670.000,670.000,69296,69296,669,1
71,721,721.000,721.000,29526,29526,720,1
72,706,706.000,706.000,32936,32936,705,1
73,720,720.000,720.000,27013,27013,719,1
74,719,719.000,719.000,31079,31079,718,1
75,667,667.000,667.000,76072,76072,666,1
76,700,700.000,700.000,28834,28834,700,0
77,711,711.000,711.000,29748,29748,710,1
78,720,720.000,720.000,30250,30250,719,1
79,703,703.000,703.000,29581,29581,702,1
80,661,661.000,661.000,78625,78625,660,1
81,684,684.000,684.000,37728,37728,683,1
82,690,690.000,690.000,31496,31496,689,1
83,714,714.000,714.000,31205,31205,713,1
84,105,105.000,105.000,930394,930394,104,1
85,661,661.000,661.000,72531,72531,660,1
86,699,699.000,699.000,32526,32526,698,1
87,722,722.000,722.000,29827,29827,721,1
88,70,70.000,70.000,1032081,1032081,69,1
89,661,661.000,661.000,32067,32067,660,1
90,708,708.000,708.000,30949,30949,707,1
91,680,680.000,680.000,68403,68403,679,1
92,711,711.000,711.000,31593,31593,710,1
93,707,707.000,707.000,31070,31070,706,1
94,709,709.000,709.000,32968,32968,708,1
95,682,682.000,682.000,39480,39480,681,1
96,674,674.000,674.000,77392,77392,673,1
97,704,704.000,704.000,29412,29412,703,1
98,704,704.000,704.000,31941,31941,703,1
99,707,707.000,707.000,29260,29260,706,1
100,719,719.000,719.000,31170,31170,718,1
101,664,664.000,664.000,77925,77925,663,1
102,693,693.000,693.000,40437,40437,693,0
103,718,718.000,718.000,30220,30220,717,1
104,720,720.000,720.000,29557,29557,719,1
105,707,707.000,707.000,29428,29428,706,1
106,528,528.000,528.000,82493,82493,527,1
107,640,640.000,640.000,71056,71056,639,1
108,617,617.000,617.000,87779,87779,616,1
109,696,696.000,696.000,32939,32939,695,1
110,644,644.000,644.000,88952,88952,643,1
111,704,704.000,704.000,33697,33697,703,1
112,685,685.000,685.000,34062,34062,684,1
113,646,646.000,646.000,83579,83579,645,1
114,687,687.000,687.000,31566,31566,686,1
115,695,695.000,695.000,37600,37600,694,1
116,725,725.000,725.000,29428,29428,724,1
117,646,646.000,646.000,73760,73760,645,1
118,714,714.000,714.000,31777,31777,713,1
119,712,712.000,712.000,28724,28724,711,1
