Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,826.400,12.039,0.554,2.645,8.239,17.462,26.302,33.124,58.110,196.821,0.083
5,967.400,10.315,0.576,1.565,7.460,16.019,23.851,28.865,45.892,90.817,0.097
10,1008.200,9.892,0.566,1.580,7.485,14.562,22.315,28.541,47.526,80.977,0.101
15,1018.000,9.801,0.506,1.621,7.160,14.351,22.803,27.443,47.961,81.085,0.102
20,992.000,10.210,0.502,1.527,7.020,15.232,23.217,29.023,47.537,1027.611,0.098
25,961.800,10.239,0.510,1.622,7.825,15.531,23.729,28.450,46.594,77.775,0.098
30,1039.600,9.586,0.500,1.621,7.113,13.988,22.672,27.277,44.889,82.160,0.104
35,1036.200,9.633,0.536,1.669,6.952,14.348,22.996,27.375,46.596,86.823,0.104
40,926.000,10.777,0.547,1.653,8.642,15.919,24.738,30.135,46.670,76.385,0.093
45,998.800,9.999,0.529,1.598,7.343,14.725,22.701,26.818,46.178,1014.049,0.100
50,1063.600,9.392,0.473,1.593,6.892,14.268,22.243,26.615,44.863,83.191,0.106
55,949.600,10.496,0.526,1.536,7.654,15.892,24.275,30.453,46.029,99.092,0.095
60,1021.400,9.784,0.525,1.599,7.503,14.561,22.727,27.167,44.309,61.487,0.102
65,1046.000,9.547,0.419,1.622,6.807,13.895,22.521,27.222,46.921,94.925,0.105
70,979.000,10.185,0.535,1.508,7.275,15.310,23.329,27.909,45.439,1028.887,0.098
75,1114.200,8.953,0.525,1.513,6.606,12.827,20.615,25.936,44.153,74.853,0.112
80,1080.600,9.242,0.561,1.596,6.844,13.319,21.724,26.291,45.943,80.361,0.108
85,898.000,11.114,0.555,1.539,8.699,16.764,25.692,31.468,47.883,74.462,0.090
90,911.200,10.969,0.550,1.549,7.756,16.593,25.636,32.229,49.237,91.784,0.091
95,986.400,10.125,0.527,1.550,7.591,15.288,23.175,28.839,46.067,82.073,0.099
100,1017.400,9.812,0.489,1.545,7.547,14.241,22.993,27.810,45.331,77.306,0.102
105,1031.600,9.681,0.556,1.537,6.906,13.780,22.436,26.667,45.137,848.762,0.103
110,985.200,10.138,0.550,1.575,7.577,15.413,23.447,28.004,44.441,66.367,0.099
115,968.000,10.263,0.488,1.757,7.884,15.339,23.146,27.719,46.446,91.246,0.097
