Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,31.600,6.091,0.751,4.540,5.351,6.490,8.030,9.602,16.033,66.161,0.164
5,31.800,6.933,0.713,4.144,4.901,6.283,13.734,22.896,32.541,41.055,0.144
10,42.200,4.805,0.702,4.068,4.681,5.384,5.893,7.008,8.776,9.196,0.208
15,31.800,4.421,0.522,3.819,4.316,4.923,5.849,6.277,7.205,7.451,0.226
20,32.400,4.698,0.585,3.995,4.459,5.408,6.270,7.010,8.955,9.267,0.213
25,30.800,4.573,0.726,3.919,4.518,5.228,5.829,6.204,7.565,8.384,0.219
30,36.200,4.726,0.632,3.989,4.537,5.447,6.281,6.571,8.603,8.710,0.212
35,35.600,4.557,0.837,3.991,4.462,5.007,5.728,6.230,7.295,7.481,0.219
40,38.000,4.637,0.648,3.883,4.448,5.252,6.281,6.905,8.262,9.842,0.216
45,37.000,4.718,0.656,4.091,4.660,5.320,6.303,6.861,8.229,8.722,0.212
50,36.800,4.587,0.610,3.897,4.508,5.118,5.965,6.616,8.198,8.419,0.218
55,38.200,4.726,1.135,3.963,4.626,5.359,6.327,7.033,8.948,9.938,0.212
60,37.200,4.410,0.701,3.708,4.280,5.055,6.052,6.423,8.369,8.661,0.227
65,38.200,5.091,0.813,4.098,4.981,5.899,6.724,7.440,9.972,10.697,0.196
70,38.200,4.887,0.567,4.075,4.756,5.425,6.498,7.213,10.284,11.685,0.205
75,38.200,4.432,0.668,3.867,4.409,4.995,5.618,6.049,7.801,8.891,0.226
80,24.400,4.847,0.725,3.730,4.588,5.365,7.139,8.082,10.738,14.977,0.206
85,32.800,4.453,0.706,3.865,4.359,5.089,5.736,6.095,8.008,8.200,0.225
90,43.200,5.045,0.537,4.219,4.859,5.686,6.728,7.260,9.767,11.101,0.198
95,32.600,5.079,0.790,4.010,4.693,5.495,6.970,8.541,12.530,17.384,0.197
100,41.400,4.823,0.625,4.188,4.722,5.547,6.317,6.757,7.630,8.035,0.207
105,35.800,4.678,0.631,4.006,4.578,5.298,6.000,6.630,8.477,10.727,0.214
110,32.800,5.460,0.656,4.141,4.768,5.746,8.364,10.057,19.911,21.336,0.183
115,37.000,4.908,2.377,4.200,4.732,5.372,6.329,7.004,8.841,11.648,0.204
