Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,605,605.000,1793,7151,11705,16454,20203,29933,42665,86411,148661,604,1,86411,11705,16454,20203,29933,42665
1,815,815.000,1328,5943,9632,12164,16053,23729,29944,41060,64521,814,1,41060,9632,12164,16053,23729,29944
2,886,886.000,864,5617,9743,11307,15182,21098,25520,38882,59158,885,1,38882,9743,11307,15182,21098,25520
3,961,961.000,751,5092,8161,10465,14377,19643,24034,38887,56007,960,1,38887,8161,10465,14377,19643,24034
4,612,612.000,717,5641,15594,16247,23323,31764,36928,46912,55912,611,1,46912,15594,16247,23323,31764,36928
5,718,718.000,1058,5294,12879,13856,19452,27289,33158,41141,44733,717,1,41141,12879,13856,19452,27289,33158
6,760,760.000,696,6009,11215,13822,16111,22447,30776,44128,1023373,759,1,44128,11215,13822,16111,22447,30776
7,677,677.000,986,7626,12085,14021,18534,25139,30461,55348,82481,676,1,55348,12085,14021,18534,25139,30461
8,860,860.000,1236,5525,9353,11498,14689,20692,28473,57452,89409,859,1,57452,9353,11498,14689,20692,28473
9,924,924.000,1005,5791,9241,10777,14430,19593,25012,35424,51513,923,1,35424,9241,10777,14430,19593,25012
10,977,977.000,731,5023,8178,10194,13874,19361,24290,35662,48609,976,1,35662,8178,10194,13874,19361,24290
11,972,972.000,702,5099,8264,10335,14186,19970,24415,36697,57511,971,1,36697,8264,10335,14186,19970,24415
12,990,990.000,766,5101,7679,10053,13742,19040,24883,36853,60528,989,1,36853,7679,10053,13742,19040,24883
13,999,999.000,594,4844,8586,9958,13446,19373,23536,33757,40881,999,0,33757,8586,9958,13446,19373,23536
14,1050,1050.000,913,4334,6973,9543,13058,18583,23594,37670,51460,1050,0,37670,6973,9543,13058,18583,23594
15,722,722.000,937,6290,12937,13755,18834,26410,30876,38609,49683,721,1,38609,12937,13755,18834,26410,30876
16,776,776.000,771,6053,11863,12856,17190,24792,31116,38101,60459,775,1,38101,11863,12856,17190,24792,31116
17,850,850.000,522,5278,11131,11757,15685,22572,26276,35866,48259,849,1,35866,11131,11757,15685,22572,26276
18,873,873.000,1132,5862,10784,11462,14766,21896,25807,35166,63463,872,1,35166,10784,11462,14766,21896,25807
19,976,976.000,778,5109,9508,10225,13622,18580,22359,35480,44100,975,1,35480,9508,10225,13622,18580,22359
20,1017,1017.000,794,4815,8287,9781,12905,18700,22608,35117,49848,1016,1,35117,8287,9781,12905,18700,22608
21,1024,1024.000,752,5171,8155,9797,13349,17890,21280,33546,46917,1023,1,33546,8155,9797,13349,17890,21280
22,1011,1011.000,585,5094,8018,9863,13540,18756,22937,33541,50267,1011,0,33541,8018,9863,13540,18756,22937
23,924,924.000,948,5102,9259,10783,14547,20479,25805,36939,58492,923,1,36939,9259,10783,14547,20479,25805
24,989,989.000,726,5113,8433,10089,14415,18654,22160,34723,44455,988,1,34723,8433,10089,14415,18654,22160
25,815,815.000,815,5072,8931,12302,16941,26881,31579,46055,58369,814,1,46055,8931,12302,16941,26881,31579
26,805,805.000,1134,5698,11627,12371,16422,23421,26605,37308,59131,805,0,37308,11627,12371,16422,23421,26605
27,825,825.000,726,5633,11217,12093,16118,23038,27120,38929,62747,825,0,38929,11217,12093,16118,23038,27120
28,780,780.000,1065,5918,11568,12803,17146,24388,32194,41340,65022,780,0,41340,11568,12803,17146,24388,32194
29,942,942.000,966,5075,9638,10622,13905,20604,24666,35084,38742,942,0,35084,9638,10622,13905,20604,24666
30,945,945.000,986,5266,9229,10559,14135,20284,24182,33757,57760,944,1,33757,9229,10559,14135,20284,24182
31,1025,1025.000,697,4749,8108,9679,13066,18171,22029,32413,46970,1025,0,32413,8108,9679,13066,18171,22029
32,1006,1006.000,752,5059,8097,9982,13096,18892,22590,34633,73374,1006,0,34633,8097,9982,13096,18892,22590
33,1018,1018.000,632,4554,7667,9748,13720,18745,22531,36756,43812,1018,0,36756,7667,9748,13720,18745,22531
34,892,892.000,636,5346,9697,11178,14565,22182,25886,37198,49613,892,0,37198,9697,11178,14565,22182,25886
35,1069,1069.000,917,5012,7066,9389,12575,18065,22661,33415,42483,1069,0,33415,7066,9389,12575,18065,22661
36,835,835.000,969,4834,9418,11942,16571,24459,30470,38081,78060,834,1,38081,9418,11942,16571,24459,30470
37,806,806.000,1074,6050,11764,12363,16292,23144,27156,39400,46033,805,1,39400,11764,12363,16292,23144,27156
38,900,900.000,789,4904,10619,11083,14317,21617,25796,35579,47134,900,0,35579,10619,11083,14317,21617,25796
39,922,922.000,1123,5024,9776,10880,14027,20672,24621,35054,44348,921,1,35054,9776,10880,14027,20672,24621
40,869,869.000,763,5745,9372,11433,14465,20723,30193,44811,65738,868,1,44811,9372,11433,14465,20723,30193
41,954,954.000,1096,5072,9385,10457,14207,19788,23345,32921,37594,954,0,32921,9385,10457,14207,19788,23345
42,962,962.000,648,5245,8815,10396,13933,19517,22930,35140,52293,962,0,35140,8815,10396,13933,19517,22930
43,1004,1004.000,1117,4931,8085,9902,13261,18616,23165,38641,52987,1003,1,38641,8085,9902,13261,18616,23165
44,1040,1040.000,837,4529,7427,9629,13377,19285,23500,35900,52713,1039,1,35900,7427,9629,13377,19285,23500
45,893,893.000,1022,5713,9764,11221,14719,20805,24678,36212,48665,893,0,36212,9764,11221,14719,20805,24678
46,979,979.000,717,5084,8142,10142,13476,19600,25515,36510,42400,978,1,36510,8142,10142,13476,19600,25515
47,915,915.000,656,4899,8298,10941,15311,23003,28803,37254,46358,914,1,37254,8298,10941,15311,23003,28803
48,830,830.000,594,5543,11499,12004,15039,22528,28299,38413,53308,829,1,38413,11499,12004,15039,22528,28299
49,836,836.000,641,5729,11259,12011,16040,23184,28399,36979,47061,836,0,36979,11259,12011,16040,23184,28399
50,807,807.000,1052,6051,11127,12306,16400,22846,29074,36637,47101,806,1,36637,11127,12306,16400,22846,29074
51,922,922.000,685,5365,9256,10836,14457,21218,25788,35564,43070,922,0,35564,9256,10836,14457,21218,25788
52,972,972.000,610,4966,8632,10261,14259,19979,23495,33922,40638,971,1,33922,8632,10261,14259,19979,23495
53,898,898.000,776,5195,8844,11059,14445,21105,31116,44454,89603,898,0,44454,8844,11059,14445,21105,31116
54,1010,1010.000,774,5223,8381,9944,13355,19055,22579,33381,42710,1009,1,33381,8381,9944,13355,19055,22579
55,1018,1018.000,930,4975,7575,9808,13371,18655,24411,35311,47986,1017,1,35311,7575,9808,13371,18655,24411
56,951,951.000,969,5068,8536,10481,14056,19638,24484,41683,62635,950,1,41683,8536,10481,14056,19638,24484
57,1070,1070.000,767,4749,7250,9298,12764,18009,21423,36333,49482,1069,1,36333,7250,9298,12764,18009,21423
58,862,862.000,841,4584,8296,11566,16538,24048,31374,39592,58634,862,0,39592,8296,11566,16538,24048,31374
59,821,821.000,855,5184,11445,12248,16689,23030,29293,36572,41156,821,0,36572,11445,12248,16689,23030,29293
60,782,782.000,736,5384,11790,12701,16741,24530,30783,39663,46912,781,1,39663,11790,12701,16741,24530,30783
61,920,920.000,567,5272,10413,10853,13804,20060,24875,35430,43090,919,1,35430,10413,10853,13804,20060,24875
62,999,999.000,861,4924,8549,9990,13402,19028,22643,34662,48101,998,1,34662,8549,9990,13402,19028,22643
63,973,973.000,726,5109,8802,10274,14078,19646,22770,34333,61915,973,0,34333,8802,10274,14078,19646,22770
64,1001,1001.000,701,4936,8200,9955,13342,18794,22820,35387,48925,1000,1,35387,8200,9955,13342,18794,22820
65,1021,1021.000,973,5159,8189,9802,13113,18522,22540,33411,46040,1020,1,33411,8189,9802,13113,18522,22540
66,994,994.000,1082,5085,8059,10006,13591,19087,24386,34673,43224,993,1,34673,8059,10006,13591,19087,24386
67,984,984.000,846,5008,8294,10204,13567,19389,25430,39464,44016,983,1,39464,8294,10204,13567,19389,25430
68,1059,1059.000,723,4381,7672,9354,13131,17677,21862,35725,39710,1059,0,35725,7672,9354,13131,17677,21862
69,1173,1173.000,891,4108,6228,8570,9527,16317,26524,43563,62045,1172,1,43563,6228,8570,9527,16317,26524
70,898,898.000,1163,5176,7826,11052,12677,21573,35027,54210,70830,898,0,54210,7826,11052,12677,21573,35027
71,750,750.000,1176,5553,11764,13315,17662,24460,30933,61675,72742,749,1,61675,11764,13315,17662,24460,30933
72,835,835.000,1055,4518,9873,11958,15993,23979,29996,43305,75527,835,0,43305,9873,11958,15993,23979,29996
73,832,832.000,567,5037,11064,12033,16007,23285,28176,42581,68953,832,0,42581,11064,12033,16007,23285,28176
74,851,851.000,759,5738,10219,11707,15054,21896,29562,39402,66375,850,1,39402,10219,11707,15054,21896,29562
75,986,986.000,668,4457,8798,10100,13821,20238,23760,31699,53571,986,0,31699,8798,10100,13821,20238,23760
76,956,956.000,635,5144,9206,10487,14158,19350,24117,35235,56366,955,1,35235,9206,10487,14158,19350,24117
77,948,948.000,971,5122,8874,10550,13712,20479,25379,36852,60873,947,1,36852,8874,10550,13712,20479,25379
78,708,708.000,668,6198,13226,14197,20417,27409,31208,41298,52098,707,1,41298,13226,14197,20417,27409,31208
79,848,848.000,723,5084,11183,11642,15961,22206,26470,35531,41330,847,1,35531,11183,11642,15961,22206,26470
80,834,834.000,725,5811,11325,11999,16216,22646,27137,35400,42936,834,0,35400,11325,11999,16216,22646,27137
81,714,714.000,1023,7583,11357,14367,17374,24656,29552,38233,1015874,714,0,38233,11357,14367,17374,24656,29552
82,770,770.000,860,5528,10783,13169,16160,22888,28788,40601,931988,770,0,40601,10783,13169,16160,22888,28788
83,669,669.000,1070,6867,11355,14322,17814,27286,34821,83007,92831,669,0,83007,11355,14322,17814,27286,34821
84,785,785.000,1141,5418,10022,12664,15501,23128,28467,102119,131091,785,0,102119,10022,12664,15501,23128,28467
85,790,790.000,1074,5627,11235,12616,17611,23925,29259,36694,55144,789,1,36694,11235,12616,17611,23925,29259
86,802,802.000,800,5678,11789,12548,17219,23761,27812,37529,47581,802,0,37529,11789,12548,17219,23761,27812
87,911,911.000,705,5367,10171,10919,13840,21235,24769,34631,45652,911,0,34631,10171,10919,13840,21235,24769
88,945,945.000,706,4888,9461,10533,13904,20365,23726,32302,40333,944,1,32302,9461,10533,13904,20365,23726
89,889,889.000,758,5877,10008,11224,14910,20866,24877,34566,45340,888,1,34566,10008,11224,14910,20866,24877
90,963,963.000,537,5389,8910,10403,13721,19541,24483,34471,44609,963,0,34471,8910,10403,13721,19541,24483
91,965,965.000,666,5363,8114,10354,14398,19908,25983,32260,44298,965,0,32260,8114,10354,14398,19908,25983
92,1020,1020.000,813,4909,7816,9761,13567,18428,22623,32944,54870,1020,0,32944,7816,9761,13567,18428,22623
93,1049,1049.000,709,5163,7605,9498,12933,17678,21596,32468,50839,1049,0,32468,7605,9498,12933,17678,21596
94,933,933.000,611,4978,8820,10744,14479,20549,25862,40922,74794,932,1,40922,8820,10744,14479,20549,25862
95,809,809.000,790,5187,8038,12478,14383,20141,23331,39332,982130,808,1,39332,8038,12478,14383,20141,23331
96,709,709.000,892,5646,12798,13960,18738,28186,34086,44724,57168,708,1,44724,12798,13960,18738,28186,34086
97,810,810.000,1059,4848,11870,12276,16577,23388,27657,36809,40704,809,1,36809,11870,12276,16577,23388,27657
98,892,892.000,779,5305,10443,11251,14806,21393,25667,36972,50753,891,1,36972,10443,11251,14806,21393,25667
99,898,898.000,578,5365,10232,11103,15108,20579,24343,34130,47861,898,0,34130,10232,11103,15108,20579,24343
100,923,923.000,1157,5671,9836,10801,13893,20508,24464,33497,39803,923,0,33497,9836,10801,13893,20508,24464
101,994,994.000,765,5310,8749,10049,13550,18906,22240,31788,36610,994,0,31788,8749,10049,13550,18906,22240
102,1000,1000.000,647,4984,8005,9969,13519,18965,23011,34896,45233,999,1,34896,8005,9969,13519,18965,23011
