Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,294,294.000,1095,7325,18775,34432,40866,89024,126763,195919,312933,293,1,195919,18775,34432,40866,89024,126763
1,407,407.000,738,3754,16566,24238,36967,61959,73111,92742,106265,407,0,92742,16566,24238,36967,61959,73111
2,478,478.000,582,1920,13574,20964,31917,53365,65618,88089,122069,477,1,88089,13574,20964,31917,53365,65618
3,527,527.000,704,1642,12359,18864,30073,46826,58263,77812,120353,526,1,77812,12359,18864,30073,46826,58263
4,542,542.000,760,2051,11740,18105,28596,43508,54218,82927,152253,542,0,82927,11740,18105,28596,43508,54218
5,479,479.000,662,1938,17359,20922,30061,49920,72634,96587,114439,478,1,96587,17359,20922,30061,49920,72634
6,562,562.000,693,1908,16305,17984,28005,41687,49779,68803,106141,562,0,68803,16305,17984,28005,41687,49779
7,586,586.000,673,1779,15157,16855,26987,39612,46205,62202,84705,586,0,62202,15157,16855,26987,39612,46205
8,584,584.000,646,1572,14676,17022,26356,38943,49018,73020,86085,583,1,73020,14676,17022,26356,38943,49018
9,599,599.000,623,1830,15890,16610,26117,36758,45225,62230,97762,598,1,62230,15890,16610,26117,36758,45225
10,521,521.000,592,2209,18410,19516,29598,42191,47955,73169,91762,520,1,73169,18410,19516,29598,42191,47955
11,534,534.000,573,1885,17572,18645,28516,39532,48731,64334,83801,534,0,64334,17572,18645,28516,39532,48731
12,338,338.000,691,2234,25147,29809,45299,76034,81504,113135,122307,337,1,113135,25147,29809,45299,76034,81504
13,232,232.000,796,1841,23914,44523,80347,120505,134201,175319,238171,231,1,175319,23914,44523,80347,120505,134201
14,347,347.000,669,2079,17861,27223,44346,68472,82018,102885,124419,347,0,102885,17861,27223,44346,68472,82018
15,432,432.000,582,1718,18661,23378,41387,54710,67353,87000,93722,432,0,87000,18661,23378,41387,54710,67353
16,538,538.000,588,1638,15099,18334,28062,43340,52292,99117,121042,538,0,99117,15099,18334,28062,43340,52292
