Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,760,760.000,502,1314,11335,13218,17184,27022,39085,68274,114650
1,962,962.000,500,775,10979,10366,16395,22517,27071,39225,63025
2,1021,1021.000,486,738,10414,9728,16012,21067,25447,38865,59944
3,1061,1061.000,517,730,10098,9405,15515,20429,24956,35365,59134
4,927,927.000,486,721,10797,10763,16202,21192,29036,66350,88696
5,923,923.000,478,705,10193,17984,15226,18907,22376,43187,1022019
6,308,308.000,488,735,10466,10945,15831,20710,24504,34853,445967
7,1105,1105.000,452,691,10404,9075,15498,18962,21642,32168,53284
8,1077,1077.000,459,687,10415,9224,15280,19172,22014,33482,44715
9,1121,1121.000,468,672,10274,8959,15562,19243,22523,29945,48764
10,1026,1026.000,452,677,10238,9725,15719,19316,24056,47319,85818
11,1026,1026.000,467,677,10329,9748,15703,21069,26933,37961,52563
12,1097,1097.000,468,695,10326,9046,15128,18569,21216,33018,61769
13,1064,1064.000,503,700,10996,9390,15367,18824,21651,31360,41015
14,1164,1164.000,462,682,10054,8600,15021,18443,20661,28352,41245
15,1054,1054.000,480,697,10483,9745,15379,19241,22803,42705,98354
16,1075,1075.000,459,677,10416,9033,15094,19013,21789,30325,50893
17,1131,1131.000,475,683,10048,8817,15139,18883,21380,30821,44425
18,1115,1115.000,437,682,10273,8925,15578,18836,21100,28917,50082
19,1049,1049.000,485,722,11087,9562,15698,18934,21757,30377,38946
20,1029,1029.000,461,726,11094,9728,16134,19717,23762,32203,47479
21,315,315.000,492,843,12313,34704,15856,19424,23160,977522,1036567
22,917,917.000,480,717,10165,9818,15533,19306,23545,53644,102763
23,1123,1123.000,462,681,10406,8902,15221,18275,20475,30010,40551
24,1051,1051.000,483,703,11194,11386,15707,18892,21151,31425,1032268
25,423,423.000,522,787,11517,19072,16976,22035,26480,466529,993492
26,1051,1051.000,475,712,11026,9459,15415,19288,21933,30546,53405
27,1136,1136.000,457,692,10157,8768,15164,18555,20844,27718,36206
28,1012,1012.000,449,686,10749,9899,15553,19252,23586,43860,91504
29,1079,1079.000,459,684,10851,9243,15638,19022,20901,28129,42262
30,1134,1134.000,481,681,10100,8816,15099,18486,20406,30361,49720
31,1183,1183.000,459,659,9966,8422,14785,17844,19432,26622,42090
32,1163,1163.000,444,666,10070,8634,14764,18158,20429,32162,57122
33,973,973.000,442,697,10482,10227,15704,19773,26647,67813,86950
34,1112,1112.000,457,686,10507,8975,15054,18391,20753,31550,40592
35,1153,1153.000,496,681,9964,8630,14999,18336,20729,27544,51376
36,987,987.000,454,672,9880,13255,14781,18175,21066,32448,1026195
37,573,573.000,473,710,10734,12187,15661,18713,21865,42182,576806
38,1130,1130.000,443,669,9946,8825,15200,18982,21801,28805,49770
39,1001,1001.000,465,719,10781,9951,15583,19170,22746,41802,79893
40,1183,1183.000,473,678,10089,8423,14534,17909,19695,26583,37058
41,1120,1120.000,466,696,10351,8964,15033,18670,21078,29729,42496
42,1086,1086.000,463,699,10951,9186,15122,18296,20271,27643,42015
43,1128,1128.000,475,690,10240,8838,15008,18248,21091,31621,40634
44,1113,1113.000,470,693,10249,9018,15343,18496,20703,30385,45112
45,1062,1062.000,483,691,9985,9371,15361,18903,21461,48471,80698
46,1137,1137.000,473,686,10049,8798,15038,18674,21200,33065,47140
47,1201,1201.000,474,668,9327,8299,14402,17949,20095,29251,39823
48,1107,1107.000,480,699,10162,9018,15117,19071,22923,32156,42800
49,1156,1156.000,451,668,9840,8624,15153,18677,20782,27725,40771
50,1044,1044.000,500,704,10589,9595,15393,19069,21726,38363,76883
