Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,748.600,13.281,0.616,1.378,10.441,19.402,28.513,38.090,62.527,316.174,0.075
5,976.000,10.231,0.520,1.173,8.191,16.709,22.142,28.225,47.492,110.925,0.098
10,1021.800,9.767,0.678,1.134,7.305,16.238,21.716,25.774,42.610,97.273,0.102
15,873.200,11.434,0.582,1.150,6.481,16.044,21.471,25.627,44.315,1042.891,0.087
20,853.200,11.711,0.593,1.149,7.946,16.651,21.408,25.372,43.944,1031.564,0.085
25,870.000,11.463,0.601,1.148,8.492,16.302,21.385,25.420,44.057,1036.378,0.087
30,861.800,11.579,0.566,1.142,8.169,16.367,21.457,25.831,49.726,1048.111,0.086
35,866.000,11.547,0.635,1.152,8.835,16.425,21.227,24.149,38.293,1033.469,0.087
40,1024.800,9.738,0.619,1.156,8.297,16.371,21.481,24.991,37.518,85.239,0.103
45,915.400,10.896,0.574,1.154,8.133,16.235,21.130,23.834,36.696,1037.237,0.092
50,1034.400,9.654,0.561,1.145,8.279,16.446,21.250,24.382,38.414,79.571,0.104
55,1006.200,9.924,0.697,1.163,9.317,16.700,21.371,24.478,39.497,90.559,0.101
60,1021.000,9.783,0.571,1.151,8.539,16.218,21.494,25.457,39.506,91.131,0.102
65,1067.600,9.343,0.581,1.132,6.693,15.795,20.728,23.656,39.320,80.102,0.107
70,1059.600,9.417,0.530,1.136,7.807,15.979,20.824,24.084,36.194,86.244,0.106
75,854.000,11.703,0.582,1.147,7.745,16.240,21.005,24.322,41.398,1036.059,0.085
80,909.800,10.963,0.610,1.139,6.958,15.821,20.817,24.527,39.928,1042.779,0.091
85,1110.000,9.001,0.559,1.152,5.515,15.591,20.397,22.982,34.646,57.044,0.111
90,1063.400,9.396,0.666,1.155,5.609,15.661,20.961,24.662,40.107,73.969,0.106
95,945.600,10.557,0.555,1.141,6.888,15.990,20.875,24.534,39.370,1029.174,0.095
100,1067.600,9.356,0.584,1.147,6.388,16.127,20.973,23.872,37.016,134.125,0.107
105,711.200,14.499,0.583,1.155,9.207,16.272,21.307,24.941,50.508,1032.777,0.069
110,811.000,11.911,0.663,1.157,9.343,16.401,20.840,24.433,40.486,1028.905,0.084
115,1053.400,9.441,0.614,1.149,6.230,16.077,21.064,24.427,39.981,83.211,0.106
