Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,34.800,4.580,1.583,2.320,3.015,4.476,6.520,9.282,21.141,127.796,0.218
5,54.000,1.939,1.207,1.667,1.837,2.146,2.422,2.709,3.345,4.339,0.516
10,52.400,1.634,1.174,1.447,1.596,1.747,1.943,2.118,2.791,3.393,0.612
15,43.600,1.594,1.198,1.420,1.543,1.670,1.912,2.072,2.794,4.226,0.627
20,42.600,1.644,1.178,1.410,1.582,1.730,2.000,2.332,3.087,3.940,0.608
25,45.000,1.553,1.079,1.403,1.530,1.680,1.858,1.978,2.325,2.632,0.644
30,39.600,1.591,1.211,1.371,1.512,1.667,1.954,2.289,3.386,3.747,0.629
35,40.400,1.598,1.177,1.378,1.532,1.714,1.886,2.225,2.957,4.201,0.626
40,46.400,1.613,1.117,1.411,1.516,1.675,1.947,2.378,3.117,4.090,0.620
45,47.000,1.652,1.092,1.384,1.504,1.691,1.930,2.328,3.616,9.917,0.605
50,50.400,1.575,1.128,1.385,1.504,1.660,1.893,2.195,2.951,3.675,0.635
55,51.400,1.589,1.173,1.409,1.534,1.713,1.947,2.096,2.594,2.861,0.629
60,48.000,1.579,1.110,1.362,1.501,1.679,1.935,2.258,2.886,4.758,0.633
65,56.600,1.569,1.088,1.378,1.488,1.718,1.869,2.047,2.724,3.219,0.637
70,48.400,1.560,1.163,1.384,1.523,1.658,1.851,2.008,2.631,3.068,0.641
75,47.200,1.549,1.146,1.380,1.490,1.642,1.829,2.099,2.456,3.332,0.645
80,42.000,1.567,1.121,1.363,1.509,1.675,1.928,2.054,3.471,3.675,0.638
85,56.000,1.542,1.144,1.364,1.487,1.653,1.851,1.984,2.892,3.634,0.649
90,55.200,1.567,1.096,1.377,1.478,1.659,1.962,2.220,3.277,3.427,0.638
95,43.600,1.556,1.144,1.376,1.498,1.642,1.875,2.053,2.640,3.073,0.643
100,55.200,1.525,1.113,1.363,1.447,1.611,1.782,1.979,2.912,3.359,0.656
105,34.600,1.573,1.137,1.401,1.490,1.629,1.871,2.168,3.276,4.459,0.636
110,41.000,1.583,1.108,1.364,1.489,1.681,1.989,2.295,2.651,3.215,0.632
115,57.400,1.521,1.070,1.356,1.476,1.606,1.802,1.992,2.525,2.797,0.658
