Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,314,314.000,4688,16806,23244,32363,40796,61335,79546,131025,143775,313,1,131025,23244,32363,40796,61335,79546
1,387,387.000,3181,15703,20208,25697,29190,49472,56915,84336,94106,387,0,84336,20208,25697,29190,49472,56915
2,401,401.000,5297,15220,19742,24920,32328,47541,53249,62711,74386,400,1,62711,19742,24920,32328,47541,53249
3,359,359.000,5059,15533,22107,27851,38411,52944,56914,68926,83892,358,1,68926,22107,27851,38411,52944,56914
4,423,423.000,4319,15185,20169,23615,28824,39867,47450,66170,70924,423,0,66170,20169,23615,28824,39867,47450
5,388,388.000,5148,15923,22732,25554,33661,43366,48580,64506,90554,388,0,64506,22732,25554,33661,43366,48580
6,382,382.000,3985,16840,23406,26233,35276,45088,47473,55073,61056,381,1,55073,23406,26233,35276,45088,47473
7,373,373.000,7289,17947,26583,26690,34916,41892,44985,51960,62538,372,1,51960,26583,26690,34916,41892,44985
8,372,372.000,5829,17692,25817,26852,32921,41721,52623,64472,88513,372,0,64472,25817,26852,32921,41721,52623
9,373,373.000,3050,18890,26382,26714,34924,41871,45519,52438,53579,373,0,52438,26382,26714,34924,41871,45519
10,400,400.000,1272,15507,25208,24963,32404,39698,45058,54469,59003,399,1,54469,25208,24963,32404,39698,45058
11,326,326.000,1046,15913,25223,32509,42564,56915,62074,65870,1014922,325,1,65870,25223,32509,42564,56915,62074
12,256,256.000,5527,23148,35493,36913,47702,61263,70292,96432,104938,256,0,96432,35493,36913,47702,61263,70292
13,271,271.000,1169,24660,36972,36531,45914,57763,63344,73816,78591,271,0,73816,36972,36531,45914,57763,63344
14,279,279.000,1501,25596,37368,36808,46217,58155,62692,71342,84332,279,0,71342,37368,36808,46217,58155,62692
15,283,283.000,1236,21520,35779,35289,45261,57129,62923,72228,90862,283,0,72228,35779,35289,45261,57129,62923
16,224,224.000,1044,30595,44971,44173,58814,69099,77397,94369,102964,224,0,94369,44971,44173,58814,69099,77397
17,348,348.000,1258,19064,27442,28214,36034,44920,51864,53928,70691,347,1,53928,27442,28214,36034,44920,51864
18,302,302.000,1678,18306,27585,33714,36414,45304,46466,212442,218867,301,1,212442,27585,33714,36414,45304,46466
