Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3151,3151.000,1003,1448,1709,3165,2758,7540,8663,11528,42901
1,2911,2911.000,927,1441,1890,3405,3448,7285,10444,22636,32188
2,2875,2875.000,848,1686,2332,3470,3271,7906,11699,17692,41836
3,2812,2812.000,819,1622,2271,3540,3284,8359,12190,18579,44312
4,2694,2694.000,807,1795,2458,3703,3537,8416,12217,18789,32474
5,2841,2841.000,706,1813,2519,3505,3648,7133,10922,15824,24560
6,1764,1764.000,775,1917,3116,5862,7366,12352,15533,22730,1024461
7,1969,1969.000,958,1881,2720,4894,4401,12509,17172,25672,64555
8,2655,2655.000,962,1889,2633,3759,3881,8158,11665,16813,27902
9,2541,2541.000,851,1712,2488,3939,3701,9114,13371,21501,44181
10,2736,2736.000,894,1806,2497,3624,3713,7590,11478,15949,37701
11,2731,2731.000,828,1959,2622,3646,3740,7533,11289,15367,20529
12,2728,2728.000,832,1980,2680,3658,3792,7544,10896,15739,22064
13,2701,2701.000,834,1622,2391,3689,3549,8416,12877,20766,35048
14,2680,2680.000,808,1359,2059,3732,3389,10498,15545,20867,31867
15,2508,2508.000,828,1531,2260,3966,3688,10792,14531,21610,41432
16,2779,2779.000,817,1648,2352,3587,3465,8785,12616,17382,27819
17,2648,2648.000,773,1822,2579,3770,3755,8052,12479,17708,39004
18,2663,2663.000,868,1810,2610,3746,3862,8650,12265,16848,22514
19,2624,2624.000,827,1870,2677,3808,3939,8302,12375,16986,22228
20,2696,2696.000,792,1769,2525,3693,3662,8664,12087,17046,23837
21,2709,2709.000,911,1943,2719,3665,3820,7268,11035,16247,24586
22,2589,2589.000,851,1871,2573,3799,3753,8888,12458,17054,30625
23,2605,2605.000,838,1995,2717,3840,3853,8613,12114,17507,22855
24,2657,2657.000,910,1906,2636,3744,3906,8205,11833,16477,21284
25,2659,2659.000,903,1940,2713,3756,3807,8215,11941,16336,24953
26,2653,2653.000,785,1948,2709,3748,3936,7861,11387,16510,21827
27,2623,2623.000,997,2038,2833,3816,4042,7608,11083,16566,31136
28,2665,2665.000,921,2019,2674,3744,3780,8322,11443,15684,28786
29,2573,2573.000,984,2127,2899,3874,4098,7943,11428,15831,21460
30,2587,2587.000,810,1919,2666,3886,3800,8210,12161,17460,55736
31,2711,2711.000,898,1724,2412,3647,3625,8671,12285,17247,23050
32,2743,2743.000,947,2002,2657,3635,3699,7099,11190,15875,21601
33,2713,2713.000,821,2024,2766,3689,3690,7448,10801,16354,38063
34,2702,2702.000,896,1894,2617,3685,3770,7710,11677,16208,20061
35,2510,2510.000,848,1528,2319,3989,3810,10586,15121,22337,34557
36,2717,2717.000,794,1406,2015,3675,3475,9807,14572,19384,27023
37,2719,2719.000,877,1634,2331,3657,3723,8619,12592,17751,46808
38,2715,2715.000,848,1719,2448,3672,3703,8242,12537,17463,22498
39,2572,2572.000,776,1802,2568,3888,3889,8815,13121,19668,38591
40,2545,2545.000,821,1937,2872,3918,4068,8392,11915,17224,30038
41,2255,2255.000,1067,2769,3651,4423,4782,7995,11216,16555,30520
42,2102,2102.000,1034,2764,3741,4756,5134,9504,12369,17755,27333
43,1958,1958.000,867,3328,4355,5091,5645,8557,11354,16211,20034
44,1283,1283.000,913,3635,5295,7821,11957,15779,17874,21214,27494
45,738,738.000,944,11033,13523,13571,16110,18719,21303,28423,32011
46,747,747.000,1418,10618,13401,13332,16258,18877,21128,24575,35945
47,788,788.000,938,10050,12680,12704,15346,18572,20599,24251,32522
48,718,718.000,841,10624,13572,13930,16827,19416,21810,36043,41574
49,798,798.000,777,9695,12720,12513,15067,17969,19237,21960,23678
50,825,825.000,891,9840,12265,12073,14592,16689,17978,21929,27457
51,426,426.000,1961,17241,25386,23903,29696,33977,37116,45904,55975
52,467,467.000,1050,17361,22182,21446,25675,28708,30611,33977,52849
53,540,540.000,930,14185,18011,18135,21404,26063,32994,42330,43924
54,619,619.000,1314,13396,16493,16278,19761,22849,24365,29934,39576
55,662,662.000,1216,11970,14853,14985,18244,21332,22870,26301,36103
56,711,711.000,1298,11080,14005,14079,16583,19458,22066,34704,36591
57,744,744.000,1134,11253,13669,13460,16440,18891,20297,22827,27331
58,689,689.000,1045,10577,12949,14532,15769,18942,21067,26349,1013079
59,737,737.000,1303,10457,13081,13506,15804,19529,21421,42950,60495
60,786,786.000,1342,10079,12960,12714,15339,17440,20000,24280,31072
61,805,805.000,956,9732,12856,12446,15066,17581,19656,23267,26365
62,785,785.000,1210,10148,12698,12683,15341,18089,19590,24395,32873
63,640,640.000,2150,12220,15411,15612,18160,21697,23858,51251,51390
64,820,820.000,1665,9554,12378,12201,15004,17531,19057,21792,29474
65,731,731.000,1097,9875,12758,13636,16188,22870,25506,30883,46080
