Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,36,36.000,8228,16623,16714,28106,33345,58359,66783,133333,133333
1,44,44.000,8222,16615,16719,23699,25032,50028,75022,83335,83335
2,48,48.000,8167,8411,16741,21201,25050,33401,41666,116749,116749
3,47,47.000,8141,8383,16707,22710,24971,41660,50019,224839,224839
4,47,47.000,8181,8455,16692,18097,24981,26464,41596,50105,50105
5,43,43.000,8170,8381,16681,24223,25055,50059,66728,91812,91812
6,48,48.000,8155,8345,16704,20167,24965,41711,50118,133227,133227
7,44,44.000,8183,8421,16688,22745,25085,49986,50061,100173,100173
8,51,51.000,7982,8345,16625,21420,16843,42069,74959,166776,166776
9,40,40.000,8176,8426,16674,22317,24987,41744,75090,133425,133425
10,50,50.000,7864,8424,16704,19959,25026,41657,50071,58498,58498
11,51,51.000,8177,8357,16678,20112,24952,41670,49983,108314,108314
12,38,38.000,8174,8434,16750,25666,33307,58092,83249,91663,91663
13,44,44.000,8193,8423,16736,23517,25003,58326,83372,116483,116483
14,31,31.000,8176,16630,25009,32276,41663,66953,91530,99997,99997
15,41,41.000,8264,8390,16630,23380,33329,50022,66630,66693,66693
16,81,81.000,7727,8273,8359,12260,8435,8704,33312,116817,116817
17,79,79.000,8180,8303,8355,12678,8426,16636,66586,124359,124359
18,92,92.000,8163,8306,8350,10790,8418,8468,16676,83307,83307
19,83,83.000,8148,8297,8359,12063,8426,16634,33434,83477,83477
20,73,73.000,8149,8303,8379,13713,8492,24936,41655,99843,99843
21,93,93.000,8078,8297,8366,10672,8446,16697,24985,50152,50152
22,95,95.000,8139,8292,8358,10541,8437,16603,25016,49889,49889
23,82,82.000,8191,8301,8344,12195,8402,24932,33486,75063,75063
24,87,87.000,8225,8304,8344,11506,8405,16655,33343,91623,91623
25,94,94.000,8167,8309,8334,10597,8390,8444,25091,66535,66535
26,71,71.000,8213,8304,8341,13978,8470,24973,41808,99986,99986
27,114,114.000,8166,8293,8342,9291,8387,8436,8449,8470,116667
28,88,88.000,8218,8297,8337,10701,8379,8444,16728,116791,116791
29,79,79.000,8102,8307,8353,12566,8415,25082,41642,66811,66811
30,104,104.000,8140,8298,8340,9617,8390,8519,16614,41596,41772
31,88,88.000,8162,8295,8332,11357,8393,16602,16757,91687,91687
32,94,94.000,8198,8289,8338,10639,8380,8433,16530,83451,83451
33,92,92.000,8026,8299,8336,11049,8412,16683,41526,50015,50015
34,97,97.000,8215,8302,8336,10055,8389,8471,24996,66630,66630
35,78,78.000,8227,8304,8332,12925,8383,8486,58269,116593,116593
36,97,97.000,8181,8302,8326,10230,8374,8422,8496,66742,66742
37,91,91.000,7753,8305,8337,10903,8383,8432,8511,116721,116721
38,79,79.000,8145,8304,8339,12658,8389,16627,58264,91846,91846
39,86,86.000,8120,8307,8327,11634,8412,16848,33326,66730,66730
40,95,95.000,8131,8304,8321,10534,8395,16611,24950,58265,58265
41,82,82.000,8032,8296,8316,12085,8376,8463,41605,91785,91785
42,89,89.000,8117,8284,8327,11233,8426,24363,25114,83446,83446
43,103,103.000,8032,8299,8314,9700,8372,8434,8452,49928,50006
44,85,85.000,8125,8304,8343,11784,8396,24958,25031,108369,108369
45,104,104.000,8118,8302,8319,9530,8384,8470,16680,33456,33475
46,86,86.000,8134,8302,8322,11621,8362,8519,41714,74957,74957
47,95,95.000,8177,8306,8321,10876,8393,16588,33272,83444,83444
48,85,85.000,8126,8304,8322,11376,8407,16651,33288,58308,58308
49,92,92.000,8139,8301,8316,10775,8376,8478,16815,74985,74985
50,91,91.000,8123,8304,8319,10981,8367,8444,41672,66594,66594
51,90,90.000,8108,8303,8327,11106,8395,16692,25050,66623,66623
52,79,79.000,8135,8303,8319,12652,8396,16709,66576,74992,74992
53,86,86.000,8230,8305,8318,12114,8368,24986,33328,66847,66847
54,87,87.000,8125,8304,8317,11008,8366,8423,25054,91794,91794
55,89,89.000,8152,8302,8319,11139,8377,16668,25050,75069,75069
56,61,61.000,8116,8307,8353,16932,16723,41901,49987,91697,91697
57,87,87.000,7992,8295,8327,11104,8420,16828,25051,58372,58372
58,79,79.000,8067,8300,8322,12646,8377,16820,49972,75017,75017
59,84,84.000,8209,8299,8326,12008,8401,16799,33321,108378,108378
