Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,592,592.000,579,2164,16421,16964,24692,32307,39920,98697,108530
1,633,633.000,560,1733,17292,15898,23423,29562,35200,43900,63265
2,697,697.000,560,1127,15762,14252,21189,26456,29767,38985,51470
3,670,670.000,553,7303,16694,14983,21352,25995,27833,35194,49804
4,667,667.000,532,6621,15564,14935,20756,25368,28939,57163,67161
5,718,718.000,483,5874,15839,13896,20229,24255,26722,31388,34424
6,721,721.000,482,3937,15180,13872,20324,25607,28740,34165,43397
7,689,689.000,533,7850,15654,14409,20548,25069,27945,34103,44913
8,556,556.000,514,12119,19046,18055,24100,30337,41346,49653,56776
9,715,715.000,493,5043,15169,13896,20384,24449,27851,32349,42207
10,752,752.000,494,3314,15210,13356,19955,24028,26282,30815,35996
11,732,732.000,465,3910,14924,13616,19986,24038,27143,35307,48296
12,482,482.000,441,9271,24147,20752,29717,34683,38501,47558,51734
13,582,582.000,490,6788,19757,17226,25006,29068,31500,38061,58213
14,598,598.000,489,9769,18680,16642,23641,27470,29759,34616,39538
15,635,635.000,530,8585,17819,15742,22674,26660,28766,32454,35933
16,670,670.000,474,6435,16460,14984,21831,26045,28427,34486,47543
17,696,696.000,499,3044,16244,14287,21307,25697,28149,34856,46528
18,670,670.000,521,8035,16784,14874,21384,25704,28287,32433,43349
19,702,702.000,483,3932,15554,14237,20954,26142,28551,33106,41352
20,710,710.000,480,4751,15664,14088,20698,24762,26924,32452,41246
21,670,670.000,445,8383,16594,14870,21190,25255,27507,34040,37447
22,721,721.000,520,4194,15313,13902,20412,25326,27627,31895,35615
23,716,716.000,499,4394,15565,13940,20471,24602,28709,32552,39353
24,689,689.000,480,8283,16246,14497,20387,24259,27702,34095,38873
25,656,656.000,516,8283,16069,15189,21432,26326,29156,47872,67493
26,695,695.000,505,5684,15328,14480,20861,25456,28221,56133,64266
27,683,683.000,508,1429,16135,15016,21452,24837,26823,31724,858211
