time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,336,336.000,336.000,120602,120602,335,1
1,423,423.000,423.000,90785,90785,422,1
2,360,360.000,360.000,103504,103504,359,1
3,452,452.000,452.000,63830,63830,452,0
4,511,511.000,511.000,58987,58987,510,1
5,511,511.000,511.000,67382,67382,511,0
6,508,508.000,508.000,67172,67172,507,1
7,542,542.000,542.000,67179,67179,541,1
8,491,491.000,491.000,67267,67267,491,0
9,331,331.000,331.000,105533,105533,330,1
10,275,275.000,275.000,145343,145343,274,1
11,277,277.000,277.000,157280,157280,276,1
12,436,436.000,436.000,72142,72142,436,0
13,451,451.000,451.000,66851,66851,450,1
14,281,281.000,281.000,153939,153939,280,1
15,344,344.000,344.000,148318,148318,343,1
16,494,494.000,494.000,144911,144911,493,1
17,494,494.000,494.000,62666,62666,493,1
18,426,426.000,426.000,118031,118031,425,1
19,250,250.000,250.000,214271,214271,250,0
20,309,309.000,309.000,89232,89232,309,0
21,599,599.000,599.000,68124,68124,599,0
22,272,272.000,272.000,84684,84684,271,1
23,293,293.000,293.000,92281,92281,293,0
24,331,331.000,331.000,86534,86534,330,1
25,349,349.000,349.000,77823,77823,348,1
26,344,344.000,344.000,77964,77964,344,0
27,352,352.000,352.000,82101,82101,351,1
28,309,309.000,309.000,139566,139566,308,1
29,328,328.000,328.000,129825,129825,327,1
30,391,391.000,391.000,65094,65094,390,1
31,383,383.000,383.000,66204,66204,382,1
32,474,474.000,474.000,64833,64833,473,1
33,416,416.000,416.000,62546,62546,415,1
34,417,417.000,417.000,68724,68724,416,1
35,440,440.000,440.000,64007,64007,439,1
36,404,404.000,404.000,68210,68210,404,0
37,446,446.000,446.000,57275,57275,445,1
38,485,485.000,485.000,60631,60631,484,1
39,366,366.000,366.000,63934,63934,366,0
40,421,421.000,421.000,62416,62416,420,1
41,422,422.000,422.000,56394,56394,422,0
42,318,318.000,318.000,222635,222635,318,0
43,363,363.000,363.000,218732,218732,362,1
44,441,441.000,441.000,66463,66463,440,1
45,339,339.000,339.000,192581,192581,339,0
46,384,384.000,384.000,289730,289730,384,0
47,399,399.000,399.000,61007,61007,398,1
48,293,293.000,293.000,334268,334268,292,1
49,357,357.000,357.000,71478,71478,357,0
50,267,267.000,267.000,303756,303756,267,0
51,322,322.000,322.000,94683,94683,321,1
52,234,234.000,234.000,126599,126599,233,1
53,268,268.000,268.000,304264,304264,267,1
54,296,296.000,296.000,166641,166641,296,0
55,306,306.000,306.000,108878,108878,306,0
56,231,231.000,231.000,108395,108395,230,1
57,280,280.000,280.000,94953,94953,279,1
58,254,254.000,254.000,90810,90810,253,1
59,370,370.000,370.000,75898,75898,369,1
60,296,296.000,296.000,102641,102641,295,1
61,440,440.000,440.000,65163,65163,440,0
62,300,300.000,300.000,72947,72947,300,0
63,388,388.000,388.000,63976,63976,387,1
64,297,297.000,297.000,94638,94638,296,1
65,420,420.000,420.000,73258,73258,419,1
66,459,459.000,459.000,63402,63402,459,0
67,376,376.000,376.000,73976,73976,375,1
68,445,445.000,445.000,62792,62792,444,1
69,399,399.000,399.000,71983,71983,399,0
70,584,584.000,584.000,74991,74991,584,0
71,464,464.000,464.000,371611,371611,463,1
72,507,507.000,507.000,176490,176490,507,0
73,387,387.000,387.000,220728,220728,387,0
74,350,350.000,350.000,183560,183560,350,0
75,439,439.000,439.000,62932,62932,438,1
76,321,321.000,321.000,301890,301890,320,1
77,356,356.000,356.000,194049,194049,356,0
78,368,368.000,368.000,61954,61954,367,1
79,354,354.000,354.000,259332,259332,353,1
80,437,437.000,437.000,60490,60490,436,1
81,337,337.000,337.000,251656,251656,337,0
82,365,365.000,365.000,278315,278315,365,0
83,380,380.000,380.000,77790,77790,379,1
84,318,318.000,318.000,268252,268252,317,1
85,398,398.000,398.000,77840,77840,398,0
86,354,354.000,354.000,304124,304124,353,1
87,300,300.000,300.000,75097,75097,299,1
88,309,309.000,309.000,87165,87165,308,1
89,210,210.000,210.000,320255,320255,209,1
90,244,244.000,244.000,177357,177357,243,1
91,323,323.000,323.000,185633,185633,323,0
92,328,328.000,328.000,89895,89895,328,0
93,285,285.000,285.000,76807,76807,285,0
94,230,230.000,230.000,104650,104650,229,1
95,240,240.000,240.000,112929,112929,239,1
96,270,270.000,270.000,94169,94169,269,1
97,280,280.000,280.000,81666,81666,279,1
98,327,327.000,327.000,73815,73815,326,1
99,311,311.000,311.000,116762,116762,310,1
100,322,322.000,322.000,157114,157114,321,1
101,297,297.000,297.000,67429,67429,296,1
102,391,391.000,391.000,70368,70368,391,0
103,373,373.000,373.000,72643,72643,372,1
104,374,374.000,374.000,67325,67325,374,0
105,393,393.000,393.000,67004,67004,393,0
106,364,364.000,364.000,64358,64358,364,0
107,442,442.000,442.000,54738,54738,441,1
108,387,387.000,387.000,71134,71134,386,1
109,283,283.000,283.000,235592,235592,282,1
110,332,332.000,332.000,223085,223085,331,1
111,368,368.000,368.000,225304,225304,367,1
112,356,356.000,356.000,222379,222379,355,1
113,417,417.000,417.000,316491,316491,416,1
114,313,313.000,313.000,62276,62276,312,1
115,319,319.000,319.000,294263,294263,318,1
116,372,372.000,372.000,300235,300235,372,0
117,358,358.000,358.000,63102,63102,358,0
118,237,237.000,237.000,334704,334704,237,0
119,301,301.000,301.000,54469,54469,301,0
