Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,360,360.000,824,7603,17333,27336,32071,50276,69133,261011,328534,359,1,261011,17333,27336,32071,50276,69133
1,812,812.000,617,1539,12197,12320,19846,26793,30931,42547,67295,812,0,42547,12197,12320,19846,26793,30931
2,779,779.000,694,1439,9882,12819,18210,28335,41295,69371,131957,778,1,69371,9882,12819,18210,28335,41295
3,862,862.000,812,1273,9747,11492,17740,25384,32379,55655,88044,861,1,55655,9747,11492,17740,25384,32379
4,844,844.000,648,1270,10316,11828,18352,25841,33379,58676,80666,844,0,58676,10316,11828,18352,25841,33379
5,898,898.000,528,1211,10166,11087,17820,24230,30151,47698,81670,898,0,47698,10166,11087,17820,24230,30151
6,939,939.000,739,1205,9058,10747,17202,23048,29486,60981,80768,939,0,60981,9058,10747,17202,23048,29486
7,992,992.000,639,1186,6583,9902,16318,22447,30731,43338,55499,991,1,43338,6583,9902,16318,22447,30731
8,995,995.000,586,1171,7751,9986,16503,22399,26765,41467,81936,995,0,41467,7751,9986,16503,22399,26765
9,1055,1055.000,727,1125,7356,9550,16192,21584,24761,39875,73008,1054,1,39875,7356,9550,16192,21584,24761
10,996,996.000,600,1124,6605,9971,16535,21284,27497,50125,72551,996,0,50125,6605,9971,16535,21284,27497
11,1028,1028.000,641,1116,4374,9699,16023,21846,25835,60366,92255,1027,1,60366,4374,9699,16023,21846,25835
12,1017,1017.000,564,1140,8095,9808,16669,22177,26265,39642,67427,1016,1,39642,8095,9808,16669,22177,26265
13,1046,1046.000,700,1160,8291,9549,16267,21032,24501,39043,65042,1046,0,39043,8291,9549,16267,21032,24501
14,1027,1027.000,713,1169,7424,9760,16188,21935,25879,40220,67973,1026,1,40220,7424,9760,16188,21935,25879
15,1063,1063.000,674,1129,5609,9378,16241,21582,25384,34268,53713,1063,0,34268,5609,9378,16241,21582,25384
16,970,970.000,590,1141,7669,10216,16539,22920,28820,58424,78275,970,0,58424,7669,10216,16539,22920,28820
17,328,328.000,766,1194,8981,35031,16140,21260,34063,930670,1035732,328,0,930670,8981,35031,16140,21260,34063
18,862,862.000,618,1178,8402,9881,16450,21565,25908,44808,62546,862,0,44808,8402,9881,16450,21565,25908
19,1047,1047.000,711,1156,7384,9549,16628,21396,24418,35659,54184,1047,0,35659,7384,9549,16628,21396,24418
20,1030,1030.000,760,1147,7093,9715,16846,21191,25189,38999,54848,1029,1,38999,7093,9715,16846,21191,25189
21,1064,1064.000,675,1137,4754,9344,15605,20932,25962,43216,58576,1064,0,43216,4754,9344,15605,20932,25962
22,751,751.000,731,1169,8659,18231,16864,22477,28070,75655,1039983,751,0,75655,8659,18231,16864,22477,28070
23,413,413.000,729,1195,7884,15289,17007,22181,30611,48673,618115,413,0,48673,7884,15289,17007,22181,30611
24,1002,1002.000,612,1160,9310,10002,16847,21444,26182,42183,61076,1001,1,42183,9310,10002,16847,21444,26182
25,1045,1045.000,726,1164,8807,9511,16031,21101,23872,35528,87834,1045,0,35528,8807,9511,16031,21101,23872
26,1014,1014.000,709,1152,8002,9799,16101,21756,27891,41000,60579,1014,0,41000,8002,9799,16101,21756,27891
27,992,992.000,705,1159,8025,14020,16037,20380,24093,36494,1035908,992,0,36494,8025,14020,16037,20380,24093
28,238,238.000,699,1197,5850,25756,17890,31302,66498,586927,822000,238,0,586927,5850,25756,17890,31302,66498
29,1023,1023.000,671,1145,7673,9714,16727,21258,24825,39658,81512,1022,1,39658,7673,9714,16727,21258,24825
30,1022,1022.000,706,1148,7123,9785,15965,21318,26139,50068,123107,1022,0,50068,7123,9785,15965,21318,26139
31,979,979.000,593,1109,8812,10186,16530,21267,26016,46871,169101,978,1,46871,8812,10186,16530,21267,26016
32,802,802.000,702,1140,7499,18025,15432,20669,26055,500212,1028947,801,1,500212,7499,18025,15432,20669,26055
33,527,527.000,770,1138,5896,10509,17570,23803,30733,51226,80646,526,1,51226,5896,10509,17570,23803,30733
34,1003,1003.000,695,1122,8344,9907,16277,21200,24540,45628,76829,1002,1,45628,8344,9907,16277,21200,24540
35,316,316.000,682,1153,9484,35589,16857,21842,33410,933317,1024099,315,1,933317,9484,35589,16857,21842,33410
36,920,920.000,657,1117,7930,9553,16542,21373,24448,34275,71494,920,0,34275,7930,9553,16542,21373,24448
37,1022,1022.000,646,1182,9126,9744,15878,21157,24654,37273,75906,1022,0,37273,9126,9744,15878,21157,24654
38,1093,1093.000,727,1146,5169,9124,16019,20451,23382,35969,59225,1093,0,35969,5169,9124,16019,20451,23382
39,1043,1043.000,684,1178,9089,9623,16117,21430,24903,35513,53105,1042,1,35513,9089,9623,16117,21430,24903
40,971,971.000,645,1165,8565,10257,16488,22145,26484,68949,85733,970,1,68949,8565,10257,16488,22145,26484
41,1055,1055.000,628,1172,6947,9444,16366,21408,24461,37287,72650,1055,0,37287,6947,9444,16366,21408,24461
42,1030,1030.000,560,1167,7735,9702,15820,21334,26075,39780,95541,1029,1,39780,7735,9702,15820,21334,26075
43,1059,1059.000,666,1192,7062,9456,15819,20562,23421,43363,59362,1058,1,43363,7062,9456,15819,20562,23421
44,1064,1064.000,577,1135,8151,9385,16020,21194,23530,35605,45832,1063,1,35605,8151,9385,16020,21194,23530
45,1062,1062.000,633,1171,7403,9341,16057,20911,24078,33226,70660,1062,0,33226,7403,9341,16057,20911,24078
46,997,997.000,698,1179,7728,10022,16546,21331,24373,68594,87527,996,1,68594,7728,10022,16546,21331,24373
47,917,917.000,719,1151,8201,14704,15589,20848,24307,42428,1020857,916,1,42428,8201,14704,15589,20848,24307
48,530,530.000,704,1196,8429,12266,17710,23417,28059,40804,575212,530,0,40804,8429,12266,17710,23417,28059
49,1045,1045.000,586,1158,8230,9538,16240,21158,23666,34259,60868,1045,0,34259,8230,9538,16240,21158,23666
50,1037,1037.000,625,1159,8960,9622,16706,21476,24068,32048,49293,1036,1,32048,8960,9622,16706,21476,24068
51,993,993.000,536,1148,5473,10024,16857,22562,26974,58490,79502,993,0,58490,5473,10024,16857,22562,26974
52,1006,1006.000,680,1193,9118,9944,16900,21356,25457,38667,46694,1006,0,38667,9118,9944,16900,21356,25457
53,1096,1096.000,660,1147,5447,9136,15699,21112,23972,34466,54747,1096,0,34466,5447,9136,15699,21112,23972
54,1095,1095.000,727,1155,5990,9072,15880,21119,23696,33147,51779,1095,0,33147,5990,9072,15880,21119,23696
55,1018,1018.000,723,1185,8786,9804,16340,21165,24123,38537,78095,1018,0,38537,8786,9804,16340,21165,24123
56,1100,1100.000,714,1130,4933,9102,15835,20991,24937,37565,56441,1100,0,37565,4933,9102,15835,20991,24937
