Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,25.400,44.711,0.980,17.953,46.565,60.433,83.234,93.124,117.531,222.071,0.022
5,31.000,41.390,1.625,28.411,44.538,54.697,68.135,79.200,103.327,105.770,0.024
10,18.400,47.220,1.561,33.508,52.634,64.621,80.378,94.681,107.005,107.005,0.021
15,23.400,39.108,1.500,2.392,45.596,58.009,77.674,83.919,115.307,126.767,0.026
20,29.800,39.985,1.541,20.361,45.817,54.983,68.835,79.444,88.492,97.107,0.025
25,19.000,44.012,1.550,23.051,49.682,59.258,73.963,81.899,129.241,129.241,0.023
30,29.000,41.200,1.451,24.906,45.076,57.517,71.042,74.859,84.493,105.287,0.024
35,28.200,42.139,1.492,10.325,42.929,53.986,63.270,77.239,93.580,647.637,0.024
40,20.800,39.850,1.533,16.834,44.440,54.618,67.698,85.742,105.531,116.657,0.025
45,27.800,39.506,1.472,20.129,44.521,55.341,66.953,79.028,99.567,100.774,0.025
50,28.200,36.531,1.464,8.277,43.211,52.527,60.738,64.980,91.653,93.381,0.027
55,18.800,43.903,1.520,37.720,47.589,59.391,76.622,84.779,114.707,114.707,0.023
60,25.800,36.106,1.498,2.502,43.408,53.793,60.161,68.992,86.002,91.679,0.028
65,26.600,38.067,1.460,6.091,42.715,55.333,69.574,77.315,132.056,135.932,0.026
70,12.000,47.427,1.522,16.956,52.414,71.692,84.129,114.060,130.387,130.387,0.021
75,23.800,44.718,1.510,22.948,47.230,60.342,86.840,98.461,114.520,114.626,0.022
80,21.600,40.609,1.480,25.469,45.279,57.552,68.511,75.811,83.032,113.635,0.025
85,26.400,40.764,1.487,27.903,46.226,57.723,66.785,74.883,83.492,96.131,0.025
90,32.000,44.469,1.419,35.251,47.576,56.467,70.498,81.085,106.057,122.129,0.022
95,19.200,39.061,1.427,12.923,41.315,55.750,73.860,86.736,128.499,128.499,0.026
100,28.600,40.859,1.464,30.020,45.003,54.543,62.483,74.739,90.460,110.659,0.024
105,29.400,36.220,1.382,10.015,42.178,49.021,68.904,77.438,105.989,137.191,0.028
110,22.400,42.644,1.399,38.167,49.164,56.448,64.833,71.938,90.171,105.596,0.023
115,27.600,36.712,1.399,17.005,42.583,50.407,60.935,65.699,81.633,92.372,0.027
