Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,256,256.000,892,20940,26833,39506,39515,99729,124228,141656,147024
1,304,304.000,538,16400,24945,33241,34993,68703,102561,152282,178838
2,181,181.000,7484,28877,39238,58111,55366,131793,146351,280240,302232
3,143,143.000,8780,35725,50251,65889,87474,121570,172001,220365,224520
4,196,196.000,842,26520,39396,51633,64450,107463,120606,159605,168323
5,223,223.000,846,26172,41384,46169,59827,83684,88119,134960,169128
6,177,177.000,691,41429,50631,55238,68792,94728,102324,115741,150769
7,189,189.000,7185,25598,42258,52650,74192,105706,111481,131727,174848
8,240,240.000,1000,25267,33541,40962,50724,82275,92582,109277,116056
9,203,203.000,9910,25459,40923,49254,58302,100441,138157,158835,176121
10,206,206.000,6562,25317,33881,48374,58909,109536,142180,159998,170298
11,211,211.000,773,25316,33556,47364,49051,116886,149312,159637,258956
12,205,205.000,6135,25487,42189,48561,59913,76858,99785,150284,208305
13,267,267.000,8894,25248,33456,38099,42105,65765,75575,118907,150874
14,280,280.000,4460,25207,33078,35181,40730,56013,74617,100691,109143
15,302,302.000,7433,25150,31346,34522,34167,57498,75564,109224,118082
16,305,305.000,6054,25091,25512,31541,33794,42461,66267,75296,107711
17,266,266.000,701,25191,32614,37332,41013,51195,67583,165794,174623
18,194,194.000,5655,24956,27645,52864,40717,58645,159340,1011710,1025246
19,288,288.000,824,25120,26568,34556,34131,58162,75633,100670,109794
20,303,303.000,5832,25054,25633,32268,33645,49080,58498,113936,127768
21,283,283.000,6303,25148,26613,36488,34006,62975,82090,125460,133873
22,301,301.000,619,25057,25689,32092,33960,57509,58679,64255,67281
23,338,338.000,691,25099,25455,29793,33600,41878,49136,58765,67527
24,317,317.000,712,25135,25665,31199,33707,50253,58471,75480,75692
25,301,301.000,4185,25090,25719,33227,33986,50301,58791,108144,132544
26,286,286.000,606,25090,25864,35390,34020,58295,84126,116936,124246
27,206,206.000,740,25075,25360,48707,33629,44145,65503,691041,1050749
28,301,301.000,617,25094,25708,32550,33725,50190,59715,106803,108674
29,325,325.000,4212,25095,25422,31027,33484,41879,50501,107256,126183
30,321,321.000,3818,25119,25483,30885,33625,42105,57717,83522,84155
31,302,302.000,727,25145,25667,36693,33674,50578,116985,152013,168283
32,248,248.000,698,25078,25505,35906,33691,66673,92546,150893,158553
33,191,191.000,691,25162,33557,52709,77413,116783,143018,183476,235010
34,141,141.000,7100,41743,68415,72370,99113,108642,165796,168737,182625
35,300,300.000,5725,25097,25588,32402,33609,50123,66714,100731,125325
36,318,318.000,618,25044,25380,31706,33621,50685,72984,75918,91987
37,324,324.000,746,25071,25359,30859,33568,42153,50333,100399,116886
38,310,310.000,5014,25078,25423,33797,33946,58615,66815,92227,104007
39,275,275.000,708,25060,27136,34425,33823,59099,67584,109128,116869
40,230,230.000,742,25258,33655,44548,57381,74956,99845,150620,232861
41,199,199.000,473,33115,42681,50361,70303,83705,92291,137905,167624
42,306,306.000,699,25064,25473,31763,33543,49237,66988,91905,92710
43,316,316.000,3684,25096,25377,31774,33547,38561,50751,127456,166064
44,308,308.000,4466,25078,25535,32382,33526,49116,58622,108785,118232
45,280,280.000,540,25094,25689,35705,34272,50874,100424,126094,135385
46,302,302.000,6947,25085,25465,33941,33543,50533,87020,108900,125082
47,271,271.000,5634,25196,33054,35895,41731,58797,66981,91014,160337
48,319,319.000,4038,25125,26174,31319,33750,42596,57981,67734,82826
49,309,309.000,619,25116,25926,32261,33674,49458,63421,75828,108338
50,303,303.000,8855,25061,25424,32903,33906,50136,58611,100435,116349
51,328,328.000,681,25059,25283,30703,33517,40482,50281,100333,116164
52,329,329.000,606,25059,25286,30326,33480,40521,50237,93681,115996
53,339,339.000,6105,25072,25368,29442,33534,41975,50344,58997,66864
54,317,317.000,5049,24981,25355,31608,33436,40667,58085,121628,142269
55,312,312.000,4218,25091,25857,32130,33741,42718,67008,76254,84990
56,316,316.000,633,25091,25584,31588,33597,49167,58729,83869,100167
57,295,295.000,5399,25137,25956,33587,33693,51026,75146,84558,92451
58,240,240.000,895,25061,32994,48974,42075,50400,67211,851112,1037873
59,202,202.000,632,25054,25499,42641,38841,74915,83439,342147,425524
60,288,288.000,4297,25060,25504,34026,33879,58765,68405,98707,109180
61,304,304.000,3737,25073,25335,32540,33523,50338,66677,116916,125480
62,254,254.000,804,25089,25730,40055,33824,58695,126341,217242,234290
63,307,307.000,674,25065,25395,33063,33591,49076,58836,125320,133860
64,323,323.000,679,25028,25257,29922,33409,40818,50816,92016,115671
65,313,313.000,729,25046,25387,32013,33588,49936,66218,116772,117130
66,299,299.000,616,25111,25454,33424,33533,58325,67313,108887,126032
67,256,256.000,691,25112,32508,39040,45762,67216,92110,125439,140499
68,347,347.000,588,25019,25348,28681,33466,34458,41826,60277,73842
69,311,311.000,694,25089,25409,32127,33506,41755,58650,117112,127741
70,335,335.000,594,25076,25426,29803,33553,34334,50116,65152,74314
71,310,310.000,723,25043,25385,32348,33614,57400,59573,84802,107629
72,320,320.000,3974,25088,25404,31702,33650,50161,58605,83606,92062
73,331,331.000,7359,25045,25316,29578,33481,41697,50062,58700,115247
74,344,344.000,6039,25111,25389,29272,33474,40155,48970,57622,75801
75,324,324.000,635,25072,25346,30931,33525,41497,58428,99138,115853
76,351,351.000,5237,25029,25310,28726,33376,34300,42410,59357,108019
77,322,322.000,605,25044,25449,30604,33540,42385,50951,83690,92370
78,310,310.000,6565,25089,25541,32354,33554,50301,58862,93562,133463
79,336,336.000,707,25088,25400,29640,33480,36021,50038,58661,67416
80,347,347.000,684,25074,25248,28955,33444,40513,49841,58712,66953
81,313,313.000,693,25056,25399,31863,33526,49927,66957,84184,132184
82,311,311.000,410,25037,25233,40236,33419,41513,67030,709424,1044989
83,158,158.000,8168,24965,25250,47621,33486,38426,53100,620484,676699
84,293,293.000,3609,25073,25591,33896,33620,50848,83244,109877,132403
85,344,344.000,588,25047,25291,28884,33470,34555,42264,59350,74192
86,312,312.000,711,25085,25435,32414,33667,49790,58785,100727,117495
87,352,352.000,5648,24992,25321,29878,33435,34230,50167,84648,109181
