Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,915.800,10.860,2.284,8.163,8.400,10.722,16.758,17.175,33.305,83.528,0.092
5,1115.200,8.942,6.004,8.179,8.334,8.519,8.781,16.524,17.305,41.806,0.112
10,1102.000,9.056,6.619,8.187,8.333,8.484,8.689,16.281,17.214,99.711,0.110
15,1105.800,9.025,5.446,8.190,8.330,8.489,8.713,10.297,16.947,108.092,0.111
20,1084.200,9.199,7.422,8.198,8.333,8.487,8.753,16.567,17.361,100.152,0.109
25,1122.000,8.896,7.548,8.199,8.339,8.485,8.689,9.012,17.026,91.453,0.112
30,1093.800,9.128,7.586,8.226,8.339,8.471,8.681,16.502,17.050,83.138,0.110
35,1016.800,9.812,7.231,8.158,8.340,8.586,9.044,16.796,50.251,91.740,0.102
40,1130.400,8.829,7.306,8.180,8.330,8.500,8.731,16.406,17.002,36.401,0.113
45,1105.200,9.029,7.296,8.219,8.331,8.466,8.666,16.609,17.288,69.304,0.111
50,1100.000,9.077,7.126,8.222,8.340,8.478,8.704,16.588,24.906,66.403,0.110
55,1078.000,9.262,6.129,8.223,8.335,8.461,8.661,16.523,17.038,177.237,0.108
60,1120.600,8.901,7.411,8.206,8.338,8.483,8.676,9.632,17.140,74.672,0.112
65,1043.400,9.564,6.530,8.198,8.343,8.508,8.753,16.588,25.538,150.661,0.105
70,1038.200,9.621,7.373,8.178,8.348,8.554,8.906,16.779,33.406,141.423,0.104
75,1020.000,9.789,7.063,8.233,8.361,8.526,8.974,16.798,26.115,99.825,0.102
80,1040.000,9.592,7.379,8.238,8.367,8.525,8.920,16.809,24.941,100.993,0.104
85,1096.400,9.107,7.308,8.227,8.356,8.520,8.845,16.691,17.401,25.785,0.110
90,1035.600,9.646,7.250,8.223,8.345,8.493,8.780,16.724,24.904,167.285,0.104
95,1056.000,9.474,5.962,8.234,8.360,8.514,8.870,16.783,25.444,83.301,0.106
100,1086.000,9.176,7.404,8.198,8.343,8.522,8.848,16.618,17.368,116.869,0.109
105,1082.000,9.219,7.315,8.198,8.337,8.496,8.748,16.618,17.534,150.226,0.108
110,1036.000,9.644,7.495,8.235,8.348,8.481,8.736,16.714,25.303,149.929,0.104
115,951.800,10.438,7.446,8.240,8.354,8.552,16.633,16.882,41.543,142.296,0.096
