Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,31.400,5.826,0.657,4.301,5.092,6.095,7.686,9.703,47.835,49.263,0.172
5,28.400,6.619,0.675,4.250,4.979,6.209,11.001,20.300,33.230,42.156,0.151
10,40.600,4.743,0.619,4.142,4.747,5.357,6.091,6.944,7.846,8.467,0.211
15,30.200,4.609,0.620,3.856,4.380,5.061,6.034,6.716,8.770,22.998,0.217
20,46.200,4.834,1.817,4.063,4.627,5.505,6.399,7.138,8.489,8.897,0.207
25,32.800,4.663,0.639,3.948,4.430,5.083,5.718,6.466,10.748,36.804,0.214
30,41.200,4.645,0.623,3.960,4.522,5.216,6.273,6.879,7.723,9.414,0.215
35,37.200,4.635,0.701,3.945,4.417,5.235,6.338,7.005,8.205,8.283,0.216
40,35.000,4.802,0.609,4.084,4.623,5.383,6.281,7.747,8.655,9.167,0.208
45,36.200,4.608,0.695,3.875,4.397,5.418,6.053,6.406,7.045,7.111,0.217
50,35.400,4.538,1.242,3.933,4.403,5.127,6.149,6.504,7.552,9.302,0.220
55,34.800,4.558,0.574,3.873,4.442,5.298,6.033,6.819,7.723,7.907,0.219
60,34.800,4.589,0.707,4.004,4.447,5.041,5.932,6.388,7.224,10.778,0.218
65,41.200,5.183,0.660,4.210,4.939,5.815,7.016,8.812,11.325,14.695,0.193
70,35.600,4.923,0.754,4.139,4.870,5.690,6.587,7.414,9.048,10.422,0.203
75,34.200,4.543,0.636,3.894,4.485,5.102,5.855,6.725,8.150,9.076,0.220
80,30.800,4.964,0.691,4.001,4.489,5.520,6.964,8.233,11.376,20.323,0.201
85,37.000,4.781,1.633,4.158,4.619,5.415,6.151,6.308,7.696,7.913,0.209
90,35.800,4.962,0.563,4.274,4.832,5.637,6.472,7.136,8.472,9.782,0.202
95,34.000,4.753,0.565,4.043,4.479,5.171,6.432,7.566,11.239,11.606,0.210
100,36.600,4.747,0.705,4.038,4.793,5.462,6.521,6.859,7.804,8.072,0.211
105,33.600,4.874,0.785,4.031,4.646,5.571,6.569,7.427,8.366,10.788,0.205
110,38.600,5.675,0.565,4.277,4.963,5.987,7.663,11.109,19.564,20.329,0.176
115,41.800,4.787,0.684,4.158,4.661,5.472,6.208,6.991,8.825,10.789,0.209
