Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,766.400,13.004,0.657,5.559,10.387,17.766,25.598,32.800,45.615,115.914,0.077
5,813.200,12.234,0.639,5.731,10.570,15.888,22.205,27.387,41.665,995.060,0.082
10,987.200,10.109,0.619,5.008,8.012,13.734,19.189,24.154,37.214,73.170,0.099
15,861.600,11.593,0.620,5.384,10.623,15.163,22.383,27.934,36.497,60.958,0.086
20,1001.000,9.981,0.649,4.970,8.076,13.545,18.820,23.385,36.096,75.585,0.100
25,821.400,12.128,0.639,5.420,10.941,16.272,23.223,28.525,39.477,58.321,0.082
30,978.000,10.216,0.623,5.011,8.532,13.996,19.426,23.576,35.512,61.330,0.098
35,898.800,11.116,0.701,5.228,10.029,15.019,21.071,25.878,36.372,61.054,0.090
40,962.400,10.359,0.609,5.237,8.514,13.905,19.366,24.825,35.626,66.576,0.097
45,915.800,10.902,0.564,5.113,9.743,14.673,21.180,25.293,36.196,62.151,0.092
50,949.800,10.507,0.707,5.127,8.961,13.938,20.171,24.847,35.611,73.131,0.095
55,929.200,10.750,0.574,5.084,8.815,14.534,20.568,25.766,37.776,60.085,0.093
60,940.600,10.604,0.700,5.163,9.239,14.143,20.147,24.987,35.955,48.158,0.094
65,1033.000,9.666,0.660,4.694,7.465,12.515,18.313,24.647,39.569,59.962,0.103
70,831.600,11.997,0.615,5.403,10.424,15.819,23.094,29.007,43.710,75.098,0.083
75,846.200,11.808,0.636,5.479,10.471,15.740,22.813,28.657,37.510,65.349,0.085
80,764.600,13.053,0.691,6.141,10.755,16.121,23.059,29.186,44.237,1023.709,0.077
85,846.200,11.816,0.612,5.611,10.444,16.071,22.649,27.589,37.600,49.974,0.085
90,995.000,10.174,0.563,5.194,8.095,13.650,18.989,22.850,33.174,1015.831,0.098
95,819.600,11.996,0.565,5.564,10.703,16.075,22.912,27.568,37.268,402.764,0.083
100,983.000,10.159,0.689,5.136,8.473,13.870,19.010,23.257,33.463,65.515,0.098
105,881.200,11.327,0.756,5.096,9.978,15.156,22.174,27.784,37.271,59.280,0.088
110,877.400,11.388,0.565,5.516,9.419,14.737,20.605,25.407,35.734,1021.670,0.088
115,901.200,11.029,0.684,5.482,9.573,14.911,20.576,25.274,35.630,58.529,0.091
