Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,581,581.000,6975,12911,15369,17216,18168,23197,30183,72427,72963
1,706,706.000,6356,11555,13831,14069,16201,18492,20080,23944,26560
2,706,706.000,4607,11317,13660,14201,16016,17950,19409,46955,54062
3,733,733.000,3935,11419,13798,13600,15555,17162,18476,20592,25530
4,725,725.000,6472,11282,13523,13766,15703,17612,18815,27098,34143
5,735,735.000,4183,11181,13259,13582,15687,17583,19118,24022,31594
6,758,758.000,4387,10879,13229,13172,15288,16903,18284,21010,24636
7,749,749.000,6542,10914,13091,13286,15109,17125,18480,20998,61779
8,763,763.000,5009,10999,12976,13178,15252,16665,17988,21267,48541
9,751,751.000,5738,10590,12833,13256,15016,16933,18445,44189,49326
10,779,779.000,4490,10575,12684,12818,14888,16816,17637,19589,22574
11,774,774.000,4968,10667,12636,12902,14947,16795,17929,20605,31675
12,778,778.000,5579,10554,12834,12854,14951,16542,17463,19926,22682
13,760,760.000,4975,10709,12703,13088,14742,16589,17621,37502,44160
14,726,726.000,3706,10732,13038,13815,15546,17484,18898,55300,62881
15,769,769.000,4652,10763,12974,12976,14973,16599,17389,19514,24243
16,690,690.000,5478,12054,14203,14530,16525,19337,20474,32970,37703
17,777,777.000,3925,10559,12625,12840,14834,16775,17637,19926,26349
18,786,786.000,4171,10476,12647,12697,14736,16230,17252,19229,21692
19,785,785.000,5469,10601,12511,12738,14729,16256,17123,19067,22701
20,795,795.000,5917,10236,12517,12538,14675,16165,17227,18419,20404
21,781,781.000,6327,10497,12756,12808,14775,16770,17718,19969,21156
22,769,769.000,4586,10536,12667,12964,14581,16491,17758,34100,40697
23,600,600.000,4743,13620,16250,16645,19057,22029,25046,30585,35695
24,660,660.000,4506,12789,15096,15286,17369,19594,21566,26494,33084
25,680,680.000,4673,12022,14491,14615,16729,19207,21100,24817,29214
26,701,701.000,6113,11887,14144,14227,16409,18430,19538,21917,26003
27,736,736.000,4859,11204,13274,13569,15667,18085,19317,22040,26281
28,725,725.000,3624,11396,13645,13839,16100,18406,19359,22469,26554
29,703,703.000,3435,11863,13900,14114,16116,18273,19930,21670,24807
30,748,748.000,5425,11093,13204,13370,15486,17408,18328,20414,23598
31,761,761.000,4220,10919,13009,13170,15156,17031,18272,20919,24082
32,760,760.000,5416,10989,12885,13103,15175,16973,17920,20314,22530
33,746,746.000,5955,10962,13212,13427,15529,17508,18531,23402,26228
34,753,753.000,4394,11019,13181,13237,15254,17022,18196,20844,24336
35,727,727.000,6924,10871,13175,13739,15352,17196,18176,51537,61434
36,763,763.000,5290,10883,12994,13059,15030,16773,18144,19344,21370
37,763,763.000,4455,10715,13068,13139,15413,17219,17902,19849,21476
38,754,754.000,6060,10891,13107,13219,15343,17197,18105,20365,22162
