Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,492,492.000,3791,14075,17386,20113,20791,25619,31895,140298,143912
1,689,689.000,3521,11421,13636,14548,16664,19640,22110,42359,52762
2,527,527.000,3820,12058,15745,18890,21341,29965,43428,66699,88815
3,615,615.000,3150,11984,14839,16211,18484,24453,29703,40601,49787
4,678,678.000,2680,11166,13374,14751,16557,21841,26980,38281,63953
5,641,641.000,2980,11245,13572,15541,16616,22773,27421,69652,81511
6,682,682.000,2526,11124,13489,14613,16575,20895,25658,33670,41806
7,677,677.000,4016,11249,13480,14770,16680,21166,26283,33963,59545
8,673,673.000,2887,11446,13754,14862,16819,21242,26074,33534,42734
9,672,672.000,1290,10669,13060,15250,15760,19842,27736,85355,92682
10,689,689.000,3645,11170,13437,14117,16240,19453,21564,29774,45203
11,581,581.000,3182,10553,13476,28010,15896,18701,24206,889015,1031213
12,221,221.000,7691,12041,14909,16457,17994,22355,25099,48426,138991
13,713,713.000,2675,10993,13318,14080,15917,18864,23210,30627,40994
14,676,676.000,4332,11043,13543,14737,16639,21083,26710,35368,46095
15,658,658.000,3360,11248,13572,15153,16478,20521,25909,67234,78701
16,717,717.000,2622,10682,12976,13965,15767,18832,23055,35285,44845
17,706,706.000,2452,10862,13438,14126,15935,19246,23519,32671,46859
18,726,726.000,2963,10678,13006,13788,15617,18941,23025,30646,37465
19,702,702.000,3213,11169,13279,14188,15773,19309,25068,33136,51157
20,641,641.000,2496,11480,13711,15630,16237,20000,28106,83300,89178
21,719,719.000,2611,10884,13270,13869,16010,19043,21388,28135,38860
22,712,712.000,2701,10910,13212,14038,16045,19113,23265,30446,40298
23,704,704.000,3262,11105,13470,14203,16223,19542,23202,28925,34865
24,724,724.000,2677,10744,12991,13784,15781,18531,22301,32276,38674
25,680,680.000,4001,10690,13391,14698,15813,19101,24172,68961,98627
26,728,728.000,2346,10548,13145,13718,15833,18685,21572,28136,37035
27,701,701.000,4149,11193,13416,14203,16060,19103,22104,33871,50911
28,720,720.000,2549,10830,13326,13860,15835,18951,21547,32050,49721
29,673,673.000,2418,10899,13339,14938,15881,19981,25073,79139,88433
30,700,700.000,4113,10876,13030,14200,16340,19887,23456,32680,43122
31,730,730.000,4882,10694,13185,13685,15625,18572,21175,29552,36205
32,711,711.000,1281,10824,13022,14042,15870,18972,22600,36247,43074
33,719,719.000,3483,11157,13314,13939,15605,19345,22115,28608,49699
34,639,639.000,3270,11116,13653,15608,16593,19922,24272,102988,112657
35,690,690.000,2940,11279,13926,14469,16141,19313,23526,30318,46819
36,298,298.000,5738,11003,13607,41518,16496,19898,24697,960225,1029317
37,547,547.000,2628,11082,13363,13929,15902,18931,21114,31815,46297
38,728,728.000,3269,10815,13168,13695,15433,17904,21230,32090,41903
39,728,728.000,2873,10900,12950,13722,15650,18326,20855,30420,51121
40,690,690.000,3726,10615,13276,14446,15813,18668,22493,69913,88207
41,705,705.000,2408,10769,13478,14214,16177,19266,25182,30519,57512
42,704,704.000,2859,11004,13338,14148,16065,19042,22583,31082,41275
43,723,723.000,2447,10686,13180,13844,15756,19336,23370,29820,48378
44,690,690.000,2662,11078,13094,14999,16045,19775,25656,71087,82725
45,702,702.000,3751,10705,13061,13708,15844,18231,21517,29435,37827
46,727,727.000,3209,10591,13123,13759,15456,18408,22146,32485,46734
47,731,731.000,3014,10646,13334,13710,15713,18126,21116,28215,36686
48,651,651.000,4297,11192,13571,22610,16086,18937,22723,38336,1021480
49,211,211.000,2501,12204,15190,24673,18663,22497,31977,455921,706950
50,686,686.000,3253,10625,12887,14608,15718,19237,23380,76766,86343
51,702,702.000,4273,11060,13379,14198,15911,19194,22224,33909,44570
52,733,733.000,3818,10561,12913,13614,15597,18279,21112,31987,39434
53,720,720.000,3391,10919,13315,13888,15906,18912,21862,28251,35580
54,436,436.000,3324,10511,13183,34756,15900,19126,22943,982632,1023552
55,337,337.000,4069,10913,13731,14293,16397,19416,22907,30237,34741
56,665,665.000,2479,11304,13527,15036,16209,19873,24237,78764,83081
57,609,609.000,2539,10368,12453,23941,15228,18648,23791,648736,1008881
58,364,364.000,3809,10771,13364,14844,15786,20253,26005,36686,215851
59,724,724.000,4147,10682,13087,13825,15748,18896,21947,29124,46749
60,729,729.000,3718,10818,13042,13735,15483,18843,22141,29990,38561
61,667,667.000,3352,10910,13346,14949,16105,19086,22568,83671,103374
62,708,708.000,4042,11029,13726,14170,16308,19141,22554,28040,48401
63,720,720.000,2615,10707,12902,13786,15501,19292,23671,33220,49878
64,726,726.000,3474,10715,13227,13746,15887,18345,22219,27580,34234
65,732,732.000,3117,10525,12860,13598,15524,18403,22365,30118,35496
66,689,689.000,2939,10747,13131,14588,15847,19283,22986,70874,81162
67,724,724.000,2799,10700,13265,13748,15904,18651,21198,28148,42385
68,719,719.000,2971,11064,13159,13863,15669,19014,21900,31093,36057
69,697,697.000,2093,11280,13358,14423,16272,19859,23288,38173,46022
70,667,667.000,2581,10877,13539,14940,16071,19312,23944,76814,85107
71,731,731.000,2441,10656,12884,13670,15736,18149,22445,32237,36926
72,715,715.000,2473,10767,13397,13992,16059,18824,22409,30245,49130
73,741,741.000,2985,10361,12918,13405,15115,17751,21406,30002,42831
