Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.000,6.362,0.756,4.575,5.453,7.165,9.085,10.352,24.349,48.544,0.157
5,35.000,5.110,0.803,4.220,4.718,5.558,6.521,7.921,11.723,28.501,0.196
10,43.000,4.974,1.416,4.101,4.585,5.477,6.216,7.843,11.553,17.104,0.201
15,38.600,5.170,0.627,4.246,4.861,5.562,6.886,8.544,11.725,14.499,0.193
20,40.400,4.990,0.678,4.039,4.660,5.391,6.729,7.765,12.112,16.288,0.200
25,36.600,5.065,0.706,4.014,4.578,5.487,6.320,9.235,15.856,16.031,0.197
30,40.400,4.850,0.613,3.895,4.600,5.462,6.774,7.762,9.514,14.354,0.206
35,42.400,5.255,0.670,4.197,4.890,5.765,7.166,7.853,11.830,12.282,0.190
40,38.600,5.198,1.723,4.069,4.766,5.428,6.923,8.541,16.140,17.278,0.192
45,36.600,5.260,1.427,4.069,4.610,5.786,7.580,9.780,13.657,20.085,0.190
50,38.800,5.074,1.228,4.138,4.680,5.574,7.006,8.144,10.660,13.412,0.197
55,37.800,4.905,0.651,4.008,4.350,5.141,6.381,8.125,16.726,17.065,0.204
60,35.000,5.118,0.540,4.133,4.556,5.391,6.892,8.346,15.977,25.070,0.195
65,43.800,5.313,2.549,4.266,5.037,5.899,7.420,8.830,10.165,12.031,0.188
70,32.400,4.983,0.636,4.055,4.706,5.411,6.460,7.752,13.368,14.167,0.201
75,43.600,5.110,0.616,4.248,4.815,5.473,6.493,8.061,14.382,17.798,0.196
80,41.800,5.031,0.693,4.134,4.830,5.746,6.449,8.188,10.808,13.179,0.199
85,42.200,4.798,0.669,3.955,4.493,5.199,5.943,6.684,15.114,19.266,0.208
90,30.800,5.249,0.708,4.270,4.953,5.770,7.479,8.422,11.734,12.428,0.191
95,33.000,5.193,0.629,4.217,4.810,5.691,7.131,8.307,16.231,18.956,0.193
100,40.800,5.187,0.662,4.261,5.007,5.614,6.663,7.298,13.787,15.453,0.193
105,38.800,5.483,0.589,4.409,5.066,6.220,7.614,8.603,10.807,14.063,0.182
110,33.400,5.070,0.667,4.169,4.838,5.668,6.751,7.675,10.073,16.169,0.197
115,43.600,4.928,2.568,4.114,4.556,5.220,6.465,7.291,13.347,21.539,0.203
