Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,335.400,11.312,0.498,5.375,8.625,12.888,22.674,28.680,51.466,253.844,0.088
5,408.800,10.112,0.505,5.164,8.235,13.025,20.951,25.643,39.281,71.656,0.099
10,416.800,10.270,0.558,5.467,9.092,13.115,19.261,25.704,38.679,81.624,0.097
15,433.000,9.170,0.510,4.657,7.843,10.583,19.238,25.069,40.094,68.882,0.109
20,429.600,9.248,0.549,5.066,7.615,10.991,19.226,24.607,40.795,66.050,0.108
25,397.000,10.586,0.528,5.741,9.556,13.165,21.284,26.261,39.143,55.486,0.094
30,435.600,9.116,0.503,5.264,7.874,10.659,18.471,24.610,37.935,58.278,0.110
35,436.800,8.728,0.514,4.662,7.457,10.041,17.999,25.065,33.777,97.241,0.115
40,414.600,10.768,0.547,6.048,9.693,13.760,20.675,26.729,40.090,61.185,0.093
45,446.800,9.822,0.543,5.429,8.131,10.975,18.796,24.949,38.199,979.921,0.102
50,453.400,8.602,0.400,4.831,7.588,10.060,16.834,22.999,39.013,60.993,0.116
55,428.200,10.372,0.518,5.631,8.962,13.110,20.200,25.515,41.573,72.576,0.096
60,435.200,9.822,0.535,5.559,8.420,11.594,19.356,25.670,42.475,84.992,0.102
65,465.200,8.393,0.509,4.334,7.417,9.663,16.942,23.187,38.704,57.096,0.119
70,419.400,10.379,0.538,5.412,8.249,12.844,20.330,26.278,40.990,950.865,0.096
75,467.400,9.966,0.535,4.886,8.857,13.094,19.437,24.293,34.567,56.340,0.100
80,461.600,8.700,0.559,4.471,7.748,10.578,16.980,22.382,36.294,59.646,0.115
85,403.800,12.387,0.551,6.667,11.258,16.170,23.915,30.060,44.465,65.917,0.081
90,396.000,10.970,0.497,5.841,9.059,13.713,23.172,29.272,44.641,60.156,0.091
95,420.400,10.313,0.556,5.744,9.224,13.300,19.253,26.010,38.633,80.042,0.097
100,431.800,9.884,0.555,5.790,8.838,12.339,18.598,24.526,35.394,54.667,0.101
105,443.400,8.792,0.554,5.117,7.647,10.087,18.363,23.325,35.210,63.497,0.114
110,422.800,10.181,0.523,5.618,8.648,13.037,19.613,25.919,40.549,68.948,0.098
115,437.400,9.303,0.535,5.482,8.314,11.323,17.401,23.729,35.127,73.963,0.107
