Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,797.800,12.503,0.498,2.586,8.467,17.988,26.722,36.269,61.526,253.844,0.080
5,957.400,10.412,0.505,1.595,7.407,16.047,24.159,29.773,46.848,82.867,0.096
10,1006.200,9.910,0.558,1.582,7.475,14.656,22.780,28.098,46.812,81.624,0.101
15,1014.600,9.840,0.510,1.589,7.083,14.922,23.086,27.634,47.798,80.491,0.102
20,1022.800,9.764,0.549,1.561,7.049,15.037,23.056,27.812,45.096,91.725,0.102
25,944.600,10.560,0.528,1.621,7.976,15.820,24.211,28.842,47.011,950.848,0.095
30,1025.200,9.734,0.503,1.636,7.226,14.660,23.028,27.422,45.192,66.432,0.103
35,1047.600,9.519,0.514,1.631,6.814,14.465,23.325,27.261,44.996,97.241,0.105
40,945.600,10.555,0.547,1.639,8.189,16.015,24.045,29.550,46.354,75.193,0.095
45,999.400,10.007,0.543,1.677,7.366,14.469,22.854,27.619,45.573,979.921,0.100
50,1036.400,9.618,0.400,1.691,7.083,13.778,22.742,27.500,46.944,90.807,0.104
55,979.400,10.202,0.518,1.584,7.396,15.470,23.664,28.709,46.596,72.576,0.098
60,1005.200,9.919,0.535,1.588,7.622,14.968,22.631,27.130,45.133,84.992,0.101
65,1063.000,9.401,0.509,1.587,6.828,13.927,22.348,27.089,45.624,80.008,0.106
70,972.600,10.257,0.538,1.522,7.219,15.580,23.297,28.223,46.090,950.865,0.097
75,1099.200,9.087,0.535,1.546,6.467,13.022,20.972,26.063,46.279,65.191,0.110
80,1091.400,9.148,0.559,1.592,6.674,13.179,21.601,26.343,44.512,69.041,0.109
85,918.800,10.880,0.551,1.594,8.392,16.490,24.872,31.075,46.957,68.554,0.092
90,910.400,10.950,0.497,1.592,8.024,16.422,25.291,32.176,49.467,80.102,0.091
95,961.600,10.384,0.556,1.518,7.938,15.506,23.680,29.133,46.817,107.665,0.096
100,997.000,10.025,0.555,1.590,7.793,14.750,23.259,27.972,44.795,74.785,0.100
105,1047.000,9.529,0.554,1.557,6.725,13.303,22.159,26.654,43.953,985.318,0.105
110,980.000,10.196,0.523,1.527,7.604,15.530,23.336,28.481,45.787,77.438,0.098
115,996.600,9.957,0.535,1.608,7.815,14.979,23.049,27.080,44.038,77.961,0.100
