Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,455,455.000,1130,7858,13554,21852,25938,41979,63030,172036,253844,454,1,172036,13554,21852,25938,41979,63030
1,751,751.000,737,3512,9534,13241,20364,29206,36351,59745,88256,750,1,59745,9534,13241,20364,29206,36351
2,894,894.000,571,1996,8114,11161,17226,25188,30784,50670,63966,893,1,50670,8114,11161,17226,25188,30784
3,917,917.000,511,1621,7283,10935,15911,24689,31368,60845,105831,917,0,60845,7283,10935,15911,24689,31368
4,972,972.000,498,1914,7729,10269,15479,23794,27976,48131,68347,972,0,48131,7729,10269,15479,23794,27976
5,991,991.000,505,1798,7307,9980,15054,23459,28142,45754,76939,991,0,45754,7307,9980,15054,23459,28142
6,939,939.000,520,1547,7789,10604,15696,25116,30587,46512,71656,939,0,46512,7789,10604,15696,25116,30587
7,1106,1106.000,570,1437,6338,9032,14165,22007,25821,43914,57496,1105,1,43914,6338,9032,14165,22007,25821
8,941,941.000,602,1646,7659,10642,16681,24209,29877,50086,82867,941,0,50086,7659,10642,16681,24209,29877
9,810,810.000,615,1575,11581,12329,18304,27129,34935,50130,55457,810,0,50130,11581,12329,18304,27129,34935
10,895,895.000,597,1952,9638,11034,16208,23868,29477,47847,81624,895,0,47847,9638,11034,16208,23868,29477
11,1051,1051.000,599,1563,6998,9559,14357,21906,27544,44376,52837,1050,1,44376,6998,9559,14357,21906,27544
12,1038,1038.000,571,1650,7490,9617,14183,22251,27811,45168,57470,1037,1,45168,7490,9617,14183,22251,27811
13,988,988.000,558,1411,7059,10062,14858,23880,29750,51186,70300,988,0,51186,7059,10062,14858,23880,29750
14,1059,1059.000,632,1439,7031,9453,13784,22404,27343,45543,52522,1059,0,45543,7031,9453,13784,22404,27343
15,989,989.000,595,1590,7505,10061,14582,23416,28034,49210,74382,989,0,49210,7505,10061,14582,23416,28034
16,1044,1044.000,550,1499,7256,9589,14436,22728,26771,46800,80491,1043,1,46800,7256,9589,14436,22728,26771
17,961,961.000,576,1701,7461,10434,16690,23947,29047,50703,56137,961,0,50703,7461,10434,16690,23947,29047
18,1022,1022.000,510,1605,7163,9739,14882,22566,26958,46899,68882,1022,0,46899,7163,9739,14882,22566,26958
19,1057,1057.000,527,1578,6367,9438,14546,22808,28117,44318,58182,1056,1,44318,6367,9438,14546,22808,28117
20,1044,1044.000,555,1541,7165,9563,15530,22299,26164,43032,54914,1044,0,43032,7165,9563,15530,22299,26164
21,961,961.000,571,1485,7473,10388,15300,24209,29525,46481,91725,960,1,46481,7473,10388,15300,24209,29525
22,1051,1051.000,553,1628,6783,9472,14125,22554,26497,45096,66050,1051,0,45096,6783,9472,14125,22554,26497
23,1097,1097.000,549,1691,6789,9112,13805,21191,25712,45194,76537,1097,0,45194,6789,9112,13805,21191,25712
24,961,961.000,588,1539,7343,10421,16150,24254,30605,44848,58856,960,1,44848,7343,10421,16150,24254,30605
25,781,781.000,545,1705,10180,12797,17554,25765,31367,49731,950848,781,0,49731,10180,12797,17554,25765,31367
26,966,966.000,564,1618,8337,10242,15260,22879,28159,46176,53341,965,1,46176,8337,10242,15260,22879,28159
27,968,968.000,528,1595,8278,10329,15432,24503,28524,47922,57423,967,1,47922,8278,10329,15432,24503,28524
28,1008,1008.000,534,1495,7174,9973,15206,24360,29310,46870,65332,1007,1,46870,7174,9973,15206,24360,29310
29,1000,1000.000,560,1735,7549,9934,15171,23100,27451,43193,55486,1000,0,43193,7549,9934,15171,23100,27451
30,999,999.000,505,1655,7804,10008,14704,23347,27912,46702,58278,998,1,46702,7804,10008,14704,23347,27912
31,1026,1026.000,561,1401,7136,9747,15037,23172,29003,43898,49879,1025,1,43898,7136,9747,15037,23172,29003
32,985,985.000,576,1678,7357,10096,15776,23102,27827,47592,66432,985,0,47592,7357,10096,15776,23102,27827
33,1055,1055.000,503,1727,6969,9446,14153,22749,26429,45192,58701,1055,0,45192,6969,9446,14153,22749,26429
34,1061,1061.000,574,1689,6894,9410,13722,22565,27178,44064,65420,1060,1,44064,6894,9410,13722,22565,27178
35,1073,1073.000,539,1591,6692,9331,14484,22907,27150,43857,50843,1073,0,43857,6692,9331,14484,22907,27150
36,1039,1039.000,571,1681,6904,9552,13472,24025,27524,46360,52387,1039,0,46360,6904,9552,13472,24025,27524
37,1035,1035.000,548,1628,7493,9705,14328,23383,26445,40277,62174,1034,1,40277,7493,9705,14328,23383,26445
38,998,998.000,566,1630,6850,10008,15509,24243,28392,47162,97241,998,0,47162,6850,10008,15509,24243,28392
39,1093,1093.000,514,1633,6480,9047,14297,22637,26373,41061,58874,1093,0,41061,6480,9047,14297,22637,26373
40,948,948.000,564,1603,6985,10619,16963,24858,29909,47150,73686,948,0,47150,6985,10619,16963,24858,29909
41,914,914.000,559,1607,9594,10949,15816,24747,32208,47746,61185,913,1,47746,9594,10949,15816,24747,32208
42,910,910.000,548,1571,9346,10888,16309,24156,29250,45268,55046,909,1,45268,9346,10888,16309,24156,29250
43,957,957.000,547,1771,8437,10481,15342,23287,29021,45633,55145,957,0,45633,8437,10481,15342,23287,29021
44,999,999.000,556,1613,7149,9897,15145,23622,27348,44652,75193,999,0,44652,7149,9897,15145,23622,27348
45,994,994.000,574,1726,7649,10087,14934,22364,28396,46757,69792,993,1,46757,7649,10087,14934,22364,28396
46,1051,1051.000,548,1658,7291,9531,13489,22307,27560,45045,64383,1051,0,45045,7291,9531,13489,22307,27560
47,1010,1010.000,558,1596,7415,9853,14371,23576,27335,44507,78744,1010,0,44507,7415,9853,14371,23576,27335
48,1010,1010.000,543,1629,7128,10295,13580,21848,26820,42149,979921,1010,0,42149,7128,10295,13580,21848,26820
49,932,932.000,570,1760,7421,10310,15855,23896,29870,45893,72925,931,1,45893,7421,10310,15855,23896,29870
50,1071,1071.000,400,1629,6943,9264,12903,22230,26742,45956,70864,1071,0,45956,6943,9264,12903,22230,26742
51,1043,1043.000,564,1737,7096,9562,14318,23099,26744,45172,69193,1043,0,45172,7096,9562,14318,23099,26744
52,1018,1018.000,543,1767,7126,9780,15033,23027,26742,45762,55536,1017,1,45762,7126,9780,15033,23027,26742
53,1030,1030.000,556,1710,7239,9808,13412,23085,28724,49567,90807,1029,1,49567,7239,9808,13412,23085,28724
54,1020,1020.000,522,1637,7018,9692,13221,22515,29513,46630,54382,1020,0,46630,7018,9692,13221,22515,29513
55,1017,1017.000,544,1623,6854,9823,14335,22837,28488,50135,72576,1016,1,50135,6854,9823,14335,22837,28488
56,1070,1070.000,527,1578,6656,9308,14607,21712,25880,46040,63891,1069,1,46040,6656,9308,14607,21712,25880
57,911,911.000,564,1521,10512,11073,16320,24811,31068,39950,56467,911,0,39950,10512,11073,16320,24811,31068
58,895,895.000,518,1653,9657,11127,16250,24387,31415,48518,62992,894,1,48518,9657,11127,16250,24387,31415
59,1004,1004.000,548,1451,7760,9918,15193,23596,27657,42130,61915,1004,0,42130,7760,9918,15193,23596,27657
60,966,966.000,550,1628,8304,10339,16248,22312,26466,45419,84992,965,1,45419,8304,10339,16248,22312,26466
61,946,946.000,540,1695,7666,10492,15472,23796,30025,47119,69225,945,1,47119,7666,10492,15472,23796,30025
62,1014,1014.000,564,1592,7762,9854,14231,23021,26917,45685,54441,1013,1,45685,7762,9854,14231,23021,26917
63,1053,1053.000,535,1455,7245,9474,13947,22234,26275,43918,69134,1053,0,43918,7245,9474,13947,22234,26275
64,1047,1047.000,548,1531,7147,9521,13780,22468,26789,43186,60748,1047,0,43186,7147,9521,13780,22468,26789
65,1051,1051.000,523,1591,7251,9516,14678,22024,26579,42877,71607,1051,0,42877,7251,9516,14678,22024,26579
66,1012,1012.000,509,1586,7079,9863,14204,23173,28789,47906,80008,1011,1,47906,7079,9863,14204,23173,28789
67,1086,1086.000,542,1551,6732,9190,13056,22020,26759,47012,58337,1085,1,47012,6732,9190,13056,22020,26759
68,1091,1091.000,535,1612,6486,9133,13449,21886,26757,45624,57959,1091,0,45624,6486,9133,13449,21886,26757
69,1075,1075.000,523,1609,6777,9335,13644,22436,26772,44575,77389,1075,0,44575,6777,9335,13644,22436,26772
70,940,940.000,581,1452,8056,10604,15979,23812,30124,50299,79269,939,1,50299,8056,10604,15979,23812,30124
71,1093,1093.000,538,1533,6748,9112,14114,21538,25462,44489,68343,1093,0,44489,6748,9112,14114,21538,25462
72,1101,1101.000,549,1527,6631,9078,12303,21821,27162,44442,63098,1101,0,44442,6631,9078,12303,21821,27162
73,852,852.000,547,1522,8385,11984,17338,24847,29094,48132,950865,852,0,48132,8385,11984,17338,24847,29094
74,877,877.000,568,1538,10078,11110,16748,24265,31335,46584,72600,876,1,46584,10078,11110,16748,24265,31335
75,919,919.000,565,1585,9009,10855,16108,24498,30934,48115,56340,918,1,48115,9009,10855,16108,24498,30934
76,999,999.000,547,1588,8060,9992,14979,22748,26933,44446,65191,998,1,44446,8060,9992,14979,22748,26933
77,1169,1169.000,569,1559,5970,8602,12423,20457,25495,44285,51301,1168,1,44285,5970,8602,12423,20457,25495
78,1264,1264.000,535,1505,5453,7816,10387,17326,21964,46632,55918,1263,1,46632,5453,7816,10387,17326,21964
79,1145,1145.000,603,1527,6169,8776,12364,20313,25167,46569,56125,1145,0,46569,6169,8776,12364,20313,25167
80,1063,1063.000,579,1625,7193,9331,13492,21480,26652,46325,63368,1062,1,46325,7193,9331,13492,21480,26652
81,1197,1197.000,559,1520,5951,8371,11949,19218,23205,43815,56959,1197,0,43815,5951,8371,11949,19218,23205
82,1153,1153.000,561,1690,6393,8616,11862,19532,24221,43595,53428,1153,0,43595,6393,8616,11862,19532,24221
83,1039,1039.000,563,1511,6981,9707,14201,23563,28693,46285,69041,1038,1,46285,6981,9707,14201,23563,28693
84,1005,1005.000,576,1593,7030,9907,15373,23778,27931,46529,64394,1004,1,46529,7030,9907,15373,23778,27931
85,963,963.000,566,1628,7466,10307,14738,24532,30365,48604,68554,962,1,48604,7466,10307,14738,24532,30365
86,1058,1058.000,564,1629,6997,9448,14423,22373,27088,44966,64216,1058,0,44966,6997,9448,14423,22373,27088
87,878,878.000,610,1610,10178,11392,17176,25166,31109,43226,67016,877,1,43226,10178,11392,17176,25166,31109
88,825,825.000,608,1478,10957,12104,18343,27413,32514,49362,58709,824,1,49362,10957,12104,18343,27413,32514
89,870,870.000,551,1530,10890,11574,17421,26892,31967,46899,65917,869,1,46899,10890,11574,17421,26892,31967
90,833,833.000,497,1547,10092,11856,17123,27590,34097,47910,60156,832,1,47910,10092,11856,17123,27590,34097
91,813,813.000,565,1630,10093,12363,18958,28559,37519,54825,60788,813,0,54825,10093,12363,18958,28559,37519
92,945,945.000,584,1616,8028,10549,15217,23773,31255,51602,56773,944,1,51602,8028,10549,15217,23773,31255
93,977,977.000,552,1587,7711,10222,15763,24002,29322,50834,74905,976,1,50834,7711,10222,15763,24002,29322
94,984,984.000,600,1572,7039,10119,14836,24520,29090,49992,80102,983,1,49992,7039,10119,14836,24520,29090
95,965,965.000,570,1585,8059,10338,15080,23333,29990,47588,65072,964,1,47588,8059,10338,15080,23333,29990
96,1023,1023.000,590,1583,7160,9760,14770,22949,27928,45145,56771,1023,0,45145,7160,9760,14770,22949,27928
97,1041,1041.000,592,1539,6815,9637,15010,22530,27967,43778,107665,1041,0,43778,6815,9637,15010,22530,27967
98,856,856.000,574,1329,10696,11678,16715,26281,33137,49660,61589,855,1,49660,10696,11678,16715,26281,33137
