Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,218,218.000,3888,32227,46601,45973,58486,68339,84464,138936,144277
1,234,234.000,4078,25237,42383,43638,59207,67839,77661,109491,126527
2,193,193.000,7557,25203,51142,51535,67671,84616,106658,142552,161767
3,210,210.000,16644,25062,49294,47785,67432,84598,93157,110663,134544
4,195,195.000,5245,25242,57288,50155,67921,83800,90737,110120,117038
5,167,167.000,16398,25208,57530,60259,75247,100762,200206,216719,216903
6,236,236.000,16355,25060,25384,42689,67018,76605,85708,100720,101171
7,182,182.000,16665,25420,59328,54389,68292,76418,84425,93308,94176
8,210,210.000,16368,24980,46562,48031,66934,84699,109789,158945,167438
9,162,162.000,16344,33310,64494,61134,75923,100859,116726,156925,175794
10,187,187.000,6477,25184,51011,53828,75299,99348,117850,135676,150333
11,238,238.000,16251,25128,33147,41913,59713,76255,91851,108851,125831
12,206,206.000,15901,25041,50669,48468,67082,83561,92581,125015,150609
13,157,157.000,6515,25343,58725,63348,75491,92368,216399,235278,248931
14,240,240.000,4992,24603,25420,42419,65874,76155,85665,107911,116901
15,201,201.000,6238,25129,51134,48658,67339,76190,91269,109102,117621
16,221,221.000,6060,25083,41684,45500,66886,75877,84686,101224,117649
17,174,174.000,16485,33692,58997,57946,75878,91513,94394,116974,133049
18,183,183.000,4754,25282,58889,54829,75558,84450,100884,134221,142564
19,183,183.000,6014,25182,58833,54504,75375,91621,93135,101654,101668
20,194,194.000,5461,25109,51296,57181,70683,84669,225543,250268,284064
21,176,176.000,16366,25071,52052,64884,67563,83848,100173,1018293,1058351
22,81,81.000,8252,25086,50647,92941,67665,84781,592530,854037,854037
23,188,188.000,16602,25289,58288,52506,67854,83750,92064,115381,133594
24,234,234.000,6497,25077,33532,43184,66759,75562,84318,93369,108830
25,208,208.000,16490,25100,50635,47301,67349,75872,84094,92501,98907
26,232,232.000,3561,24950,25591,43042,67042,80367,84714,100361,113446
27,194,194.000,16426,25330,58555,52031,67573,76095,90895,109218,109598
28,136,136.000,16584,41271,59658,106449,75263,92431,726478,1056274,1087011
29,90,90.000,16478,25037,42480,67621,83439,175462,217444,358374,358374
30,218,218.000,5609,23331,41935,43079,66441,74906,83549,107868,117992
31,220,220.000,4134,25029,50641,45938,66870,75423,80558,100660,102545
