Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.800,7.063,2.332,5.315,6.521,8.116,10.638,13.116,16.416,16.420,0.142
5,38.400,5.631,1.312,4.333,5.338,6.443,8.201,8.854,10.949,14.753,0.178
10,29.800,5.419,0.866,4.404,5.152,6.191,7.274,8.253,8.803,10.827,0.185
15,29.800,5.502,0.685,4.396,5.092,6.451,7.741,8.541,11.406,16.295,0.182
20,40.000,7.324,3.158,4.485,5.362,6.828,11.634,22.673,37.353,48.462,0.137
25,23.000,5.677,0.603,4.608,5.393,6.421,8.199,8.801,11.940,14.872,0.176
30,38.200,5.459,0.575,4.332,5.137,6.123,7.393,8.635,14.425,34.384,0.183
35,28.000,5.404,0.537,4.341,5.157,6.278,7.683,8.204,10.257,11.248,0.185
40,34.200,8.070,0.610,4.825,6.013,7.233,10.192,27.707,53.918,59.446,0.124
45,37.800,5.760,0.788,4.625,5.368,6.385,7.624,8.430,12.822,38.070,0.174
50,21.400,5.520,0.726,4.248,5.348,6.288,8.575,10.080,11.520,11.713,0.181
55,38.000,6.016,2.558,4.565,5.645,6.856,8.242,10.035,21.288,22.108,0.166
60,26.600,5.689,0.932,4.481,5.447,6.521,8.094,9.217,12.057,12.204,0.176
65,39.800,6.658,0.701,4.928,5.959,7.748,9.662,12.158,17.681,22.555,0.150
70,29.400,6.744,2.234,4.864,5.786,7.164,8.868,11.689,24.662,33.894,0.148
75,17.600,6.116,0.584,4.902,5.933,7.147,8.428,9.457,16.881,16.881,0.164
80,21.600,5.552,0.721,4.298,5.172,6.477,8.168,9.233,10.356,10.371,0.180
85,21.800,6.133,0.649,4.749,5.742,7.239,8.302,10.010,14.000,14.999,0.163
90,27.600,6.041,0.692,5.051,5.883,7.073,8.209,9.348,11.305,12.535,0.166
95,38.000,5.634,0.760,4.497,5.347,6.393,8.184,8.970,9.893,11.270,0.178
100,32.600,5.769,0.588,4.611,5.455,6.522,7.963,8.491,11.481,12.140,0.173
105,30.400,5.889,0.825,4.688,5.704,6.880,8.250,9.256,10.676,11.584,0.170
110,40.000,6.213,1.542,4.543,5.458,6.778,8.693,10.994,20.938,24.163,0.161
115,26.000,5.684,0.698,4.351,5.466,6.766,7.838,8.728,11.281,12.585,0.176
