Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1658108199.142745,126663,1,1
1,NewOrder,1658108199.142746,223876,7,1
1,NewOrder,1658108199.142748,105284,4,1
1,NewOrder,1658108199.142748,222781,2,1
1,NewOrder,1658108199.142751,126266,6,1
1,NewOrder,1658108199.142780,116993,0,1
1,NewOrder,1658108199.142821,221064,8,1
1,NewOrder,1658108199.143643,115785,3,1
1,NewOrder,1658108199.143692,220467,5,1
1,NewOrder,1658108199.143699,103599,9,1
1,NewOrder,1658108199.247510,108651,9,1
1,NewOrder,1658108199.248104,7658,4,1
1,NewOrder,1658108199.255806,12439,4,1
1,NewOrder,1658108199.259488,113757,3,1
1,NewOrder,1658108199.259805,29465,0,1
1,NewOrder,1658108199.268287,40191,4,1
1,NewOrder,1658108199.269071,30802,6,1
1,NewOrder,1658108199.269499,109274,1,1
1,NewOrder,1658108199.289312,89930,0,1
1,NewOrder,1658108199.299935,24564,6,1
1,NewOrder,1658108199.308546,22030,4,1
1,NewOrder,1658108199.324534,27987,6,1
1,NewOrder,1658108199.330645,42110,4,1
1,NewOrder,1658108199.352560,37419,6,1
1,NewOrder,1658108199.356204,29126,9,1
1,NewOrder,1658108199.363998,28307,8,1
1,NewOrder,1658108199.364201,33649,5,1
1,NewOrder,1658108199.365593,19786,2,1
1,NewOrder,1658108199.366681,31360,7,1
1,NewOrder,1658108199.372814,28430,4,1
1,NewOrder,1658108199.373274,26405,3,1
1,NewOrder,1658108199.378812,38866,1,1
1,NewOrder,1658108199.379265,12811,0,1
1,NewOrder,1658108199.385361,28174,9,1
1,NewOrder,1658108199.385409,37849,2,1
1,NewOrder,1658108199.390017,15445,6,1
1,NewOrder,1658108199.392123,32171,0,1
1,NewOrder,1658108199.392324,26149,8,1
1,NewOrder,1658108199.397884,27858,5,1
1,NewOrder,1658108199.398073,52511,7,1
1,NewOrder,1658108199.399747,39833,3,1
1,NewOrder,1658108199.401293,28175,4,1
1,NewOrder,1658108199.405505,36125,6,1
1,NewOrder,1658108199.413585,42652,9,1
1,NewOrder,1658108199.417733,43365,1,1
1,NewOrder,1658108199.418521,42057,8,1
1,NewOrder,1658108199.423286,26937,2,1
1,NewOrder,1658108199.424358,44117,0,1
1,NewOrder,1658108199.425788,42508,5,1
1,NewOrder,1658108199.429505,27661,4,1
1,NewOrder,1658108199.439643,21536,3,1
1,NewOrder,1658108199.441659,36271,6,1
1,NewOrder,1658108199.450308,8077,2,1
1,NewOrder,1658108199.450622,34830,7,1
1,NewOrder,1658108199.456282,43216,9,1
1,NewOrder,1658108199.457210,20259,4,1
1,NewOrder,1658108199.458426,52725,2,1
1,NewOrder,1658108199.460606,25171,8,1
1,NewOrder,1658108199.461140,38290,1,1
1,NewOrder,1658108199.461202,10736,3,1
1,NewOrder,1658108199.468325,26939,5,1
