Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,228,228.000,1056,3394,15263,41291,27114,52363,152860,866491,1096096
1,651,651.000,722,1550,11782,14757,21658,35447,51567,78393,89662
2,844,844.000,823,1337,10797,11713,19146,26571,34194,52893,79293
3,786,786.000,615,1277,12322,12778,20475,28542,37839,57849,67760
4,879,879.000,546,1217,11709,11298,19021,24859,30960,41442,53653
5,857,857.000,815,1223,11192,11751,18915,25201,31796,68740,83093
6,913,913.000,781,1183,11347,10763,17745,23378,29998,44027,58283
7,949,949.000,720,1137,11512,10576,18206,22822,26229,36691,52176
8,884,884.000,755,1107,11731,11317,18780,24690,32012,49303,80664
9,854,854.000,762,1147,12581,11669,18961,23192,28546,49456,80535
10,922,922.000,742,1127,11362,10769,18279,23126,27858,41407,54509
11,955,955.000,707,1081,11403,10477,18241,22734,26225,39971,68893
12,852,852.000,730,1140,12734,11732,18497,22268,26074,65995,84106
13,983,983.000,707,1098,11620,10144,17663,21582,23694,32916,45121
14,955,955.000,718,1089,11475,10438,18357,22131,26682,40260,50091
15,506,506.000,723,1137,11664,22814,18143,23534,29110,777625,1035159
16,723,723.000,717,1146,12126,11665,18701,22877,27177,48083,215959
17,884,884.000,739,1120,12383,16606,18155,22886,27326,42557,1036720
18,167,167.000,810,1196,11589,31867,19907,25368,29387,881881,901167
19,952,952.000,724,1134,11238,10470,17973,22949,28401,36725,57011
20,904,904.000,767,1138,11353,11172,17960,23213,29230,64679,85595
21,907,907.000,752,1165,12415,10875,18216,22635,25488,36377,61876
22,899,899.000,728,1132,12858,11183,18903,22698,27523,36561,49430
23,556,556.000,740,1107,12533,22359,18282,23345,29325,450080,1030008
24,663,663.000,734,1144,12147,11297,18918,23212,27220,45075,57775
25,914,914.000,747,1149,12696,10932,18558,22708,25711,35422,47346
26,939,939.000,736,1111,11799,10652,18452,22312,24196,36964,52918
27,850,850.000,732,1171,12608,11756,18794,22277,25163,76718,90287
28,893,893.000,708,1128,12503,11164,19097,23056,25875,35794,54195
29,1010,1010.000,735,1163,10961,9918,17132,21634,24334,34808,48419
30,959,959.000,737,1171,11313,10343,17562,22024,25673,35512,55465
31,983,983.000,760,1143,10538,10190,17967,22538,25807,38611,48417
32,936,936.000,749,1147,11767,10643,18498,22466,25571,36297,58388
33,911,911.000,728,1146,11555,10989,18535,23289,28778,45521,53998
34,929,929.000,729,1140,10775,10734,17728,22038,27064,68819,85253
35,967,967.000,746,1167,11935,10325,17529,21922,24957,33697,61093
36,945,945.000,737,1139,11662,10574,18458,22599,24762,33104,58373
37,958,958.000,725,1133,11652,10396,17789,22323,24935,35134,52188
38,901,901.000,740,1120,11729,11083,18601,23449,27747,43751,62741
