Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1510,1510.000,410,883,2114,6600,10161,17087,22897,40104,104654
1,2113,2113.000,397,773,1799,4768,8381,13577,18959,28442,44395
2,653,653.000,509,909,16423,15207,22616,29722,35528,44529,50926
3,692,692.000,512,1116,15646,14468,21647,28163,32087,39416,44046
4,688,688.000,542,4229,16284,14579,21544,25955,29455,35937,42061
5,631,631.000,498,4688,16954,15723,22357,27548,30236,57653,71396
6,690,690.000,511,5673,15798,14471,20914,25758,28053,35336,37379
7,754,754.000,457,1558,14934,13288,19932,24632,27378,32585,35366
8,704,704.000,502,5654,15772,14186,20603,25090,27818,33076,37723
9,669,669.000,496,5825,16225,14864,21536,26404,28884,35986,43710
10,605,605.000,518,7211,17955,16521,23255,28086,33272,48078,55526
11,712,712.000,525,5634,15435,14049,20544,24951,28208,32889,41103
12,750,750.000,500,2145,15184,13337,20040,24124,26710,31292,36528
13,643,643.000,514,4437,16617,15679,22791,29250,33396,46982,47474
14,545,545.000,504,6177,21481,18090,26431,31301,33962,37608,45780
15,626,626.000,507,5309,18671,16070,23516,28506,30631,38457,46582
16,583,583.000,519,9355,19466,17118,24722,28284,30590,39376,47686
17,629,629.000,481,8952,17912,15947,22768,26760,29011,32921,39920
18,682,682.000,504,5320,16315,14577,21224,25813,28054,31417,37528
19,651,651.000,510,7909,16877,15304,22102,25948,29169,36394,58661
20,730,730.000,497,4589,15346,13747,20132,24194,26693,32060,40723
21,705,705.000,487,5640,15879,14219,20723,25258,28053,31621,42541
22,674,674.000,525,7572,16653,14752,21001,25561,28436,32275,41196
23,712,712.000,497,4082,15840,14058,21161,25284,27625,32068,34509
24,703,703.000,484,4455,15018,14202,20580,25534,28731,42675,62922
25,721,721.000,502,4370,15741,13932,20613,25195,27137,30110,34653
26,700,700.000,500,6170,15956,14240,20581,24796,27482,32711,38838
27,729,729.000,508,5324,15120,13651,19967,24533,27274,31012,34319
28,649,649.000,508,7139,15944,15341,21169,26518,28907,56245,76461
29,674,674.000,503,909,15735,14987,21185,25230,27106,32897,1009164
30,704,704.000,514,4002,15674,14070,20822,25318,27450,30940,43911
31,737,737.000,503,4164,15002,13572,20074,24478,27159,31368,35423
32,573,573.000,508,7378,18842,17417,25697,31053,33567,43851,48874
33,542,542.000,525,14662,20937,18444,25004,28740,30829,34393,39431
34,613,613.000,463,6671,18534,16516,23387,27572,30864,42945,50551
35,656,656.000,498,7874,17045,15048,21687,25864,28069,30898,44314
36,670,670.000,500,6784,16683,14907,21721,25661,27403,33164,46525
37,714,714.000,475,5606,15629,13950,20161,24712,27582,32971,38972
38,703,703.000,490,5979,15873,14263,20824,25000,27195,32311,37457
39,709,709.000,503,6160,15815,14104,20867,24250,27201,30686,37709
40,730,730.000,471,1123,15092,13701,20728,26275,28862,38413,55159
41,966,966.000,479,752,12139,10329,17623,21823,24576,29699,33885
42,923,923.000,438,760,12363,10771,18233,22397,25544,30980,39524
43,800,800.000,527,875,14422,12540,19149,23523,25992,32039,51145
44,656,656.000,493,8861,16643,15213,22114,26491,29369,34338,47755
45,707,707.000,504,5467,15837,14097,20754,25019,27509,34092,40978
46,650,650.000,490,6747,17632,15433,22579,26575,28696,37093,45748
47,710,710.000,501,6301,15802,14097,20681,24749,26665,30373,33248
48,696,696.000,503,8674,15891,14317,20416,24652,27136,32148,34777
49,621,621.000,494,6832,16469,16582,23195,34296,38973,45079,75853
50,387,387.000,569,13631,28257,25299,34289,45972,51825,59705,71670
51,569,569.000,458,6027,19572,17345,25864,29969,32389,44736,48703
52,595,595.000,455,7941,18540,16850,24122,29147,32627,37418,48701
53,628,628.000,455,9365,17970,16031,22789,27441,29441,35916,45108
54,677,677.000,466,5458,16512,14671,21617,25491,27990,33464,41192
55,707,707.000,499,4852,16155,14152,20737,24742,27694,31149,47049
56,669,669.000,490,9014,16493,14884,21653,25204,27305,31017,41796
57,694,694.000,497,8019,16144,14376,20544,24206,26936,31928,34493
58,718,718.000,480,4492,15517,13914,20550,24277,27407,32085,51707
59,722,722.000,501,5298,15851,13906,20481,24425,26844,31992,35290
60,699,699.000,506,7619,16049,14304,20419,24496,27059,33202,48158
61,721,721.000,538,4577,15485,13830,20557,24501,26663,31409,36825
62,719,719.000,506,4412,15457,13889,20343,24527,27922,32025,40976
63,725,725.000,505,3984,15263,13695,20196,24927,27525,31737,36444
64,693,693.000,522,7061,15998,14487,20904,25428,27711,32049,39861
65,632,632.000,481,9726,16721,15701,21683,26010,29097,52610,63698
66,730,730.000,497,5440,15482,13788,20422,24443,26408,29165,34535
67,700,700.000,462,5957,15305,14211,20910,24726,27087,41083,56142
