Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,433,433.000,931,8548,18688,22672,28329,37875,45000,209799,223958,432,1,209799,18688,22672,28329,37875,45000
1,616,616.000,699,1480,17923,17084,25268,31911,35931,46702,986662,616,0,46702,17923,17084,25268,31911,35931
2,592,592.000,624,1454,17641,15956,25261,31888,37226,69653,80825,591,1,69653,17641,15956,25261,31888,37226
3,594,594.000,724,1649,18650,16810,26096,31451,35781,51078,82265,593,1,51078,18650,16810,26096,31451,35781
4,611,611.000,598,1850,18003,16334,25298,29981,33270,38712,45988,611,0,38712,18003,16334,25298,29981,33270
5,602,602.000,799,3028,18472,16652,25236,29631,32269,38267,43196,602,0,38267,18472,16652,25236,29631,32269
6,646,646.000,798,1601,17164,15385,24127,28846,31962,40538,49920,646,0,40538,17164,15385,24127,28846,31962
7,574,574.000,793,1672,20138,17463,26913,31556,35316,43899,54110,574,0,43899,20138,17463,26913,31556,35316
8,624,624.000,818,2062,17879,15982,24619,28957,31616,39314,51006,624,0,39314,17879,15982,24619,28957,31616
9,588,588.000,816,3023,18334,16986,24963,31366,36068,53464,63761,588,0,53464,18334,16986,24963,31366,36068
10,635,635.000,812,1722,17197,15758,24047,30491,33384,42994,56983,634,1,42994,17197,15758,24047,30491,33384
11,456,456.000,825,5463,25987,21765,32604,37750,40386,46337,65602,456,0,46337,25987,21765,32604,37750,40386
12,542,542.000,785,2653,21874,18536,28299,32977,35685,40325,55127,542,0,40325,21874,18536,28299,32977,35685
13,570,570.000,810,2097,20706,17444,26374,31351,34414,39690,46466,570,0,39690,20706,17444,26374,31351,34414
14,547,547.000,764,4526,20999,18262,26769,32207,35810,47807,68539,546,1,47807,20999,18262,26769,32207,35810
15,593,593.000,799,1754,19279,16710,25197,30212,33532,42774,52285,593,0,42774,19279,16710,25197,30212,33532
16,589,589.000,789,3132,19286,17037,25678,30378,33669,38983,41086,589,0,38983,19286,17037,25678,30378,33669
17,621,621.000,753,1898,17940,16131,24972,30045,33275,39497,43147,621,0,39497,17940,16131,24972,30045,33275
18,601,601.000,757,2681,18692,16610,25007,29828,34428,39978,46720,601,0,39978,18692,16610,25007,29828,34428
19,583,583.000,734,2492,18800,17098,25780,30634,34572,50762,76814,583,0,50762,18800,17098,25780,30634,34572
20,612,612.000,774,1918,18291,16419,25578,30210,33620,38571,49102,612,0,38571,18291,16419,25578,30210,33620
21,631,631.000,790,2175,17765,15714,24113,28436,31586,37564,56294,631,0,37564,17765,15714,24113,28436,31586
22,632,632.000,732,2365,17609,15805,24002,29079,32212,39124,45178,632,0,39124,17609,15805,24002,29079,32212
23,630,630.000,772,2204,18079,15973,24249,29156,31211,37452,47266,630,0,37452,18079,15973,24249,29156,31211
24,578,578.000,778,4353,18462,17218,24990,31209,36270,57195,67313,578,0,57195,18462,17218,24990,31209,36270
25,603,603.000,815,3476,18298,16522,24899,29051,32188,38864,46514,603,0,38864,18298,16522,24899,29051,32188
26,561,561.000,787,3399,19871,17813,25905,31475,35304,58306,69363,560,1,58306,19871,17813,25905,31475,35304
27,582,582.000,785,7207,18943,17077,24813,29496,33343,40031,46670,581,1,40031,18943,17077,24813,29496,33343
28,639,639.000,768,2278,17247,15684,24374,29289,33452,38030,40602,639,0,38030,17247,15684,24374,29289,33452
29,641,641.000,568,2400,17559,15647,23900,28794,31929,39172,45439,641,0,39172,17559,15647,23900,28794,31929
30,436,436.000,809,7428,26126,22926,33974,39083,45458,58522,74729,436,0,58522,26126,22926,33974,39083,45458
31,544,544.000,806,5612,21167,18249,27585,31794,33445,41451,52838,543,1,41451,21167,18249,27585,31794,33445
32,544,544.000,777,3893,21250,18414,27314,32339,36213,42459,48215,544,0,42459,21250,18414,27314,32339,36213
33,593,593.000,749,3465,19283,16923,25128,30592,33000,40335,57695,593,0,40335,19283,16923,25128,30592,33000
34,600,600.000,754,2070,19174,16557,24942,30830,34217,42093,54557,600,0,42093,19174,16557,24942,30830,34217
35,561,561.000,789,6687,19561,17824,26650,32033,35207,43248,57038,561,0,43248,19561,17824,26650,32033,35207
36,598,598.000,744,3138,18763,16751,25304,30583,33446,39089,49619,597,1,39089,18763,16751,25304,30583,33446
37,650,650.000,732,1573,16896,15372,24368,29578,32457,41148,46624,650,0,41148,16896,15372,24368,29578,32457
38,606,606.000,773,2920,18038,16379,24621,29776,32393,39693,62301,606,0,39693,18038,16379,24621,29776,32393
39,609,609.000,729,2730,18372,16434,24920,30823,33780,39505,42605,608,1,39505,18372,16434,24920,30823,33780
40,612,612.000,686,2950,18502,16342,24625,30111,33652,38841,47885,611,1,38841,18502,16342,24625,30111,33652
41,626,626.000,810,2678,17500,15987,25385,29481,33274,39722,52236,626,0,39722,17500,15987,25385,29481,33274
42,616,616.000,788,2665,18184,16168,25353,29472,32855,37465,49976,616,0,37465,18184,16168,25353,29472,32855
43,630,630.000,726,2373,17559,15992,25326,31172,33982,41244,58872,629,1,41244,17559,15992,25326,31172,33982
44,576,576.000,776,5025,19138,17243,25586,30434,34239,40216,47866,576,0,40216,19138,17243,25586,30434,34239
45,536,536.000,784,5028,20586,18501,26990,32946,35982,49989,64341,535,1,49989,20586,18501,26990,32946,35982
46,611,611.000,726,2739,17961,16458,25119,30505,33518,38721,48375,610,1,38721,17961,16458,25119,30505,33518
47,613,613.000,785,3857,17718,16210,23884,30189,34302,39442,46919,613,0,39442,17718,16210,23884,30189,34302
48,618,618.000,781,3939,17584,16257,24526,30047,33661,39403,47035,618,0,39403,17584,16257,24526,30047,33661
49,517,517.000,769,4671,19947,19960,27443,33466,37613,43613,922695,517,0,43613,19947,19960,27443,33466,37613
50,505,505.000,714,1855,22977,19180,30227,36065,38861,47322,60338,505,0,47322,22977,19180,30227,36065,38861
51,532,532.000,840,5150,21716,20414,27778,32054,35257,40838,966910,532,0,40838,21716,20414,27778,32054,35257
52,553,553.000,777,1620,19252,16585,26202,31149,35472,39173,54737,553,0,39173,19252,16585,26202,31149,35472
53,572,572.000,748,3745,19515,17229,25918,30827,34438,40181,44348,571,1,40181,19515,17229,25918,30827,34438
54,601,601.000,747,3044,18438,16666,24988,30383,33261,41625,44289,601,0,41625,18438,16666,24988,30383,33261
55,591,591.000,715,4012,18991,16933,25662,30986,34759,39513,47097,591,0,39513,18991,16933,25662,30986,34759
56,588,588.000,705,3106,19388,17005,26199,31278,34465,39921,47589,588,0,39921,19388,17005,26199,31278,34465
57,588,588.000,754,4027,18920,16926,25689,29994,32947,39811,42276,588,0,39811,18920,16926,25689,29994,32947
58,577,577.000,791,6172,19153,17345,25468,30144,33597,41606,51427,577,0,41606,19153,17345,25468,30144,33597
59,573,573.000,766,4590,19499,17328,25334,30744,34480,40029,46113,573,0,40029,19499,17328,25334,30744,34480
60,605,605.000,798,3093,18826,16611,25209,30083,33643,39223,54378,605,0,39223,18826,16611,25209,30083,33643
61,600,600.000,762,2791,18970,16741,24691,30313,33932,41777,44645,600,0,41777,18970,16741,24691,30313,33932
62,601,601.000,787,3109,18028,16584,24723,31049,33608,38963,68246,601,0,38963,18028,16584,24723,31049,33608
63,590,590.000,749,3082,18908,16921,25058,30805,33996,56848,62039,590,0,56848,18908,16921,25058,30805,33996
64,632,632.000,772,2501,17411,15721,23952,28964,32129,37404,45550,632,0,37404,17411,15721,23952,28964,32129
65,536,536.000,794,8236,20948,18672,27111,32247,36183,41004,48592,536,0,41004,20948,18672,27111,32247,36183
66,614,614.000,700,2803,17774,16187,24982,30127,32788,39221,48128,614,0,39221,17774,16187,24982,30127,32788
67,645,645.000,759,2258,17078,15513,24581,28558,31751,37583,46468,645,0,37583,17078,15513,24581,28558,31751
68,608,608.000,769,2736,18201,16405,25086,30537,33219,41341,47364,607,1,41341,18201,16405,25086,30537,33219
69,653,653.000,743,1244,15615,15367,25685,34754,38472,44596,48904,652,1,44596,15615,15367,25685,34754,38472
70,573,573.000,656,1260,17527,17385,29151,39329,45561,63669,91787,573,0,63669,17527,17385,29151,39329,45561
71,541,541.000,791,3132,21748,18461,28189,33668,35874,46321,53874,541,0,46321,21748,18461,28189,33668,35874
72,538,538.000,784,6084,21227,18567,27399,31929,34686,43606,50941,538,0,43606,21227,18567,27399,31929,34686
73,603,603.000,716,2075,18514,16624,26115,30886,33378,37707,43641,603,0,37707,18514,16624,26115,30886,33378
74,592,592.000,765,3498,19171,16846,25205,30558,33584,41443,46041,591,1,41443,19171,16846,25205,30558,33584
75,577,577.000,774,2224,18752,17617,24940,29528,31635,38997,866367,577,0,38997,18752,17617,24940,29528,31635
76,577,577.000,761,2591,19242,17009,25532,30726,33517,40805,49790,577,0,40805,19242,17009,25532,30726,33517
77,594,594.000,789,4401,18806,16804,25007,30039,33976,41015,43805,593,1,41015,18806,16804,25007,30039,33976
78,651,651.000,750,1556,17199,15343,23440,28131,32126,38795,84685,650,1,38795,17199,15343,23440,28131,32126
79,619,619.000,723,2853,17677,16069,24469,29660,32616,37875,44102,619,0,37875,17677,16069,24469,29660,32616
