Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,569.200,17.482,0.598,1.700,18.221,25.770,31.931,36.507,53.629,986.662,0.057
5,606.800,16.463,0.793,2.078,18.324,25.122,29.994,33.625,42.268,63.761,0.061
10,550.000,18.149,0.764,2.405,20.901,27.700,33.072,36.135,44.004,68.539,0.055
15,597.400,16.710,0.734,2.537,18.846,25.307,30.269,33.831,40.986,76.814,0.060
20,616.600,16.208,0.732,2.365,18.028,24.542,29.560,32.719,39.860,67.313,0.062
25,605.200,16.506,0.568,3.056,18.408,24.803,29.399,33.378,40.602,69.363,0.061
30,543.400,18.370,0.749,3.867,20.726,27.541,33.086,36.626,45.880,74.729,0.054
35,604.800,16.516,0.729,2.733,18.435,25.114,30.471,33.459,39.958,62.301,0.061
40,612.000,16.332,0.686,2.877,18.193,25.326,30.155,33.538,39.138,58.872,0.061
45,579.000,17.367,0.726,3.855,18.392,25.442,31.243,34.734,43.086,922.695,0.058
50,552.600,17.948,0.714,2.712,20.046,27.066,32.167,35.574,41.717,966.910,0.056
55,583.400,17.105,0.705,4.023,19.194,25.623,30.491,33.954,39.872,51.427,0.058
60,605.600,16.507,0.749,2.944,18.421,24.832,30.258,33.583,40.102,68.246,0.061
65,611.200,16.349,0.700,2.038,17.872,25.378,31.120,35.185,41.851,48.904,0.061
70,569.400,17.540,0.656,1.640,19.796,26.951,32.641,36.227,47.570,91.787,0.057
75,603.600,16.533,0.723,2.447,18.269,24.643,29.800,32.616,39.107,866.367,0.060
80,610.000,16.381,0.755,2.835,18.232,24.445,29.826,33.260,39.803,65.125,0.061
85,551.600,18.122,0.727,4.067,20.929,27.417,32.434,35.164,41.218,53.307,0.055
90,589.000,16.952,0.690,3.743,19.273,25.713,30.306,32.915,38.761,61.994,0.059
95,617.800,16.155,0.727,2.534,18.213,24.576,29.290,32.158,38.055,48.195,0.062
100,607.200,16.465,0.730,2.991,18.587,24.954,29.774,32.420,37.829,53.138,0.061
105,569.200,17.570,0.744,2.745,19.899,26.925,31.789,34.816,40.137,79.184,0.057
110,587.600,16.993,0.740,3.547,19.149,25.826,30.555,32.984,39.623,52.926,0.059
115,603.400,16.444,0.726,2.479,17.933,24.587,29.372,32.222,38.619,852.935,0.061
