Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,356,356.000,2056,16250,20990,27768,31497,46966,55924,172835,186485,355,1,172835,20990,27768,31497,46966,55924
1,500,500.000,2167,17153,18037,19931,25628,29670,35485,44062,48279,499,1,44062,18037,19931,25628,29670,35485
2,571,571.000,779,7511,17788,17370,23657,25931,26640,35747,45390,571,0,35747,17788,17370,23657,25931,26640
3,586,586.000,1039,6502,17580,17028,23028,26129,27249,42573,51680,586,0,42573,17580,17028,23028,26129,27249
4,629,629.000,951,6548,17376,15916,21365,22962,25795,31497,42580,628,1,31497,17376,15916,21365,22962,25795
5,559,559.000,883,16735,17254,17887,21110,25925,30201,42398,50036,558,1,42398,17254,17887,21110,25925,30201
6,576,576.000,857,16241,17264,17288,21681,25806,33820,38608,51807,575,1,38608,17264,17288,21681,25806,33820
7,604,604.000,890,5718,17257,16483,21947,25763,27960,37068,67354,603,1,37068,17257,16483,21947,25763,27960
8,569,569.000,859,16576,17181,17589,22133,25759,32802,34733,41987,568,1,34733,17181,17589,22133,25759,32802
9,622,622.000,1058,5720,17120,16077,21647,25430,26565,43089,63350,622,0,43089,17120,16077,21647,25430,26565
10,608,608.000,865,5563,17213,16335,22403,25426,26765,51781,72581,607,1,51781,17213,16335,22403,25426,26765
11,626,626.000,1215,5360,17416,16020,22272,25380,26131,34560,51266,626,0,34560,17416,16020,22272,25380,26131
12,600,600.000,618,15544,17036,16536,21290,25395,26274,35255,46958,599,1,35255,17036,16536,21290,25395,26274
13,622,622.000,832,5650,17126,16093,21298,25475,26053,33879,43897,622,0,33879,17126,16093,21298,25475,26053
14,631,631.000,964,5598,17117,15921,21239,25315,25997,34501,42618,631,0,34501,17117,15921,21239,25315,25997
15,583,583.000,928,16451,17052,17049,20852,25282,25651,58081,66259,582,1,58081,17052,17049,20852,25282,25651
16,620,620.000,819,16529,16956,16162,17486,21305,25089,25697,34095,619,1,25697,16956,16162,17486,21305,25089
17,641,641.000,730,16090,16910,15503,17447,21275,25019,26076,38654,640,1,26076,16910,15503,17447,21275,25019
18,647,647.000,818,16118,16988,15450,17633,21610,25116,25878,32895,646,1,25878,16988,15450,17633,21610,25116
19,571,571.000,983,16657,17057,17433,20562,25127,25405,30078,33854,570,1,30078,17057,17433,20562,25127,25405
20,560,560.000,814,16714,17023,18026,21420,25381,25880,33882,41895,559,1,33882,17023,18026,21420,25381,25880
21,553,553.000,863,16695,16982,17922,21339,25539,32404,36405,46878,552,1,36405,16982,17922,21339,25539,32404
22,602,602.000,773,16571,16959,16527,19947,25098,25483,29181,37975,602,0,29181,16959,16527,19947,25098,25483
23,573,573.000,780,16578,16924,17476,20021,25162,25749,41966,58659,572,1,41966,16924,17476,20021,25162,25749
24,463,463.000,966,16759,17044,21564,20965,25202,25845,159011,160529,462,1,159011,17044,21564,20965,25202,25845
25,690,690.000,1004,5220,16950,14494,20962,22502,25321,33585,41523,689,1,33585,16950,14494,20962,22502,25321
26,668,668.000,3877,5232,17156,14983,21230,22387,25126,26188,34060,668,0,26188,17156,14983,21230,22387,25126
27,646,646.000,806,5204,17159,15434,21297,22278,25259,41279,102952,646,0,41279,17159,15434,21297,22278,25259
28,680,680.000,830,5238,17059,14763,21106,22201,24822,26065,34791,679,1,26065,17059,14763,21106,22201,24822
29,680,680.000,832,5254,16953,14588,20878,21759,22280,25940,36740,679,1,25940,16953,14588,20878,21759,22280
30,678,678.000,791,5372,16911,14796,20587,21685,22583,26221,34500,677,1,26221,16911,14796,20587,21685,22583
31,602,602.000,805,16668,16929,17299,17495,24647,25046,67146,84649,602,0,67146,16929,17299,17495,24647,25046
32,555,555.000,4213,16591,16938,17161,19983,24960,25235,41639,42377,554,1,41639,16938,17161,19983,24960,25235
33,572,572.000,757,16665,16858,17470,17244,24704,25083,33760,42406,571,1,33760,16858,17470,17244,24704,25083
34,584,584.000,15238,16630,16794,17030,16964,17206,17540,25420,25839,583,1,25420,16794,17030,16964,17206,17540
35,592,592.000,747,16662,16786,16870,16899,17091,17260,25275,50670,591,1,25275,16786,16870,16899,17091,17260
36,585,585.000,768,16674,16790,17093,16927,17181,17358,33615,42371,584,1,33615,16790,17093,16927,17181,17358
37,472,472.000,798,16653,16819,21260,17235,25192,36647,149893,150317,471,1,149893,16819,21260,17235,25192,36647
38,559,559.000,815,16614,16794,17900,17110,24795,25296,32786,33936,558,1,32786,16794,17900,17110,24795,25296
39,548,548.000,797,16664,16821,18168,17143,24713,25110,50270,50536,547,1,50270,16821,18168,17143,24713,25110
