Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,554,554.000,603,2533,17484,18006,25652,34106,40652,106174,118315
1,677,677.000,556,997,15514,14788,22003,29479,34858,51069,68071
2,649,649.000,425,4640,17033,15300,22198,27260,30649,36590,64231
3,719,719.000,543,2511,15584,13870,20673,24793,27660,34571,43926
4,696,696.000,571,4643,15519,14400,20819,25681,28193,49841,61474
5,785,785.000,475,1833,14371,12709,19184,23622,25724,30775,40277
6,699,699.000,500,6917,15584,14287,20709,25010,27836,33260,46162
7,711,711.000,500,6013,15390,14040,20179,24404,27408,31147,42405
8,605,605.000,525,6800,17546,16481,23091,28728,33745,43679,54252
9,742,742.000,477,4011,14651,13480,19974,25077,27161,32618,40019
10,703,703.000,489,8587,15612,14264,20345,24158,26978,32106,38747
11,657,657.000,506,7040,15600,15307,21352,28279,33628,47247,76391
12,514,514.000,492,10365,22217,19227,27371,31637,33581,40251,49372
13,583,583.000,526,10291,19805,17269,24274,28639,31279,35357,47719
14,623,623.000,468,7374,18334,16057,23295,26914,29826,34625,47656
15,636,636.000,525,7419,17890,15596,22921,27037,28906,33136,40933
16,636,636.000,490,9756,17552,15596,22331,26640,29284,33200,37556
17,693,693.000,511,5289,16271,14511,21052,24767,28504,34907,41898
18,704,704.000,522,7406,15880,14270,20756,24627,26926,31022,37439
19,673,673.000,488,8796,16238,14750,21095,24975,27424,31814,35474
20,733,733.000,475,4029,15456,13746,20180,24545,26702,33260,42860
21,694,694.000,474,4696,15737,14269,21135,25507,27413,31788,36978
22,722,722.000,528,4345,15346,13894,20437,24748,27605,33112,46268
23,699,699.000,468,7043,16122,14221,20381,24065,26784,31961,35837
24,731,731.000,483,5868,15136,13730,19890,24061,26404,33082,41517
25,710,710.000,512,7262,15512,14011,20074,23794,26322,32020,45974
26,651,651.000,468,4569,15914,15331,21108,25692,30348,64237,92113
27,672,672.000,471,1132,16460,15232,21196,25529,27399,33422,1019894
28,716,716.000,523,2546,15309,13664,20847,25500,27698,31992,45203
29,724,724.000,466,6294,15361,13814,20322,23826,27070,30879,37314
30,614,614.000,489,5757,16698,16150,24541,30340,32909,41328,50895
31,587,587.000,517,6361,20247,17101,24757,28812,30538,33536,41470
32,655,655.000,485,4726,17895,15301,22947,26416,29182,37526,43136
33,652,652.000,513,6966,17380,15253,22383,26545,28621,32287,35701
34,671,671.000,520,8059,16931,14988,21417,25381,27282,32143,35226
35,711,711.000,505,3828,15964,14007,20452,24897,27488,31919,35764
36,685,685.000,507,6354,16562,14570,21247,25357,27559,32819,36734
37,693,693.000,459,5213,16311,14360,21287,25215,27070,30909,34319
38,697,697.000,477,2576,15829,14418,20971,25800,28817,46008,61781
39,929,929.000,482,764,12326,10694,17979,21962,24869,30809,36697
40,945,945.000,457,739,11993,10595,17997,22425,25232,31539,40841
41,786,786.000,483,859,14319,12706,19848,24129,27326,34400,44738
42,694,694.000,478,5968,15736,14409,21025,25610,28747,37210,55032
43,688,688.000,517,7636,16138,14489,20996,24684,27528,34238,38415
44,629,629.000,485,9946,17428,15926,22418,26907,29069,36294,39169
45,712,712.000,515,6241,15668,14039,20209,24745,27981,31583,40431
46,730,730.000,481,4390,14972,13700,19913,24823,27619,33024,37477
47,647,647.000,486,6602,16284,15903,22082,29743,37487,44939,45260
48,373,373.000,510,19204,29507,26029,34327,43067,51513,59574,60877
49,571,571.000,503,8329,19482,17495,25044,29557,32540,47024,48715
50,599,599.000,473,8647,18550,16722,23632,29099,32472,38855,44438
51,641,641.000,513,7593,18071,15568,21888,26760,30092,35073,38881
52,684,684.000,501,3499,16274,14545,21459,26185,29551,35375,46876
53,662,662.000,492,8422,16771,14995,20956,25529,27931,32469,38872
54,696,696.000,521,6136,16003,14437,21371,25000,27611,32050,37568
55,700,700.000,499,6697,15743,14278,20871,24672,27069,31976,35023
56,734,734.000,493,4447,15399,13645,20138,24216,26594,33612,50942
57,691,691.000,497,7139,16292,14470,20708,24968,27263,32053,37566
58,691,691.000,457,7264,15961,14396,21150,24728,27484,32002,35471
59,674,674.000,493,6305,16532,14905,21262,25299,29543,39566,51849
60,694,694.000,516,7707,15609,14365,21098,24413,27105,32429,36622
61,742,742.000,518,3119,14807,13491,20024,24920,27138,32619,43011
62,739,739.000,486,3200,14754,13431,20146,24273,27084,30302,38871
63,643,643.000,510,7626,16806,15576,21642,26669,30522,54401,63706
64,671,671.000,501,7617,16676,14886,21477,26000,27526,33479,36602
65,719,719.000,459,6937,15367,13898,20136,24304,27191,31292,42237
66,739,739.000,451,4521,15259,13538,19952,24198,26416,30894,36083
67,591,591.000,496,5856,19474,16932,25767,29186,30987,38460,46615
68,605,605.000,504,6606,19365,16475,24371,26952,29081,32381,38710
69,659,659.000,490,5441,17855,15271,22383,26142,28513,34208,43903
70,618,618.000,465,5049,16877,16010,21727,25625,28187,34195,807087
71,694,694.000,473,5516,16339,14476,21207,25686,28504,32954,36618
72,653,653.000,526,8822,16526,15251,21838,25980,28870,35710,41732
73,701,701.000,508,4427,15795,14336,21280,25461,27941,32826,40497
74,689,689.000,488,2237,14923,14393,19834,23910,27092,31265,972760
75,710,710.000,483,4544,15269,14102,20600,24866,28251,36344,45563
76,706,706.000,488,5385,16155,14113,21037,24903,27232,32388,37330
77,699,699.000,510,7110,15753,14289,20582,24705,27178,33023,36844
78,703,703.000,500,7257,16177,14252,20644,24407,26834,30477,36593
79,729,729.000,490,4685,14935,13694,20146,24675,26975,32599,44788
80,704,704.000,464,7629,15730,14205,20069,24230,26590,31348,38559
81,717,717.000,474,4826,15516,13940,20173,24633,27080,31771,41459
82,645,645.000,517,5852,17211,15555,22269,26893,29920,48818,56082
83,711,711.000,485,5215,15508,13959,20866,25376,27245,31695,40665
84,700,700.000,511,7898,16017,14310,20694,24347,26780,31822,38012
85,738,738.000,478,4789,15178,13505,20006,23992,26571,30779,37943
86,573,573.000,499,8361,19078,17358,26009,30000,33555,39000,43733
87,560,560.000,518,13024,20291,17953,25011,29077,30892,35225,37496
88,606,606.000,513,6892,18916,16394,23607,26922,29745,36157,51765
89,674,674.000,527,5312,17489,14913,21895,25157,27142,31792,41915
90,672,672.000,519,7374,16793,14789,21428,25002,28135,33907,41931
91,697,697.000,498,6572,15808,14356,20734,25330,27316,32788,36491
92,695,695.000,513,6277,15361,14416,20401,24674,28805,39656,54540
93,713,713.000,498,6457,15787,14004,20676,24388,26479,30975,33863
94,713,713.000,509,5070,15497,14038,20358,25069,27246,31985,36989
95,667,667.000,471,9120,16230,14927,20883,25826,28689,34303,45492
96,713,713.000,499,5163,15878,14056,20409,24250,26349,31232,34093
97,717,717.000,479,6003,15508,13913,20265,24394,26706,31258,37126
98,690,690.000,490,5535,16427,14455,20581,25570,27880,38062,46386
99,737,737.000,486,1033,15097,13599,20354,25741,28677,35801,44304
100,715,715.000,465,939,15730,13913,21170,26462,29272,38680,56261
101,665,665.000,493,5615,16771,15093,22727,26152,27807,32388,40043
102,702,702.000,494,6099,15743,14172,20626,24979,26915,31476,36076
103,736,736.000,499,4143,14726,13607,20337,24654,27720,33414,42903
104,506,506.000,463,9425,23134,19936,28748,33844,36483,41946,54540
105,544,544.000,502,6302,20526,18080,26206,30213,36553,46295,52927
