Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,31.800,3.570,1.392,1.984,2.462,3.866,6.007,8.229,13.851,47.339,0.280
5,26.000,2.322,1.178,1.718,1.922,2.265,3.449,4.837,8.231,8.537,0.431
10,39.800,1.859,1.175,1.562,1.747,2.017,2.431,2.835,3.652,3.963,0.538
15,32.400,1.679,1.210,1.457,1.573,1.749,2.031,2.471,3.617,3.721,0.596
20,42.800,1.735,1.065,1.450,1.592,1.817,2.315,2.790,4.511,5.482,0.576
25,37.000,1.679,1.110,1.410,1.531,1.690,2.171,2.968,4.837,5.818,0.595
30,39.400,1.723,1.102,1.428,1.572,1.832,2.210,2.644,4.287,4.450,0.580
35,33.600,1.674,1.129,1.409,1.540,1.813,2.124,2.501,3.627,3.637,0.597
40,38.000,1.806,1.123,1.458,1.615,1.901,2.403,2.746,4.810,7.760,0.554
45,33.000,1.715,1.047,1.432,1.581,1.795,2.223,2.464,3.983,5.088,0.583
50,41.400,1.732,1.100,1.427,1.558,1.822,2.409,2.974,3.757,4.902,0.578
55,42.800,1.723,1.121,1.421,1.557,1.863,2.416,2.680,3.667,4.475,0.580
60,34.400,1.632,1.116,1.365,1.470,1.694,2.235,2.683,3.699,4.298,0.613
65,42.800,1.820,1.102,1.413,1.609,1.917,2.655,3.377,4.903,5.037,0.550
70,30.200,1.744,1.101,1.434,1.604,1.841,2.383,2.709,3.745,5.052,0.574
75,34.400,1.600,1.143,1.388,1.533,1.703,1.938,2.149,2.792,4.111,0.625
80,29.600,1.770,1.157,1.425,1.582,1.808,2.366,2.783,5.545,6.041,0.565
85,33.800,1.644,1.108,1.393,1.562,1.739,2.053,2.539,3.148,3.186,0.608
90,40.000,1.796,1.069,1.446,1.627,1.873,2.544,3.102,5.055,5.440,0.557
95,28.800,1.733,1.195,1.442,1.588,1.856,2.233,2.968,3.776,4.354,0.577
100,34.000,1.781,1.147,1.430,1.620,1.890,2.344,3.012,5.183,5.338,0.561
105,34.000,1.744,1.104,1.431,1.587,1.813,2.257,2.890,4.257,4.795,0.573
110,34.800,1.997,1.061,1.461,1.642,1.916,2.621,3.461,8.000,26.465,0.501
115,36.800,1.703,1.198,1.419,1.609,1.828,2.122,2.372,4.362,5.683,0.587
