Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,325.000,11.170,0.756,6.180,8.573,13.589,21.305,25.710,44.592,94.392,0.090
5,348.200,11.889,0.821,7.070,10.192,14.059,19.135,24.521,36.788,979.910,0.084
10,431.600,7.632,0.690,5.347,6.839,9.004,12.345,15.955,24.008,41.287,0.131
15,365.400,11.016,0.728,7.178,10.822,13.042,17.689,22.018,35.224,47.570,0.091
20,443.400,7.887,0.789,5.431,7.099,9.184,12.299,17.132,25.349,37.969,0.127
25,362.200,11.029,0.583,6.780,10.419,13.278,18.557,23.616,34.755,61.069,0.091
30,427.200,8.136,0.727,5.518,7.319,9.700,13.024,17.316,25.843,61.718,0.123
35,377.800,9.472,0.656,5.734,8.655,11.882,15.712,19.677,31.016,49.953,0.106
40,426.000,8.346,0.666,5.595,7.415,9.922,13.330,17.595,29.290,38.389,0.120
45,404.600,9.102,0.909,5.666,8.032,11.785,15.095,18.476,28.342,39.835,0.110
50,391.800,8.940,0.689,6.031,8.247,10.914,14.303,18.062,27.848,39.377,0.112
55,400.600,8.544,0.663,5.389,7.156,10.345,15.017,19.349,29.692,48.432,0.117
60,392.600,9.280,0.678,6.240,8.810,11.363,14.343,18.135,27.527,38.874,0.108
65,452.600,7.627,0.648,5.128,6.816,8.904,11.975,15.891,29.042,43.670,0.131
70,359.000,10.779,0.690,6.121,9.993,13.590,17.933,23.253,38.066,71.544,0.093
75,370.000,10.443,0.626,6.566,9.454,12.634,17.843,22.402,31.617,58.480,0.096
80,320.200,11.913,0.778,7.582,10.535,13.568,18.541,23.375,45.515,107.506,0.084
85,369.000,10.654,0.719,7.691,10.128,12.553,16.810,21.565,29.408,44.057,0.094
90,424.000,7.998,0.703,5.497,7.199,9.337,13.257,17.508,24.935,39.999,0.125
95,349.800,11.009,0.723,6.686,10.135,13.255,18.054,21.891,30.763,453.794,0.091
100,424.600,8.240,0.749,5.684,7.658,9.980,12.740,15.539,24.226,45.966,0.121
105,384.000,9.607,0.705,5.611,8.267,11.931,16.865,22.181,33.130,58.185,0.104
110,364.800,10.130,0.675,6.070,8.328,11.015,14.684,18.860,28.228,974.375,0.099
115,405.000,8.699,0.699,5.522,7.458,11.067,14.880,18.587,25.773,39.493,0.115
