Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,550,550.000,1226,8159,13538,18079,23157,34724,49216,82912,129882,549,1,82912,13538,18079,23157,34724,49216
1,829,829.000,856,6078,9954,12153,16147,22849,30566,41203,58002,828,1,41203,9954,12153,16147,22849,30566
2,900,900.000,756,4838,9168,10927,15240,20369,24825,41200,59731,900,0,41200,9168,10927,15240,20369,24825
3,985,985.000,844,5202,7914,10179,13918,19361,24638,35310,57928,984,1,35310,7914,10179,13918,19361,24638
4,630,630.000,1035,6365,15425,15805,22144,30108,35717,46206,62315,630,0,46206,15425,15805,22144,30108,35717
5,738,738.000,1085,5870,12415,13567,18780,26355,30990,39480,47269,737,1,39480,12415,13567,18780,26355,30990
6,781,781.000,1067,5579,11172,13555,15911,23851,29964,42881,979910,781,0,42881,11172,13555,15911,23851,29964
7,683,683.000,821,7169,12428,13738,17752,25254,29843,40924,73191,682,1,40924,12428,13738,17752,25254,29843
8,814,814.000,825,5941,10153,12131,15334,22012,31634,49889,75313,813,1,49889,10153,12131,15334,22012,31634
9,939,939.000,1030,6099,9017,10671,13951,19540,23179,35414,55799,939,0,35414,9017,10671,13951,19540,23179
10,989,989.000,931,4958,8424,10105,13787,18649,22993,36438,49961,989,0,36438,8424,10105,13787,18649,22993
11,1006,1006.000,822,5371,8197,9881,13256,18935,22543,32432,63058,1006,0,32432,8197,9881,13256,18935,22543
12,1008,1008.000,662,4587,7478,9914,13695,19257,24220,36114,71397,1008,0,36114,7478,9914,13695,19257,24220
13,920,920.000,787,5307,9345,10825,14576,20134,24551,34503,64113,920,0,34503,9345,10825,14576,20134,24551
14,1083,1083.000,735,4951,6949,9238,12467,17664,22033,32543,55946,1082,1,32543,6949,9238,12467,17664,22033
15,707,707.000,1084,5501,13061,14187,19992,27069,33202,41723,57104,706,1,41723,13061,14187,19992,27069,33202
16,876,876.000,1031,4985,11136,11344,14611,20711,24987,36462,42353,875,1,36462,11136,11344,14611,20711,24987
17,859,859.000,696,5293,10948,11621,15671,21621,26614,35628,39875,858,1,35628,10948,11621,15671,21621,26614
18,852,852.000,728,5848,10906,11752,15009,22496,26829,39339,47570,852,0,39339,10906,11752,15009,22496,26829
