Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,62.483,16.582,25.058,41.745,83.677,125.155,166.891,325.332,325.332,0.016
5,22.400,44.764,8.366,25.149,33.804,50.273,83.463,125.265,200.137,242.292,0.022
10,22.400,44.533,8.171,16.870,33.412,59.089,91.937,108.601,166.778,191.724,0.022
15,41.600,23.922,4.708,8.805,16.809,25.091,50.131,75.252,116.757,133.488,0.042
20,41.000,24.399,6.187,16.621,16.780,24.810,50.132,82.690,116.745,191.725,0.041
25,63.800,15.638,3.754,8.355,16.656,16.826,25.066,41.542,58.407,100.111,0.064
30,67.600,14.743,3.619,8.327,13.087,16.790,16.944,33.429,75.053,108.440,0.068
35,66.400,15.030,3.453,8.323,16.427,16.762,16.905,25.599,75.238,108.316,0.067
40,62.400,16.053,3.312,8.333,16.599,16.763,17.020,41.729,74.973,166.704,0.062
45,63.800,15.594,2.834,8.317,16.614,16.757,17.027,41.696,66.812,83.503,0.064
50,62.600,15.960,7.966,8.304,16.627,16.757,16.867,41.606,75.211,116.785,0.063
55,60.200,16.582,5.952,8.321,16.637,16.787,25.013,41.792,75.175,99.925,0.060
60,63.000,15.837,3.123,8.303,16.612,16.781,24.850,41.634,75.054,83.433,0.063
65,65.800,15.192,2.648,8.302,16.583,16.761,16.917,33.338,66.793,100.035,0.066
70,64.600,15.467,3.498,8.312,16.591,16.760,16.894,33.392,83.318,99.857,0.065
75,73.400,13.560,3.244,8.293,8.400,16.726,16.796,24.880,58.515,83.364,0.074
80,72.000,13.874,5.053,8.310,16.615,16.726,16.779,16.893,41.763,83.384,0.072
85,72.600,13.751,5.500,8.311,16.609,16.723,16.793,16.899,41.587,66.777,0.073
90,70.800,14.113,4.702,8.312,16.623,16.723,16.800,16.875,49.929,83.426,0.071
95,69.600,14.330,4.246,8.306,16.622,16.735,16.787,17.017,62.418,108.494,0.070
100,76.000,13.139,4.016,8.277,8.460,16.729,16.806,17.100,41.769,74.969,0.076
105,68.800,14.465,3.284,8.309,16.631,16.734,16.778,16.858,49.951,83.305,0.069
110,75.800,13.163,3.193,8.299,8.497,16.717,16.785,16.894,41.648,50.059,0.076
115,74.200,13.439,4.356,8.299,16.591,16.730,16.797,16.873,33.488,91.852,0.074
