Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1652394548.191767,313182,0,1
1,NewOrder,1652394548.505224,91901,0,1
1,NewOrder,1652394548.597172,42036,0,1
1,NewOrder,1652394548.639248,25247,0,1
1,NewOrder,1652394548.664536,325332,0,1
1,NewOrder,1652394548.989921,33502,0,1
1,NewOrder,1652394549.023469,50006,0,1
1,NewOrder,1652394549.073514,83981,0,1
1,NewOrder,1652394549.157533,125155,0,1
1,NewOrder,1652394549.282724,33463,0,1
1,NewOrder,1652394549.316222,91993,0,1
1,NewOrder,1652394549.408252,42034,0,1
1,NewOrder,1652394549.450323,75310,0,1
1,NewOrder,1652394549.525708,25085,0,1
1,NewOrder,1652394549.550829,33775,0,1
1,NewOrder,1652394549.584638,100121,0,1
1,NewOrder,1652394549.684795,16683,0,1
1,NewOrder,1652394549.701513,16767,0,1
1,NewOrder,1652394549.718316,75317,0,1
1,NewOrder,1652394549.793674,83401,0,1
1,NewOrder,1652394549.877116,25335,0,1
1,NewOrder,1652394549.902487,16685,0,1
1,NewOrder,1652394549.919208,25613,0,1
1,NewOrder,1652394549.944879,17060,0,1
1,NewOrder,1652394549.961998,33299,0,1
1,NewOrder,1652394549.995331,91935,0,1
1,NewOrder,1652394550.087301,33387,0,1
1,NewOrder,1652394550.120724,58568,0,1
1,NewOrder,1652394550.179328,16949,0,1
1,NewOrder,1652394550.196359,66677,0,1
1,NewOrder,1652394550.263105,125148,0,1
1,NewOrder,1652394550.388326,158453,0,1
1,NewOrder,1652394550.546860,25202,0,1
1,NewOrder,1652394550.572133,16717,0,1
1,NewOrder,1652394550.588920,16706,0,1
1,NewOrder,1652394550.605697,41813,0,1
1,NewOrder,1652394550.647578,116712,0,1
1,NewOrder,1652394550.764361,75086,0,1
1,NewOrder,1652394550.839519,16743,0,1
1,NewOrder,1652394550.856340,41745,0,1
1,NewOrder,1652394550.898167,33326,0,1
1,NewOrder,1652394550.931563,24963,0,1
1,NewOrder,1652394550.956606,108504,0,1
1,NewOrder,1652394551.065211,133435,0,1
1,NewOrder,1652394551.198726,141673,0,1
1,NewOrder,1652394551.340478,16861,0,1
1,NewOrder,1652394551.357419,116622,0,1
1,NewOrder,1652394551.474119,41665,0,1
1,NewOrder,1652394551.515861,83452,0,1
1,NewOrder,1652394551.599390,91692,0,1
1,NewOrder,1652394551.691170,275048,0,1
1,NewOrder,1652394551.966301,33363,0,1
1,NewOrder,1652394551.999745,50071,0,1
1,NewOrder,1652394552.049895,16582,0,1
1,NewOrder,1652394552.066554,41774,0,1
1,NewOrder,1652394552.108404,33400,0,1
1,NewOrder,1652394552.141880,25058,0,1
1,NewOrder,1652394552.167011,116669,0,1
1,NewOrder,1652394552.283756,166891,0,1
1,NewOrder,1652394552.450725,33432,0,1
1,NewOrder,1652394552.484233,41526,0,1
1,NewOrder,1652394552.525837,83677,0,1
1,NewOrder,1652394552.609594,66752,0,1
1,NewOrder,1652394552.676426,41781,0,1
1,NewOrder,1652394552.718334,16687,0,1
1,NewOrder,1652394552.735097,33208,0,1
1,NewOrder,1652394552.768378,50198,0,1
1,NewOrder,1652394552.818645,16664,0,1
1,NewOrder,1652394552.835387,17347,0,1
1,NewOrder,1652394552.852805,16842,0,1
1,NewOrder,1652394552.869724,49988,0,1
1,NewOrder,1652394552.919789,75067,0,1
1,NewOrder,1652394552.994931,16844,0,1
