Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,9,9.000,25247,42036,83981,121149,125155,325332,325332,325332,325332
1,20,20.000,16683,25085,33463,45639,75317,91993,100121,100121,100121
2,15,15.000,16706,24963,41813,66748,116712,133435,158453,158453,158453
3,14,14.000,16582,33363,50071,77423,116622,141673,275048,275048,275048
4,22,22.000,16658,16844,33208,41380,49988,75067,83677,166891,166891
5,11,11.000,33920,42703,52093,91651,142828,200137,242292,242292,242292
6,18,18.000,23611,33842,42405,57830,75181,125265,158649,158649,158649
7,26,26.000,16728,17069,25737,40750,50238,75367,83720,150428,150428
8,29,29.000,8366,24966,25400,30391,41812,50089,50111,83463,83463
9,28,28.000,16675,25131,33461,36555,50574,67079,75350,83566,83566
10,20,20.000,16613,25152,41822,52322,83606,100480,117123,117123,117123
11,18,18.000,16793,24986,34013,52493,58542,117074,191724,191724,191724
12,18,18.000,16626,24920,41563,54765,83386,133666,166778,166778,166778
13,22,22.000,16667,25065,41742,45269,59089,83646,91676,100214,100214
14,34,34.000,8171,16689,16948,29840,50131,75179,91937,108601,108601
15,42,42.000,4799,8501,16824,23368,17045,58379,83476,91975,91975
16,46,46.000,8189,8417,16778,21686,16964,50079,75252,116757,116757
17,40,40.000,4708,16696,16801,25326,25075,62853,91822,133488,133488
18,40,40.000,8280,16713,16878,25528,25266,50269,66997,117493,117493
19,40,40.000,5886,16743,16859,24059,25235,50110,58545,100032,100032
20,37,37.000,8180,16702,16854,27370,33486,58281,58617,116703,116703
21,34,34.000,8186,16696,16808,29760,33425,83400,91787,116745,116745
22,47,47.000,6946,16614,16774,20834,17364,41247,50040,100096,100096
23,48,48.000,8229,16544,16754,20915,16977,41568,58398,125048,125048
24,39,39.000,6187,16604,16766,25490,16881,58484,100213,191725,191725
25,64,64.000,8219,8377,16650,15711,16890,25557,41542,50001,50001
26,67,67.000,8205,8327,8532,14749,16845,25026,25117,83279,83279
27,60,60.000,4474,8345,16720,16589,16828,33405,41829,58399,58399
28,64,64.000,8089,8380,16691,16587,16764,16987,33273,100111,100111
29,64,64.000,3754,8350,8437,14651,16804,25193,33359,58407,58407
30,62,62.000,5946,8336,10698,16181,16808,25045,50098,75183,75183
31,75,75.000,3943,8331,8450,13384,16794,16894,25560,41647,41647
32,64,64.000,4152,8308,8505,15413,16776,16944,41786,108440,108440
33,69,69.000,3619,8334,16636,14411,16769,16824,24802,83617,83617
34,68,68.000,4704,8342,16715,14634,16806,17233,33256,41672,41672
35,70,70.000,5065,8328,8417,14325,16723,16824,41648,83375,83375
36,67,67.000,3713,8321,16599,14878,16770,19153,25215,75026,75026
37,65,65.000,8163,8340,16661,15287,16751,16820,24927,108316,108316
38,71,71.000,4808,8306,8431,14951,16765,16859,25599,100091,100091
39,59,59.000,3453,8329,16673,15847,16810,24952,49972,58521,58521
40,71,71.000,8116,8321,16618,14125,16760,16933,25240,66726,66726
41,64,64.000,3495,8316,8494,15911,16757,16852,41869,120474,120474
42,58,58.000,8192,8337,16571,16842,16773,33280,50287,83324,83324
43,69,69.000,5225,8313,16648,14997,16755,16839,25191,74973,74973
44,50,50.000,3312,8356,16671,19512,16794,33159,50076,166704,166704
45,55,55.000,8193,8472,16688,17923,16775,25071,49928,83503,83503
46,64,64.000,3252,8313,16637,15773,16763,17015,33406,75043,75043
47,68,68.000,8186,8297,8404,14488,16735,16930,41730,66610,66610
48,60,60.000,2834,8334,16614,16681,16770,33357,49919,83335,83335
49,72,72.000,8013,8304,16564,13794,16736,16794,33286,41784,41784
50,70,70.000,8188,8295,8426,14302,16742,16801,25151,100011,100011
51,59,59.000,8156,8326,16642,17104,16721,25024,58169,75211,75211
52,57,57.000,8221,8335,16642,17408,16740,16829,74968,116785,116785
53,62,62.000,7966,8272,16669,16143,16770,16853,33863,91654,91654
54,65,65.000,8105,8297,16633,15260,16758,24945,33479,66748,66748
55,63,63.000,5952,8293,16593,15879,16799,25066,33371,66617,66617
56,53,53.000,8043,8347,16615,19518,16774,49946,66495,99925,99925
57,59,59.000,8072,8326,16670,16257,16800,25018,41792,58252,58252
58,66,66.000,8082,8314,16657,15608,16765,20971,25247,83127,83127
59,60,60.000,8096,8297,16591,16114,16833,17192,41589,91630,91630
60,59,59.000,4918,8365,16658,16839,16789,24936,66603,83322,83322
61,70,70.000,8109,8273,16583,14539,16757,16893,33398,75054,75054
62,62,62.000,4933,8272,16599,15859,16792,24850,41701,75145,75145
63,64,64.000,3334,8311,16659,15520,16768,17234,25107,58316,58316
64,60,60.000,3123,8333,16536,16679,16813,25191,50054,83433,83433
65,67,67.000,4977,8265,16580,14953,16810,16946,33364,58350,58350
66,63,63.000,4631,8300,16601,15890,16764,25134,33324,83321,83321
67,68,68.000,8123,8302,8437,14595,16754,16911,33348,83274,83274
68,72,72.000,2648,8276,16612,13911,16756,16898,25043,58312,58312
69,59,59.000,8046,8401,16679,16966,16769,16861,41792,100035,100035
70,66,66.000,4655,8328,16488,15029,16740,16993,41645,58256,58256
71,70,70.000,4701,8289,16591,14307,16762,16864,16901,83318,83318
72,64,64.000,8041,8328,16595,15503,16759,16894,33392,75105,75105
73,61,61.000,8066,8300,16592,16543,16788,16850,33541,91791,91791
74,62,62.000,3498,8356,16641,16142,16753,16921,25049,99857,99857
75,64,64.000,5595,8303,16601,15627,16745,16924,41645,83364,83364
76,76,76.000,8137,8297,8422,13051,16714,16791,16869,50168,50168
77,78,78.000,3244,8293,8400,12722,16732,16801,24880,25634,25634
78,75,75.000,4459,8264,8360,13334,16721,16801,24947,74941,74941
79,74,74.000,8151,8303,8400,13405,16699,16758,16829,66683,66683
80,68,68.000,8214,8329,16667,14717,16725,16800,17039,66744,66744
81,78,78.000,8205,8310,16561,12826,16704,16757,16773,41722,41722
82,66,66.000,8087,8318,16579,15033,16740,16794,25161,83384,83384
83,73,73.000,5178,8308,16625,13822,16720,16778,25029,41665,41665
84,75,75.000,5053,8286,16565,13228,16746,16786,16878,41763,41763
85,74,74.000,8150,8300,16429,13520,16726,16795,25033,66777,66777
86,76,76.000,5500,8298,16605,13014,16721,16775,16863,41587,41587
87,74,74.000,8202,8334,16622,13522,16712,16786,16942,33224,33224
88,67,67.000,6298,8319,16630,15560,16726,16842,17190,66655,66655
89,72,72.000,8118,8312,16593,13315,16726,16793,16870,33500,33500
90,73,73.000,8175,8306,16583,13592,16691,16789,16832,75238,75238
91,74,74.000,8200,8344,16661,13644,16723,16773,16859,25017,25017
92,61,61.000,4702,8314,16631,16135,16754,25072,33419,83426,83426
93,73,73.000,8199,8317,16621,13815,16700,16788,16803,66731,66731
94,73,73.000,8188,8304,16604,13713,16734,16806,17272,41773,41773
95,60,60.000,4246,8303,16637,16535,16760,16932,62418,91679,91679
96,75,75.000,8219,8315,16636,13347,16729,16767,16837,41713,41713
97,71,71.000,8155,8308,16646,14100,16735,16793,25133,41546,41546
98,64,64.000,8213,8306,16609,15364,16738,16799,25086,108494,108494
99,78,78.000,4745,8280,16605,12935,16714,16781,16819,33250,33250
100,75,75.000,8129,8278,16639,13229,16730,16777,16805,33366,33366
101,82,82.000,8057,8266,8424,12095,16710,16824,16864,33474,33474
102,76,76.000,8087,8265,8458,13155,16724,16873,25107,41926,41926
103,78,78.000,4940,8289,8366,12823,16720,16792,16806,66647,66647
104,69,69.000,4016,8289,16619,14620,16758,16850,25168,74969,74969
105,76,76.000,3284,8293,16599,12939,16737,16778,16852,33269,33269
106,57,57.000,5249,8389,16656,17556,16746,24965,49951,83305,83305
107,75,75.000,3812,8303,16589,13445,16734,16777,16821,49916,49916
108,67,67.000,8200,8333,16661,14683,16734,16779,16863,33517,33517
109,69,69.000,8190,8321,16623,14487,16718,16772,16781,75039,75039
110,71,71.000,6418,8293,16601,14097,16722,16824,25527,49878,49878
111,76,76.000,3193,8307,16630,13166,16704,16752,16809,41753,41753
112,68,68.000,5803,8302,16653,14596,16762,16851,25163,41648,41648
113,83,83.000,8214,8297,8372,12159,16713,16764,16776,25595,25595
114,81,81.000,8190,8299,8360,12163,16692,16752,16795,50059,50059
115,66,66.000,8164,8299,16635,15278,16739,16813,16907,91852,91852
116,77,77.000,4630,8311,16527,12888,16722,16785,16828,33416,33416
117,79,79.000,4356,8281,8380,12565,16726,16839,17038,33430,33430
118,71,71.000,8153,8299,16638,14091,16756,16831,25084,33488,33488
119,78,78.000,8055,8289,16595,12714,16723,16776,16802,33211,33211
