Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1254,1254.000,445,789,2207,7965,11883,20448,25512,43312,126534
1,1529,1529.000,390,681,1779,6672,10156,22227,29152,41656,60168
2,632,632.000,355,1113,17975,15579,23756,29708,31947,38637,61748
3,649,649.000,529,1627,16959,15423,22945,29790,33046,44078,52634
4,725,725.000,484,997,15581,13714,20942,25161,28410,35855,45572
5,709,709.000,501,1571,16096,14139,21619,25581,28695,33016,37143
6,688,688.000,529,3185,16190,14464,21324,25577,28520,35909,44415
7,628,628.000,527,5064,16849,15886,21981,28767,33259,50917,56770
8,679,679.000,514,5847,16408,14687,21669,26195,28310,33774,47600
9,674,674.000,540,7426,16570,14910,21414,26119,28361,32969,40361
10,702,702.000,494,3636,15917,14269,21177,26149,28117,34328,37673
11,687,687.000,519,4310,16377,14513,21558,25699,28039,33395,58978
12,699,699.000,494,4200,15952,14278,20982,25466,27964,32978,39504
13,674,674.000,506,3684,16573,14830,21825,26081,30568,42174,50972
14,688,688.000,495,5688,15874,14439,21421,26110,27974,32757,40322
15,708,708.000,523,4311,15513,14150,21172,25809,28093,32797,36644
16,645,645.000,503,7795,16295,15436,21166,26233,29358,62715,80548
17,562,562.000,514,7042,20181,17842,26488,30155,33462,43107,45293
18,565,565.000,543,9368,20793,17649,25138,28165,30367,34906,49492
19,605,605.000,434,6586,19173,16516,23674,27528,29791,34013,42020
20,626,626.000,485,7761,18503,15956,23167,27287,29501,33405,40935
21,679,679.000,522,2969,17101,14722,21964,25858,28567,33179,42020
22,633,633.000,508,10073,17976,15833,22499,26866,28832,31784,38292
23,610,610.000,537,11584,17823,16430,23227,27276,29318,33980,43522
24,651,651.000,510,7925,16937,15262,22157,25957,28741,34238,38650
25,681,681.000,506,6498,16301,14631,20993,25160,27899,32228,34435
26,675,675.000,519,6346,16520,14795,21433,25526,28232,33576,35850
27,723,723.000,512,4591,15535,13891,20605,24753,27632,32132,40693
28,669,669.000,519,7808,16555,14899,21497,25801,28306,32466,39963
29,672,672.000,501,7256,16499,14827,21337,25461,28486,35588,42241
30,749,749.000,510,2014,14704,13476,20402,24888,27816,33854,67707
31,674,674.000,519,7411,16241,14671,21263,25505,27714,33603,37528
32,590,590.000,553,7404,18117,16940,23213,28286,32455,62657,66532
33,726,726.000,484,870,13987,13809,19997,23885,26789,31862,1019272
