Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,626.200,14.193,1.177,9.480,12.421,16.049,22.549,27.953,45.817,110.695,0.070
5,684.800,14.231,1.233,8.997,11.626,14.712,18.140,21.927,32.994,1007.976,0.070
10,530.400,16.442,1.183,9.002,11.592,14.526,17.968,23.011,67.405,1022.108,0.061
15,754.800,12.096,1.232,8.814,11.286,14.203,16.983,20.309,29.611,79.081,0.083
20,712.000,13.308,1.135,8.947,11.574,14.346,17.416,21.433,31.735,1012.488,0.075
25,554.000,16.031,1.048,8.882,11.423,14.640,17.933,23.399,41.691,1031.749,0.062
30,627.600,14.804,1.094,8.878,11.430,14.347,17.379,22.062,57.627,1045.834,0.068
35,614.400,15.126,1.172,8.820,11.295,14.164,16.958,20.883,31.565,1023.816,0.066
40,633.000,14.592,0.984,8.740,11.334,14.459,18.023,21.906,32.574,1019.336,0.069
45,617.400,14.861,1.158,8.846,11.294,14.168,17.087,20.423,35.195,1020.504,0.067
50,755.000,12.058,1.042,8.699,11.342,14.169,16.807,20.188,31.955,91.680,0.083
55,754.200,12.144,1.055,8.807,11.376,14.197,17.052,20.862,30.753,74.333,0.082
60,663.800,13.959,1.150,8.873,11.346,14.064,16.813,20.885,34.195,658.377,0.072
65,655.600,13.993,1.216,8.779,11.192,14.121,16.895,20.165,29.565,1011.461,0.071
70,751.600,12.212,1.091,8.867,11.249,14.006,16.835,20.127,36.057,103.302,0.082
75,764.800,12.016,1.245,8.801,11.293,14.222,16.781,20.105,29.218,88.072,0.083
80,722.400,12.568,1.158,8.969,11.481,14.336,17.594,21.710,42.165,81.960,0.080
85,664.600,13.848,1.199,8.934,11.431,14.094,16.550,19.967,30.603,635.090,0.072
90,514.200,18.211,1.198,8.917,11.380,14.303,17.125,21.300,59.734,1014.052,0.055
95,743.400,12.186,1.217,8.729,11.350,14.251,16.957,20.164,30.201,86.869,0.082
100,751.000,12.205,1.123,8.801,11.230,14.243,17.249,21.238,33.167,75.332,0.082
105,641.000,14.348,1.104,8.660,11.297,14.156,17.064,20.922,37.692,1016.072,0.070
110,429.200,23.350,1.133,8.917,11.274,14.438,17.739,22.929,695.621,1016.825,0.043
115,713.800,11.910,1.159,8.814,11.267,14.038,16.680,19.411,27.753,72.256,0.084
