Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,536,536.000,1816,10044,14324,18839,22213,37262,45501,81411,110695,535,1,81411,14324,18839,22213,37262,45501
1,705,705.000,2252,8481,12397,14040,16866,23533,29815,44348,75083,705,0,44348,12397,14040,16866,23533,29815
2,736,736.000,1249,8552,11844,13516,15819,22180,28009,70877,88103,736,0,70877,11844,13516,15819,22180,28009
3,842,842.000,1507,8182,11153,11872,14692,19174,23371,30102,51190,841,1,30102,11153,11872,14692,19174,23371
4,847,847.000,1177,8273,11124,11738,14388,17965,23698,30610,45868,846,1,30610,11124,11738,14388,17965,23698
5,869,869.000,1021,8226,11073,11485,14346,17673,21425,28945,33823,868,1,28945,11073,11485,14346,17673,21425
6,824,824.000,1250,7946,10789,12104,14476,19126,24191,63621,80533,824,0,63621,10789,12104,14476,19126,24191
7,853,853.000,925,8064,10916,11706,14483,18064,21901,35762,81984,852,1,35762,10916,11706,14483,18064,21901
8,900,900.000,1139,7808,10789,11091,14183,16842,20289,28518,43037,899,1,28518,10789,11091,14183,16842,20289
9,581,581.000,1250,8599,11301,22149,14772,19714,24517,585942,1007976,580,1,585942,11301,22149,14772,19714,24517
10,498,498.000,1254,8177,11213,14302,14651,20979,29673,75923,336601,497,1,75923,11213,14302,14651,20979,29673
11,884,884.000,1033,7924,10832,11273,14190,17158,20930,30395,50968,883,1,30395,10832,11273,14190,17158,20930
12,144,144.000,1265,8197,11497,73602,15383,22240,785635,1021254,1022108,143,1,1021254,11497,73602,15383,22240,785635
13,771,771.000,1183,8027,11160,12285,14415,17493,23267,60318,87376,770,1,60318,11160,12285,14415,17493,23267
14,803,803.000,1180,8059,10998,12459,14057,18084,24655,67405,86444,802,1,67405,10998,12459,14057,18084,24655
15,863,863.000,1247,8132,11014,11438,14154,17303,20932,33231,49021,863,0,33231,11014,11438,14154,17303,20932
16,895,895.000,1174,8087,10709,11218,13959,16672,20016,30010,47311,894,1,30010,10709,11218,13959,16672,20016
17,872,872.000,1338,8059,10841,11366,13918,16972,21266,31696,46738,872,0,31696,10841,11366,13918,16972,21266
18,860,860.000,1203,7735,10564,11622,13984,17288,21754,60378,79081,859,1,60378,10564,11622,13984,17288,21754
19,899,899.000,1171,7915,10739,11101,14041,16983,19920,28672,37926,898,1,28672,10739,11101,14041,16983,19920
20,878,878.000,1184,8075,10967,11405,14078,16971,22369,31227,53218,877,1,31227,10967,11405,14078,16971,22369
21,891,891.000,950,7615,10892,11230,14054,17596,21759,32622,69218,891,0,32622,10892,11230,14054,17596,21759
22,816,816.000,1166,8051,11191,12156,14434,18089,24254,61270,72630,816,0,61270,11191,12156,14434,18089,24254
23,890,890.000,1135,8105,10986,11235,14142,17136,21077,27324,39713,889,1,27324,10986,11235,14142,17136,21077
24,743,743.000,926,7838,10916,16332,14271,17909,22457,41070,1012488,743,0,41070,10916,16332,14271,17909,22457
25,524,524.000,1012,8457,11822,15263,16695,25482,35635,76956,185461,523,1,76956,11822,15263,16695,25482,35635
26,891,891.000,1181,7476,10492,11031,14140,16779,21152,33435,52515,890,1,33435,10492,11031,14140,16779,21152
27,872,872.000,945,7985,10800,11460,14247,16829,22425,36047,52679,871,1,36047,10800,11460,14247,16829,22425
28,896,896.000,1048,7851,10644,19625,13807,16562,19676,43436,1031749,895,1,43436,10644,19625,13807,16562,19676
29,67,67.000,1690,8395,13160,36056,16216,18442,26659,836921,836921,66,1,836921,13160,36056,16216,18442,26659
30,854,854.000,1092,7815,10640,11672,14077,16702,22076,64549,83075,853,1,64549,10640,11672,14077,16702,22076
31,858,858.000,1119,7668,10614,11656,14219,18125,23885,42426,61714,857,1,42426,10614,11656,14219,18125,23885
32,907,907.000,1013,8105,10753,11024,13497,16220,19306,28039,38936,906,1,28039,10753,11024,13497,16220,19306
33,468,468.000,1137,7975,10673,26623,14077,17379,21669,785878,1045834,467,1,785878,10673,26623,14077,17379,21669
34,594,594.000,1277,8241,11235,12672,14769,18828,24801,64887,75410,593,1,64887,11235,12672,14769,18828,24801
35,578,578.000,1173,8063,10725,27594,13836,18106,23759,965735,1023816,577,1,965735,10725,27594,13836,18106,23759
36,361,361.000,1264,7797,10482,11013,14012,17311,19386,30880,33554,360,1,30880,10482,11013,14012,17311,19386
37,922,922.000,984,8018,10599,10881,13490,16144,19479,27671,36445,921,1,27671,10599,10881,13490,16144,19479
38,903,903.000,1172,7778,10739,11002,13811,16483,21042,29744,45167,902,1,29744,10739,11002,13811,16483,21042
39,846,846.000,851,7932,10883,11847,14226,18173,23374,60676,71637,845,1,60676,10883,11847,14226,18173,23374
40,332,332.000,1186,7622,10662,33452,13660,15970,20502,941297,1019336,331,1,941297,10662,33452,13660,15970,20502
41,766,766.000,1206,8011,10967,11556,14128,17523,21898,35351,55894,766,0,35351,10967,11556,14128,17523,21898
42,913,913.000,1089,7678,10565,10937,14005,17431,21134,27568,34804,913,0,27568,10565,10937,14005,17431,21134
43,822,822.000,961,7846,10903,12158,14747,19687,23473,60915,73471,821,1,60915,10903,12158,14747,19687,23473
44,929,929.000,915,7458,10197,10726,13735,17229,21473,28589,39940,928,1,28589,10197,10726,13735,17229,21473
45,785,785.000,1072,7706,10726,21362,14347,18246,22033,780987,1020504,784,1,780987,10726,21362,14347,18246,22033
46,243,243.000,1199,7554,10681,13364,13927,18596,20911,29971,544986,243,0,29971,10681,13364,13927,18596,20911
47,823,823.000,1158,8329,10876,12098,13990,17861,22734,65052,77488,822,1,65052,10876,12098,13990,17861,22734
48,921,921.000,1213,7837,10667,10858,13858,16766,19262,24234,34219,920,1,24234,10667,10858,13858,16766,19262
