Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,32.800,5.034,2.943,4.305,4.865,5.609,6.518,7.496,10.059,10.186,0.199
5,38.800,4.342,2.627,3.718,4.212,4.757,5.451,6.215,7.161,8.074,0.230
10,27.000,4.714,2.754,3.892,4.560,5.192,5.892,6.706,10.283,10.782,0.212
15,43.800,4.471,2.675,3.800,4.356,4.990,5.645,6.165,6.910,7.013,0.224
20,41.800,4.395,2.767,3.809,4.346,4.973,5.456,5.842,6.295,7.377,0.228
25,35.800,4.584,2.992,4.020,4.496,5.028,5.645,6.107,7.218,7.344,0.218
30,41.800,4.384,2.333,3.871,4.252,4.748,5.396,5.750,7.034,16.903,0.228
35,31.800,4.369,2.526,3.894,4.344,4.745,5.415,5.881,6.884,7.377,0.229
40,39.800,4.366,2.602,3.713,4.230,4.777,5.573,6.112,9.229,10.595,0.229
45,33.600,4.569,2.653,3.974,4.503,5.037,5.937,6.168,7.307,7.362,0.219
50,47.000,4.495,2.713,3.946,4.446,4.962,5.611,5.950,6.457,6.764,0.222
55,45.800,4.392,2.652,3.897,4.367,4.831,5.300,5.520,6.320,7.639,0.228
60,32.600,4.571,3.084,3.936,4.517,5.111,5.673,5.972,6.552,6.831,0.219
65,39.600,4.483,2.844,3.942,4.429,4.988,5.488,5.931,6.942,7.907,0.223
70,48.200,4.383,2.396,3.883,4.299,4.805,5.407,5.884,6.694,7.259,0.228
75,44.200,4.344,2.252,3.761,4.347,4.851,5.320,5.657,6.347,7.690,0.230
80,46.200,4.384,2.839,3.848,4.328,4.818,5.367,5.804,6.291,7.009,0.228
85,38.400,4.349,2.495,3.847,4.273,4.723,5.274,5.846,7.029,7.137,0.230
90,32.600,4.323,2.507,3.720,4.203,4.799,5.509,6.039,7.123,7.415,0.231
95,44.200,4.377,2.654,3.887,4.316,4.812,5.261,5.781,6.203,8.915,0.228
100,39.800,4.377,2.784,3.824,4.381,4.871,5.395,5.754,6.501,6.896,0.228
105,38.800,4.304,2.499,3.755,4.251,4.756,5.308,5.758,6.973,7.188,0.232
110,25.000,4.446,2.614,3.820,4.440,4.953,5.580,5.987,6.436,7.387,0.225
115,37.000,4.471,2.746,3.960,4.404,4.924,5.387,5.751,6.591,6.733,0.224
