time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,536,536.000,536.000,81411,81411,535,1
1,705,705.000,705.000,44348,44348,705,0
2,736,736.000,736.000,70877,70877,736,0
3,842,842.000,842.000,30102,30102,841,1
4,847,847.000,847.000,30610,30610,846,1
5,869,869.000,869.000,28945,28945,868,1
6,824,824.000,824.000,63621,63621,824,0
7,853,853.000,853.000,35762,35762,852,1
8,900,900.000,900.000,28518,28518,899,1
9,581,581.000,581.000,585942,585942,580,1
10,498,498.000,498.000,75923,75923,497,1
11,884,884.000,884.000,30395,30395,883,1
12,144,144.000,144.000,1021254,1021254,143,1
13,771,771.000,771.000,60318,60318,770,1
14,803,803.000,803.000,67405,67405,802,1
15,863,863.000,863.000,33231,33231,863,0
16,895,895.000,895.000,30010,30010,894,1
17,872,872.000,872.000,31696,31696,872,0
18,860,860.000,860.000,60378,60378,859,1
19,899,899.000,899.000,28672,28672,898,1
20,878,878.000,878.000,31227,31227,877,1
21,891,891.000,891.000,32622,32622,891,0
22,816,816.000,816.000,61270,61270,816,0
23,890,890.000,890.000,27324,27324,889,1
24,743,743.000,743.000,41070,41070,743,0
25,524,524.000,524.000,76956,76956,523,1
26,891,891.000,891.000,33435,33435,890,1
27,872,872.000,872.000,36047,36047,871,1
28,896,896.000,896.000,43436,43436,895,1
29,67,67.000,67.000,836921,836921,66,1
30,854,854.000,854.000,64549,64549,853,1
31,858,858.000,858.000,42426,42426,857,1
32,907,907.000,907.000,28039,28039,906,1
33,468,468.000,468.000,785878,785878,467,1
34,594,594.000,594.000,64887,64887,593,1
35,578,578.000,578.000,965735,965735,577,1
36,361,361.000,361.000,30880,30880,360,1
37,922,922.000,922.000,27671,27671,921,1
38,903,903.000,903.000,29744,29744,902,1
39,846,846.000,846.000,60676,60676,845,1
40,332,332.000,332.000,941297,941297,331,1
41,766,766.000,766.000,35351,35351,766,0
42,913,913.000,913.000,27568,27568,913,0
43,822,822.000,822.000,60915,60915,821,1
44,929,929.000,929.000,28589,28589,928,1
45,785,785.000,785.000,780987,780987,784,1
46,243,243.000,243.000,29971,29971,243,0
47,823,823.000,823.000,65052,65052,822,1
48,921,921.000,921.000,24234,24234,920,1
49,876,876.000,876.000,40061,40061,875,1
50,920,920.000,920.000,33565,33565,919,1
51,853,853.000,853.000,69152,69152,852,1
52,883,883.000,883.000,31955,31955,882,1
53,896,896.000,896.000,30543,30543,895,1
54,911,911.000,911.000,25210,25210,910,1
55,855,855.000,855.000,62027,62027,855,0
56,928,928.000,928.000,25588,25588,927,1
57,917,917.000,917.000,31759,31759,916,1
58,852,852.000,852.000,61845,61845,851,1
59,892,892.000,892.000,30705,30705,892,0
60,874,874.000,874.000,36415,36415,873,1
61,869,869.000,869.000,643324,643324,868,1
62,351,351.000,351.000,35741,35741,350,1
63,862,862.000,862.000,55852,55852,861,1
64,901,901.000,901.000,30765,30765,901,0
65,930,930.000,930.000,24387,24387,929,1
66,691,691.000,691.000,600775,600775,690,1
67,427,427.000,427.000,40194,40194,426,1
68,932,932.000,932.000,29597,29597,931,1
69,910,910.000,910.000,29565,29565,909,1
70,849,849.000,849.000,66758,66758,848,1
71,856,856.000,856.000,39685,39685,855,1
72,901,901.000,901.000,27720,27720,901,0
73,924,924.000,924.000,24702,24702,923,1
74,871,871.000,871.000,69651,69651,871,0
75,925,925.000,925.000,24500,24500,925,0
76,909,909.000,909.000,32205,32205,908,1
77,910,910.000,910.000,28867,28867,909,1
78,856,856.000,856.000,67069,67069,855,1
79,884,884.000,884.000,29879,29879,883,1
80,931,931.000,931.000,26782,26782,930,1
81,914,914.000,914.000,38780,38780,913,1
82,744,744.000,744.000,63395,63395,743,1
83,845,845.000,845.000,58159,58159,845,0
84,834,834.000,834.000,61540,61540,833,1
85,912,912.000,912.000,27608,27608,911,1
86,327,327.000,327.000,628930,628930,326,1
87,899,899.000,899.000,28250,28250,898,1
88,917,917.000,917.000,25708,25708,917,0
89,843,843.000,843.000,65770,65770,842,1
90,896,896.000,896.000,32033,32033,895,1
91,463,463.000,463.000,843627,843627,462,1
92,591,591.000,591.000,60198,60198,591,0
93,517,517.000,517.000,825707,825707,516,1
94,566,566.000,566.000,27364,27364,565,1
95,882,882.000,882.000,69758,69758,882,0
96,836,836.000,836.000,33399,33399,835,1
97,911,911.000,911.000,29704,29704,911,0
98,843,843.000,843.000,69950,69950,842,1
99,914,914.000,914.000,27898,27898,914,0
100,933,933.000,933.000,27426,27426,933,0
101,827,827.000,827.000,55346,55346,826,1
102,881,881.000,881.000,29475,29475,881,0
103,882,882.000,882.000,33167,33167,882,0
104,855,855.000,855.000,58055,58055,855,0
105,886,886.000,886.000,40201,40201,885,1
106,494,494.000,494.000,713722,713722,493,1
107,662,662.000,662.000,29558,29558,661,1
108,858,858.000,858.000,68909,68909,857,1
109,906,906.000,906.000,29734,29734,905,1
110,277,277.000,277.000,701970,701970,277,0
111,843,843.000,843.000,61155,61155,842,1
112,575,575.000,575.000,960537,960537,574,1
113,452,452.000,452.000,29274,29274,451,1
114,435,435.000,435.000,835936,835936,434,1
115,581,581.000,581.000,32471,32471,580,1
116,848,848.000,848.000,61864,61864,848,0
117,896,896.000,896.000,27421,27421,895,1
118,920,920.000,920.000,25580,25580,920,0
119,932,932.000,932.000,24998,24998,931,1
