Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.800,4.226,1.507,2.483,3.221,4.847,7.348,9.217,11.901,41.147,0.237
5,40.200,1.883,1.139,1.613,1.799,2.046,2.389,2.542,3.399,3.634,0.531
10,31.000,1.625,1.180,1.406,1.560,1.737,1.959,2.120,2.833,3.614,0.615
15,40.400,1.581,1.174,1.395,1.524,1.685,1.841,2.201,2.589,3.067,0.632
20,43.200,1.506,1.144,1.342,1.458,1.605,1.789,1.973,2.602,2.959,0.664
25,32.400,1.575,1.012,1.370,1.515,1.680,1.888,2.237,3.074,3.787,0.635
30,33.400,1.511,1.013,1.352,1.449,1.598,1.808,1.918,2.475,3.721,0.662
35,37.800,1.520,1.134,1.361,1.496,1.641,1.809,1.929,2.176,2.245,0.658
40,41.200,1.570,1.156,1.357,1.494,1.649,2.010,2.282,2.814,2.894,0.637
45,42.400,1.634,1.198,1.441,1.601,1.755,1.960,2.183,2.682,4.031,0.612
50,42.600,1.597,1.197,1.406,1.567,1.701,1.864,2.045,2.463,3.338,0.626
55,47.600,1.606,1.192,1.418,1.577,1.714,1.932,2.092,2.644,2.873,0.623
60,38.400,1.616,1.157,1.435,1.562,1.718,1.925,2.080,3.729,3.758,0.619
65,40.800,1.571,1.061,1.403,1.522,1.683,1.871,1.993,2.819,3.187,0.637
70,40.000,1.596,1.130,1.432,1.541,1.702,1.874,2.101,2.827,3.591,0.627
75,47.600,1.601,1.149,1.426,1.559,1.697,1.938,2.133,2.721,2.875,0.624
80,39.400,1.607,1.074,1.426,1.543,1.694,1.966,2.268,2.581,3.124,0.622
85,39.200,1.590,1.160,1.424,1.540,1.688,1.902,2.057,2.579,3.126,0.629
90,31.000,1.600,1.098,1.407,1.540,1.731,1.890,2.148,2.651,2.940,0.625
95,41.600,1.628,1.058,1.461,1.608,1.761,1.908,2.148,2.465,3.225,0.614
100,44.200,1.565,1.076,1.397,1.521,1.693,1.873,1.964,2.563,3.115,0.639
105,41.200,1.610,1.069,1.416,1.559,1.739,1.923,2.097,2.671,3.641,0.621
110,31.600,1.719,1.253,1.483,1.604,1.814,2.177,2.480,3.188,4.268,0.582
115,39.800,1.591,1.130,1.454,1.577,1.709,1.856,1.968,2.231,2.459,0.629
