Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,175.600,56.857,0.791,29.022,44.131,68.457,112.359,141.190,208.109,391.561,0.018
5,206.000,48.548,0.631,25.442,38.947,58.895,97.912,117.806,158.982,199.552,0.021
10,262.400,38.117,0.757,25.198,32.716,41.847,67.034,84.062,143.871,169.535,0.026
15,271.600,36.790,0.615,25.134,26.825,34.181,50.280,71.936,151.877,1031.248,0.027
20,307.600,32.481,0.702,25.090,25.655,33.799,50.073,58.687,108.251,140.832,0.031
25,286.200,34.943,0.651,25.091,25.468,33.657,49.148,59.964,127.381,1044.622,0.029
30,238.400,41.938,0.550,25.153,32.446,41.784,91.755,108.536,166.126,235.559,0.024
35,282.800,35.519,0.586,25.086,26.118,34.647,58.923,75.483,108.751,234.190,0.028
40,296.400,33.865,0.583,25.084,25.486,33.644,50.630,75.133,125.041,167.562,0.030
45,296.600,33.374,0.472,25.114,25.854,33.773,50.964,66.541,100.433,124.770,0.030
50,328.000,30.587,0.588,25.050,25.382,33.511,41.817,51.718,92.158,150.793,0.033
55,269.600,36.906,0.664,25.083,25.691,33.744,50.647,69.126,93.071,1023.365,0.027
60,295.600,33.845,0.559,25.056,25.387,33.586,50.399,73.395,133.371,251.507,0.030
65,316.600,31.560,0.546,25.076,25.366,33.549,42.729,58.859,108.452,141.893,0.032
70,326.000,30.647,0.663,25.070,25.358,33.519,42.121,51.762,84.230,109.869,0.033
75,328.200,30.416,0.596,25.053,25.333,33.513,41.686,57.073,83.877,134.106,0.033
80,294.600,33.980,0.623,25.023,25.288,33.476,40.829,50.526,109.441,1045.770,0.029
85,326.400,30.622,0.581,25.041,25.309,33.523,41.675,50.508,100.169,157.390,0.033
90,345.200,28.981,0.581,25.060,25.304,33.398,34.070,42.228,74.993,99.453,0.035
95,272.000,36.691,0.562,25.059,25.347,33.562,42.185,60.388,108.610,1028.646,0.027
100,338.400,29.556,0.541,25.071,25.315,33.464,36.488,50.275,75.504,125.433,0.034
105,335.600,29.799,0.534,25.067,25.344,33.509,40.184,50.005,74.786,99.600,0.034
110,340.400,29.450,0.473,25.050,25.302,33.487,40.628,50.172,73.948,107.259,0.034
115,337.000,29.408,0.564,25.045,25.295,33.465,34.585,50.474,75.383,107.325,0.034
