Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,925,925.000,1205,4728,6606,11021,9712,17184,25929,181158,197160,924,1,181158,6606,11021,9712,17184,25929
1,515,515.000,869,7544,17602,19061,25984,33022,39634,61415,116978,514,1,61415,17602,19061,25984,33022,39634
2,543,543.000,756,10845,17617,18427,24583,27167,30974,82646,84491,542,1,82646,17617,18427,24583,27167,30974
3,583,583.000,774,16609,17489,17123,21280,25725,26316,34885,43435,582,1,34885,17489,17123,21280,25725,26316
4,502,502.000,734,16996,17209,19873,25039,26038,33716,34435,43057,501,1,34435,17209,19873,25039,26038,33716
5,533,533.000,809,16943,17127,18711,17646,25830,26036,33774,34019,532,1,33774,17127,18711,17646,25830,26036
6,518,518.000,841,16935,17140,19223,25042,25530,25899,34121,35072,517,1,34121,17140,19223,25042,25530,25899
7,566,566.000,818,16862,17052,17584,17422,21625,25573,28508,35155,566,0,28508,17052,17584,17422,21625,25573
8,537,537.000,835,16862,17050,18608,17495,25379,25923,33964,34404,536,1,33964,17050,18608,17495,25379,25923
9,537,537.000,781,16876,17060,18682,17622,25437,25754,34012,34459,536,1,34012,17060,18682,17622,25437,25754
10,511,511.000,840,16803,17126,19463,20097,25461,33536,61522,77553,510,1,61522,17126,19463,20097,25461,33536
11,525,525.000,880,16881,17059,18926,17534,25497,25698,34007,34705,524,1,34007,17059,18926,17534,25497,25698
12,545,545.000,801,16826,17044,18470,17820,25359,25760,34503,85703,544,1,34503,17044,18470,17820,25359,25760
13,613,613.000,843,15367,17145,16273,20583,25622,25965,33744,38987,612,1,33744,17145,16273,20583,25622,25965
14,535,535.000,787,16843,17012,18613,17418,25253,25653,32571,34166,534,1,32571,17012,18613,17418,25253,25653
15,551,551.000,610,16719,16935,18077,17318,24918,25246,33712,34091,550,1,33712,16935,18077,17318,24918,25246
16,611,611.000,761,16711,16933,16386,17148,17983,21650,25485,29314,610,1,25485,16933,16386,17148,17983,21650
17,572,572.000,829,16714,16920,17507,17357,25155,25599,26519,38899,572,0,26519,16920,17507,17357,25155,25599
18,589,589.000,756,16531,17022,16929,20618,25427,25794,34344,35124,588,1,34344,17022,16929,20618,25427,25794
19,571,571.000,743,16180,17036,17721,19939,25417,25997,117415,131930,570,1,117415,17036,17721,19939,25417,25997
20,562,562.000,807,16676,16939,17526,17265,24541,26019,42393,42891,561,1,42393,16939,17526,17265,24541,26019
21,587,587.000,766,16744,16891,16985,17026,17244,17394,25443,25866,586,1,25443,16891,16985,17026,17244,17394
22,583,583.000,780,16715,16880,17255,17116,17417,24325,29882,36048,582,1,29882,16880,17255,17116,17417,24325
23,552,552.000,725,16757,16943,17946,17269,24707,25063,25635,25701,551,1,25635,16943,17946,17269,24707,25063
24,566,566.000,739,16729,16902,17668,17168,24584,24905,34009,34532,565,1,34009,16902,17668,17168,24584,24905
25,571,571.000,791,16703,16904,17479,17311,24764,25246,34148,41740,570,1,34148,16904,17479,17311,24764,25246
26,555,555.000,4245,16709,17039,18094,20687,25201,25504,33050,33719,554,1,33050,17039,18094,20687,25201,25504
27,552,552.000,864,16726,17006,18096,21425,25289,25518,25864,26503,552,0,25864,17006,18096,21425,25289,25518
28,560,560.000,4161,16725,16938,17757,18298,25015,25282,33589,34083,559,1,33589,16938,17757,18298,25015,25282
29,507,507.000,710,16690,16929,19610,19820,25177,28056,107374,109309,506,1,107374,16929,19610,19820,25177,28056
30,560,560.000,738,16744,16948,17991,20553,25254,25479,33753,34108,560,0,33753,16948,17991,20553,25254,25479
31,654,654.000,826,5500,16905,15245,20631,25314,29305,34990,57567,653,1,34990,16905,15245,20631,25314,29305
32,619,619.000,800,16498,16860,16074,17220,20339,21840,25541,26040,618,1,25541,16860,16074,17220,20339,21840
33,561,561.000,720,16494,16919,17724,19239,24638,25587,108574,109430,560,1,108574,16919,17724,19239,24638,25587
34,647,647.000,740,16524,16844,15534,17168,19764,20593,21448,21922,646,1,21448,16844,15534,17168,19764,20593
35,625,625.000,754,16432,16874,15903,17253,19822,20510,25198,38727,624,1,25198,16874,15903,17253,19822,20510
36,576,576.000,9310,16633,16819,17502,17057,18987,24870,25286,25799,575,1,25286,16819,17502,17057,18987,24870
37,542,542.000,1060,16652,16846,18325,17238,25084,25474,33390,33627,541,1,33390,16846,18325,17238,25084,25474
38,515,515.000,945,16708,16878,19369,17353,25241,25972,50363,56270,514,1,50363,16878,19369,17353,25241,25972
39,561,561.000,815,16693,16817,17819,17061,24829,25144,25448,25664,561,0,25448,16817,17819,17061,24829,25144
40,576,576.000,791,16687,16839,17386,17064,17689,24855,25476,26631,575,1,25476,16839,17386,17064,17689,24855
41,576,576.000,745,16578,16804,17266,17099,17546,24924,26005,50876,575,1,26005,16804,17266,17099,17546,24924
42,553,553.000,788,16623,16799,18052,17031,17325,17502,82943,83477,552,1,82943,16799,18052,17031,17325,17502
43,582,582.000,738,16592,16780,17159,17012,17392,24352,26334,27488,581,1,26334,16780,17159,17012,17392,24352
44,575,575.000,759,16627,16805,17370,17008,17437,24873,33518,33846,574,1,33518,16805,17370,17008,17437,24873
45,564,564.000,757,16649,16809,17697,17093,24405,25178,33565,33831,563,1,33565,16809,17697,17093,24405,25178
46,571,571.000,782,16626,16810,17535,17127,23965,24770,25534,25806,570,1,25534,16810,17535,17127,23965,24770
47,559,559.000,838,16632,16877,17792,17286,24693,25128,25497,25604,558,1,25497,16877,17792,17286,24693,25128
48,556,556.000,746,16618,16808,17970,17264,24912,25500,25893,26369,555,1,25893,16808,17970,17264,24912,25500
49,441,441.000,813,16627,16837,22855,17270,25703,82715,84030,84589,440,1,84030,16837,22855,17270,25703,82715
50,519,519.000,779,16628,16832,19146,17250,25272,33064,58194,58744,518,1,58194,16832,19146,17250,25272,33064
