Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,322,322.000,2039,7922,16254,32249,38864,96554,109108,122566,129971,321,1,122566,16254,32249,38864,96554,109108
1,418,418.000,1582,7399,15023,23772,25074,64211,86678,144904,168214,417,1,144904,15023,23772,25074,64211,86678
2,374,374.000,1279,5763,15080,26690,33224,77815,93592,139045,159884,373,1,139045,15080,26690,33224,77815,93592
3,359,359.000,1088,6931,17016,27553,32889,76183,87352,113261,135697,359,0,113261,17016,27553,32889,76183,87352
4,390,390.000,1395,5731,15499,24629,25676,73195,88184,111176,114962,390,0,111176,15499,24629,25676,73195,88184
5,351,351.000,824,6539,16741,28690,31299,84630,104426,128437,145228,350,1,128437,16741,28690,31299,84630,104426
6,410,410.000,817,4233,12152,24928,25170,67436,78206,219427,301677,410,0,219427,12152,24928,25170,67436,78206
7,354,354.000,1141,6640,17165,28172,32314,71214,99402,144864,162584,354,0,144864,17165,28172,32314,71214,99402
8,337,337.000,808,8171,17910,29906,43732,77821,92601,117886,125290,336,1,117886,17910,29906,43732,77821,92601
9,327,327.000,576,8578,24009,29889,51030,70857,81466,86916,91565,326,1,86916,24009,29889,51030,70857,81466
10,489,489.000,776,4587,12944,21073,24755,61603,80121,108142,128954,488,1,108142,12944,21073,24755,61603,80121
11,542,542.000,1108,3964,8630,17902,16953,53055,82139,98134,105411,541,1,98134,8630,17902,16953,53055,82139
12,405,405.000,1291,5439,15268,25597,33458,69123,80662,100989,142291,404,1,100989,15268,25597,33458,69123,80662
13,558,558.000,602,3481,11345,16981,18618,41541,60184,107132,126863,558,0,107132,11345,16981,18618,41541,60184
14,424,424.000,524,4418,12252,23421,18112,64375,84408,242696,267104,423,1,242696,12252,23421,18112,64375,84408
15,364,364.000,597,6019,17054,27482,29163,83788,92637,109595,118487,364,0,109595,17054,27482,29163,83788,92637
16,511,511.000,993,3587,11440,19978,24275,63154,89354,100321,109591,511,0,100321,11440,19978,24275,63154,89354
17,300,300.000,600,13462,25107,33301,47884,79238,94938,108763,116628,299,1,108763,25107,33301,47884,79238,94938
18,366,366.000,1118,6338,16844,26643,36095,75266,83345,94281,105702,365,1,94281,16844,26643,36095,75266,83345
19,642,642.000,529,3076,8011,15581,16785,41989,66727,95928,101043,641,1,95928,8011,15581,16785,41989,66727
20,322,322.000,642,14583,24959,31417,47515,72558,83780,91835,102013,321,1,91835,24959,31417,47515,72558,83780
21,300,300.000,577,5619,17125,58273,32481,70537,85037,1094317,1100933,299,1,1094317,17125,58273,32481,70537,85037
22,92,92.000,1029,9751,22674,27990,44159,66308,70058,101732,101732,92,0,101732,22674,27990,44159,66308,70058
23,407,407.000,998,4280,14431,26881,25283,75698,97729,183244,269790,406,1,183244,14431,26881,25283,75698,97729
24,360,360.000,1206,3722,13038,25606,24841,84733,105715,195863,200065,359,1,195863,13038,25606,24841,84733,105715
25,637,637.000,551,3494,12097,15045,17123,32706,49083,76078,83091,637,0,76078,12097,15045,17123,32706,49083
