Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,27.786,1.664,14.956,24.586,33.879,60.632,70.525,116.391,116.391,0.036
5,17.800,19.928,0.824,11.497,16.865,25.203,33.501,39.608,117.886,117.886,0.050
10,21.400,17.651,0.634,8.552,16.065,24.284,31.019,40.348,53.315,67.641,0.057
15,16.200,19.378,0.600,10.340,17.809,24.845,31.530,34.043,80.676,80.676,0.052
20,10.800,22.255,0.577,14.819,17.272,24.435,34.811,43.538,154.243,154.243,0.045
25,19.000,17.810,0.921,8.320,16.880,25.455,33.486,35.006,41.822,41.822,0.056
30,18.800,17.718,3.750,8.691,16.425,25.016,32.217,33.892,49.106,49.106,0.056
35,18.400,20.019,0.752,13.645,19.553,24.927,33.548,41.335,74.923,74.923,0.050
40,16.400,20.362,2.286,8.993,16.132,24.595,31.539,36.893,180.791,180.791,0.049
45,24.200,18.775,0.694,8.342,17.130,24.681,32.005,33.288,59.132,91.547,0.053
50,21.800,17.016,0.871,8.760,16.025,24.579,29.519,33.148,41.291,42.759,0.059
55,21.800,19.587,0.595,11.378,16.840,24.805,33.766,38.497,56.932,106.013,0.051
60,10.400,25.985,5.492,14.819,20.327,32.828,37.550,50.304,192.916,192.916,0.038
65,15.200,17.305,0.593,8.060,16.151,25.452,32.648,39.256,42.786,42.786,0.058
70,20.800,19.813,2.310,12.507,17.117,25.875,33.902,34.661,41.066,43.393,0.050
75,19.600,18.367,1.661,10.641,16.866,25.482,32.857,33.866,39.595,39.595,0.054
80,18.800,21.012,0.655,8.385,16.638,25.648,32.993,48.964,183.275,183.275,0.048
85,12.600,20.918,2.509,9.608,20.983,26.895,38.264,42.024,54.663,54.663,0.048
90,13.200,17.962,0.638,8.540,16.648,26.481,33.500,37.007,42.820,42.820,0.056
95,18.800,19.527,1.358,8.990,16.410,25.367,32.902,38.484,112.225,112.225,0.051
100,17.000,25.255,0.621,11.184,16.806,25.517,35.040,93.662,190.064,190.064,0.040
105,17.200,19.235,1.266,8.724,17.999,25.318,33.322,33.817,62.784,62.784,0.052
110,16.000,19.352,1.591,9.102,16.430,25.078,31.262,38.027,109.065,109.065,0.052
115,21.200,18.611,0.836,8.129,19.311,24.866,33.665,35.207,44.278,59.487,0.054
