Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,163.200,42.051,1.369,13.946,21.359,73.403,94.447,110.923,142.949,168.214,0.024
5,151.000,46.129,2.127,14.477,38.017,69.266,92.308,109.471,196.494,301.677,0.022
10,212.600,34.253,0.776,11.634,16.159,54.951,83.651,95.938,142.291,267.104,0.029
15,182.000,38.403,1.325,12.929,17.646,67.724,86.964,94.053,108.763,118.487,0.026
20,123.400,60.137,1.402,14.450,36.770,69.608,90.690,105.825,1061.074,1100.933,0.017
25,225.000,30.312,0.670,11.188,15.917,49.874,75.443,85.506,106.139,134.085,0.033
30,188.800,36.704,2.871,12.192,17.385,58.308,78.704,93.422,144.656,232.562,0.027
35,180.200,38.746,0.638,13.116,26.369,62.600,85.210,94.071,110.180,127.542,0.026
40,180.800,39.684,1.209,13.385,17.234,63.438,84.627,95.650,175.381,203.725,0.025
45,209.200,33.087,0.710,11.658,16.452,51.986,78.562,94.719,134.486,243.265,0.030
50,179.000,40.246,0.665,14.278,30.706,64.035,85.971,95.425,116.976,129.317,0.025
55,217.600,32.393,0.697,10.361,16.590,50.471,74.603,85.413,153.222,166.994,0.031
60,132.400,51.391,1.371,17.025,44.539,67.238,85.342,107.869,267.775,487.769,0.019
65,171.200,41.696,2.688,14.501,29.238,63.605,84.398,96.004,288.899,320.407,0.024
70,179.000,38.161,0.800,12.956,25.700,58.173,77.743,93.725,199.997,235.695,0.026
75,210.400,32.760,0.922,12.252,16.744,55.922,77.166,89.531,112.531,126.846,0.031
80,184.600,36.393,1.449,10.583,16.921,61.803,85.635,99.830,119.471,230.250,0.027
85,183.400,36.367,1.269,13.758,24.247,56.475,73.856,86.607,121.324,249.554,0.027
90,160.000,47.033,0.726,12.888,26.414,56.895,80.807,91.903,1005.590,1038.612,0.021
95,209.400,34.240,0.600,10.758,16.338,54.865,77.252,88.734,145.124,277.517,0.029
100,200.600,35.243,0.606,11.646,16.998,54.784,79.863,99.545,144.308,208.027,0.028
105,201.000,33.627,1.363,11.828,19.059,55.592,72.126,82.250,93.262,106.148,0.030
110,175.200,39.574,0.648,14.483,30.437,62.257,79.309,88.271,126.781,243.914,0.025
115,212.600,30.366,0.608,9.999,16.412,50.681,70.126,84.884,106.030,192.592,0.033
