Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,654.000,15.225,0.727,5.515,16.415,20.620,26.602,33.438,52.083,216.883,0.066
5,596.600,16.741,0.791,10.759,17.270,21.764,25.712,28.012,41.647,77.935,0.060
10,623.000,16.016,0.637,5.462,17.140,21.928,25.416,26.470,38.885,72.671,0.062
15,632.600,15.750,0.717,15.965,16.978,19.609,22.557,25.432,33.830,75.278,0.063
20,581.000,17.220,0.706,16.607,16.985,20.409,25.218,25.648,33.912,57.763,0.058
25,619.400,16.126,0.586,5.397,17.036,21.237,24.564,25.362,41.659,160.512,0.062
30,624.000,16.013,0.697,16.323,16.914,20.387,22.080,24.948,34.003,84.574,0.062
35,559.800,17.842,0.754,16.660,16.796,16.965,17.339,24.771,33.701,150.128,0.056
40,553.000,18.032,0.759,16.665,16.795,16.985,24.575,25.244,33.731,108.816,0.055
45,548.200,18.243,0.710,16.663,16.783,16.946,24.836,25.307,34.013,108.646,0.055
50,545.200,18.309,0.862,16.653,16.777,16.967,25.020,25.317,33.532,125.278,0.055
55,557.800,17.918,0.781,16.641,16.791,17.037,24.975,25.288,50.452,83.906,0.056
60,555.400,17.981,0.728,16.613,16.746,16.885,17.146,17.468,58.486,183.448,0.056
65,575.000,17.379,0.709,16.604,16.752,16.943,17.282,24.533,33.844,67.267,0.058
70,558.400,17.894,0.741,16.633,16.761,16.938,17.359,24.873,33.314,150.679,0.056
75,544.400,18.349,0.736,16.623,16.752,16.923,17.401,25.023,74.647,108.757,0.055
80,551.200,18.110,0.684,16.621,16.736,16.881,17.479,25.233,49.955,100.397,0.055
85,600.200,16.654,0.719,16.492,16.754,17.133,21.981,25.124,33.159,183.226,0.060
90,576.800,17.308,0.696,16.587,16.756,16.988,21.202,25.150,33.486,158.473,0.058
95,589.000,16.944,0.725,16.531,16.749,17.056,20.925,24.897,25.640,117.307,0.059
100,551.800,18.111,0.741,16.567,16.767,17.152,24.712,25.298,59.609,150.766,0.055
105,561.400,17.813,0.684,16.618,16.737,16.884,17.242,25.051,33.759,83.828,0.056
110,577.400,17.607,0.815,16.599,16.723,16.854,17.059,17.244,34.643,158.898,0.057
115,561.400,17.393,0.711,16.607,16.721,16.847,17.037,17.291,33.532,100.268,0.057
