Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.400,6.106,0.798,5.234,5.918,6.844,7.746,10.554,13.198,13.198,0.164
5,14.600,5.354,0.755,4.727,5.437,6.171,6.877,6.968,8.030,8.030,0.187
10,19.800,4.903,0.627,4.587,5.271,6.121,6.449,6.862,10.472,10.472,0.204
15,18.600,5.099,0.700,4.629,5.328,5.825,6.136,6.700,8.199,8.199,0.196
20,11.600,6.606,0.663,4.618,5.169,6.221,6.725,8.087,45.446,45.446,0.151
25,19.800,4.877,0.517,4.423,5.242,5.808,6.432,7.155,7.470,7.470,0.205
30,16.600,5.076,0.579,4.533,5.401,6.015,6.589,6.953,9.062,9.062,0.197
35,19.000,5.378,0.563,4.771,5.337,6.115,6.661,7.136,7.997,7.997,0.186
40,21.800,5.113,0.573,4.646,5.324,5.940,6.344,6.545,9.196,9.284,0.196
45,19.800,5.330,0.676,4.801,5.453,5.984,6.886,7.366,7.885,7.885,0.188
50,17.600,5.337,0.676,4.747,5.383,6.088,6.350,6.473,7.068,7.068,0.187
55,20.600,5.021,0.599,4.624,5.206,5.732,6.279,6.473,7.690,7.868,0.199
60,10.200,5.221,0.557,4.828,5.196,5.676,6.107,6.482,9.334,9.334,0.192
65,16.800,5.244,0.574,4.646,5.207,5.929,6.643,6.846,7.706,7.706,0.191
70,19.000,5.109,0.556,4.659,5.383,5.882,6.444,6.916,7.339,7.339,0.196
75,21.600,4.826,0.609,4.398,5.191,5.746,6.360,6.730,7.515,7.770,0.207
80,14.200,5.321,0.597,4.716,5.371,5.922,6.919,7.173,8.439,8.439,0.188
85,17.200,5.069,0.560,4.504,5.174,5.964,6.582,6.898,8.200,8.200,0.197
90,13.400,5.315,1.473,4.700,5.225,6.097,6.733,7.438,8.175,8.175,0.188
95,15.400,5.264,0.794,4.825,5.449,6.042,6.524,6.768,7.350,7.350,0.190
100,19.600,5.450,0.622,4.759,5.594,6.370,6.828,7.343,7.900,7.900,0.183
105,17.800,5.428,0.793,4.777,5.475,6.124,6.683,7.266,7.628,7.628,0.184
110,15.400,4.915,0.520,4.645,5.145,5.791,6.256,6.417,7.181,7.181,0.203
115,20.400,5.051,0.531,4.724,5.296,5.809,6.404,6.850,7.247,7.271,0.198
