Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,459,459.000,14599,16235,16789,21875,23702,40899,42633,83189,84889,458,1,83189,16789,21875,23702,40899,42633
1,665,665.000,7496,8921,16512,14877,16733,17073,17306,33023,33343,664,1,33023,16512,14877,16733,17073,17306
2,815,815.000,7099,8241,8779,12147,16630,16854,16978,17489,18570,814,1,17489,8779,12147,16630,16854,16978
3,800,800.000,7431,8226,8452,12489,16563,16848,17253,83224,84060,799,1,83224,8452,12489,16563,16848,17253
4,1010,1010.000,7448,8189,8344,9975,8728,16659,16839,25276,25754,1009,1,25276,8344,9975,8728,16659,16839
5,1096,1096.000,7344,8197,8327,9014,8489,8876,16626,17456,24871,1095,1,17456,8327,9014,8489,8876,16626
6,1054,1054.000,6683,8180,8337,9432,8530,8912,16608,25743,58254,1053,1,25743,8337,9432,8530,8912,16608
7,1139,1139.000,7419,8184,8316,8760,8468,8729,16502,16855,17036,1138,1,16855,8316,8760,8468,8729,16502
8,1070,1070.000,7636,8221,8343,9345,8483,8938,16759,25403,33473,1069,1,25403,8343,9345,8483,8938,16759
9,1110,1110.000,7746,8222,8335,9003,8478,8736,16624,17259,25212,1109,1,17259,8335,9003,8478,8736,16624
10,1152,1152.000,7475,8194,8325,8636,8478,8664,9023,17110,17718,1151,1,17110,8325,8636,8478,8664,9023
11,998,998.000,6462,8201,8346,10005,8534,8840,16537,99393,99979,997,1,99393,8346,10005,8534,8840,16537
12,1150,1150.000,7123,8175,8343,8695,8512,8748,9089,16871,17132,1149,1,16871,8343,8695,8512,8748,9089
13,1150,1150.000,7225,8172,8321,9269,8489,8712,9049,17236,83719,1149,1,17236,8321,9269,8489,8712,9049
14,1030,1030.000,7680,8202,8331,9055,8466,8699,16832,24906,25224,1029,1,24906,8331,9055,8466,8699,16832
15,1144,1144.000,7369,8213,8335,8691,8476,8661,8894,16827,17221,1143,1,16827,8335,8691,8476,8661,8894
16,1146,1146.000,7711,8223,8334,8703,8462,8651,8894,16777,17127,1145,1,16777,8334,8703,8462,8651,8894
17,1010,1010.000,6716,8220,8335,9902,8483,8714,16672,33754,108181,1009,1,33754,8335,9902,8483,8714,16672
18,1160,1160.000,7464,8199,8338,8690,8478,8672,8958,16776,18698,1159,1,16776,8338,8690,8478,8672,8958
19,1066,1066.000,6760,8180,8323,9256,8472,8772,16673,25563,59946,1065,1,25563,8323,9256,8472,8772,16673
20,1144,1144.000,7610,8213,8327,8705,8466,8682,8973,16891,17077,1143,1,16891,8327,8705,8466,8682,8973
21,1088,1088.000,4140,8218,8345,9141,8480,8734,16605,16896,55660,1087,1,16896,8345,9141,8480,8734,16605
