Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23.200,24.217,1.956,9.273,19.355,32.697,49.986,66.241,77.144,91.940,0.041
5,40.000,14.677,1.144,7.129,12.753,20.896,27.876,32.969,43.155,58.973,0.068
10,42.400,15.280,0.651,7.200,12.510,20.633,28.975,36.154,70.861,97.043,0.065
15,35.000,14.939,1.390,7.303,13.712,20.435,27.923,30.782,51.503,68.008,0.067
20,41.200,13.796,0.870,6.760,12.105,19.612,25.123,30.577,37.784,63.348,0.072
25,35.800,16.582,0.686,6.705,12.567,22.170,30.050,36.138,91.946,92.015,0.060
30,58.400,13.638,0.854,6.566,12.015,19.796,25.653,29.136,41.208,44.616,0.073
35,46.200,14.005,0.821,6.468,12.369,20.538,26.656,31.072,37.172,42.865,0.071
40,52.400,13.902,0.944,6.525,12.554,18.954,25.534,32.291,43.944,47.367,0.072
45,35.000,14.513,0.667,6.646,13.396,20.408,26.190,32.630,40.192,78.587,0.069
50,54.800,12.295,0.933,5.991,10.705,17.533,23.681,28.724,33.814,35.684,0.081
55,41.800,14.200,1.273,6.141,12.376,19.315,27.698,33.474,42.327,48.401,0.070
60,48.200,16.259,1.226,7.575,13.860,22.792,30.226,37.430,49.143,65.056,0.062
65,46.800,15.067,0.913,6.960,13.001,20.673,26.341,30.048,86.714,97.049,0.066
70,45.800,14.110,0.736,7.261,12.650,20.022,26.906,30.966,41.946,49.379,0.071
75,48.600,13.304,1.013,6.850,12.924,19.151,23.766,27.365,30.680,37.921,0.075
80,47.000,12.814,1.070,6.526,10.966,18.157,23.971,27.788,32.556,34.514,0.078
85,49.600,13.687,0.677,7.131,13.101,18.301,24.809,28.576,33.374,34.680,0.073
90,45.000,11.790,1.015,6.419,9.997,16.501,22.004,26.767,32.074,36.586,0.085
95,53.600,13.054,0.911,6.342,11.432,17.895,25.659,28.196,38.159,47.104,0.077
100,50.400,12.625,0.860,6.423,10.964,17.421,23.211,26.699,32.564,83.221,0.079
105,48.800,12.235,0.723,6.733,11.916,16.716,22.488,25.191,30.190,31.281,0.082
110,40.000,15.238,0.810,6.623,11.761,20.233,26.048,39.259,83.958,85.643,0.066
115,50.800,13.235,0.788,6.275,12.156,19.334,25.428,28.470,33.080,53.872,0.076
