Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,82,82.000,35047,97503,115275,133040,159291,210456,241411,269839,269839
1,90,90.000,5433,76914,101251,105445,128502,169370,195924,229002,229002
2,90,90.000,25633,84766,101603,112111,141156,169105,209608,236806,236806
3,78,78.000,17492,91590,105364,126772,153821,230125,273712,321802,321802
4,77,77.000,25496,85782,102590,134997,160553,259088,310398,343547,343547
5,74,74.000,6373,90758,116484,139257,199945,235308,284376,302322,302322
6,70,70.000,42348,81630,110379,136482,185872,244621,268417,285409,285409
7,78,78.000,24753,71420,101198,128384,200805,226124,237271,328554,328554
8,66,66.000,16566,92406,152914,149080,217453,243489,267286,311566,311566
9,79,79.000,25065,85658,126039,137650,200307,240647,262274,301396,301396
10,93,93.000,24886,50324,100574,100081,125963,201286,218490,268479,268479
11,80,80.000,5074,83743,110128,121462,177206,209923,256093,285719,285719
12,86,86.000,16833,50150,132943,130713,167535,233371,309270,368119,368119
13,67,67.000,25230,58035,116812,131700,215404,267299,274960,307774,307774
14,65,65.000,25079,91642,142404,166053,236581,268761,325877,385208,385208
15,92,92.000,5704,51103,81518,96569,125646,185372,234095,377304,377304
16,81,81.000,16666,67981,118619,130334,184594,217447,240518,300834,300834
17,100,100.000,16717,33515,76376,104250,159478,228243,308594,342846,342846
18,118,118.000,16569,33033,59744,76202,109179,158940,176314,200840,208472
19,170,170.000,6729,25276,58920,58681,75530,108984,126660,175432,184003
20,138,138.000,16571,25375,59907,76563,84059,207829,241840,258640,268396
21,159,159.000,4301,25432,59546,60254,77205,99082,117870,175939,192221
22,183,183.000,16565,25205,50202,55164,75023,95034,125082,209315,218648
23,158,158.000,7877,25239,58659,61884,83794,116931,151906,200163,201337
24,165,165.000,5313,25289,58836,60795,76444,93290,161736,208327,216971
25,135,135.000,16669,25358,60747,73233,93370,150849,192999,217409,225484
26,91,91.000,16295,50423,100814,111780,136013,209099,284759,334483,334483
27,142,142.000,16565,25351,59852,69378,83856,142148,185256,261663,286185
