Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.000,9.845,4.107,6.311,7.343,8.897,12.438,36.934,48.370,48.370,0.102
5,22.200,7.080,0.733,4.396,5.949,7.426,9.350,17.474,35.290,37.111,0.141
10,21.600,6.071,0.615,4.452,5.297,6.062,7.108,17.186,34.348,40.924,0.165
15,19.200,5.077,0.588,4.507,5.363,6.031,6.722,7.267,8.081,8.081,0.197
20,21.200,5.282,1.666,4.150,5.277,6.089,6.588,6.692,16.746,16.874,0.189
25,18.800,5.855,0.743,4.372,5.419,6.542,7.155,8.919,22.775,22.775,0.171
30,15.200,8.195,1.344,4.968,5.656,6.398,7.523,40.724,81.612,81.612,0.122
35,18.000,6.958,0.843,4.930,5.728,6.356,7.394,16.831,42.988,42.988,0.144
40,19.000,5.835,0.543,4.787,5.742,6.605,7.007,7.563,26.076,26.076,0.171
45,17.200,6.673,0.566,4.766,5.624,6.437,7.367,7.737,42.922,42.922,0.150
50,20.400,5.979,0.680,4.655,5.798,6.415,7.151,7.428,25.511,33.221,0.167
55,14.600,6.574,0.710,4.690,5.583,6.469,7.111,7.462,59.969,59.969,0.152
60,21.400,5.879,0.646,4.419,5.250,6.138,6.780,8.511,17.880,42.709,0.170
65,16.800,6.701,1.860,4.941,5.728,6.236,7.113,8.166,40.540,40.540,0.149
70,17.200,5.360,0.584,4.591,5.438,5.990,6.751,7.222,25.782,25.782,0.187
75,21.000,5.594,0.624,4.525,5.482,6.207,6.711,7.210,24.734,25.005,0.179
80,18.800,6.147,0.515,4.436,5.650,6.491,8.105,10.622,33.774,33.774,0.163
85,18.600,6.916,0.878,4.836,5.752,6.114,7.658,24.101,42.367,42.367,0.145
90,13.600,6.233,0.641,5.124,5.480,6.032,6.603,7.306,32.854,32.854,0.160
95,17.800,6.962,0.595,4.681,5.675,6.444,7.913,22.673,47.256,47.256,0.144
100,19.400,7.016,0.958,5.270,6.020,6.844,7.411,11.780,79.606,79.606,0.143
105,23.400,6.457,0.604,4.894,5.783,6.684,7.244,11.442,35.394,40.698,0.155
110,18.800,7.307,0.506,4.698,5.570,6.664,7.493,24.310,48.654,48.654,0.137
115,19.000,6.915,0.598,4.476,5.881,6.924,7.699,16.966,53.555,53.555,0.145
