Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,423.200,23.601,0.776,3.321,17.145,37.226,56.241,68.004,108.637,261.102,0.042
5,534.600,18.653,0.609,1.890,16.062,28.504,43.949,53.540,77.604,780.442,0.054
10,548.200,18.301,0.598,1.698,16.182,27.707,43.153,52.898,75.013,171.014,0.055
15,467.000,21.298,0.587,1.691,16.502,31.356,50.948,68.844,113.843,202.156,0.047
20,602.200,16.559,0.590,1.656,15.117,24.816,35.953,46.251,78.976,217.261,0.060
25,544.200,18.349,0.506,1.674,15.729,26.017,45.237,52.946,80.199,224.129,0.054
30,376.400,26.599,0.563,1.802,20.280,42.369,59.379,74.546,109.721,176.098,0.038
35,458.800,21.739,0.635,1.694,18.750,36.626,49.349,56.510,76.274,118.379,0.046
40,505.800,19.749,0.488,1.589,16.973,34.938,45.348,53.439,71.597,114.383,0.051
45,481.800,20.720,0.550,1.694,17.767,34.863,47.587,53.966,71.644,101.105,0.048
50,487.600,20.493,0.538,1.702,16.911,34.689,46.676,56.062,72.825,108.853,0.049
55,373.000,26.752,0.553,1.681,20.531,43.272,60.882,76.050,107.970,167.647,0.037
60,514.800,19.459,0.538,1.706,15.678,28.637,50.141,59.016,88.250,156.702,0.051
65,422.600,23.656,0.541,1.730,20.036,38.994,54.053,63.213,81.768,102.424,0.042
70,503.000,19.862,0.576,1.606,17.485,34.908,44.880,54.220,71.872,108.639,0.050
75,483.000,20.645,0.550,1.901,18.006,34.748,45.191,54.057,72.036,111.730,0.048
80,488.000,20.501,0.515,1.567,16.446,34.127,46.177,57.843,79.219,1018.970,0.049
85,495.800,20.103,0.577,1.736,17.473,33.860,45.226,57.695,71.356,107.133,0.050
90,395.200,25.286,0.540,1.701,17.478,39.888,55.405,66.624,165.474,432.741,0.040
95,442.800,22.588,0.595,1.720,16.117,35.114,53.795,68.346,100.283,196.759,0.044
100,501.600,19.904,0.595,1.710,13.199,34.856,49.718,60.004,86.396,116.956,0.050
105,498.400,20.044,0.542,1.687,16.962,34.782,46.026,54.770,72.314,99.270,0.050
110,498.400,20.022,0.506,1.603,17.716,34.299,44.839,53.138,70.781,137.102,0.050
115,485.000,20.481,0.576,1.716,17.515,34.463,46.656,55.238,72.925,105.220,0.049
