Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,476.800,20.952,0.774,5.646,12.426,30.225,52.533,65.422,88.498,126.626,0.048
5,610.600,16.380,0.555,4.347,10.668,24.166,38.650,48.423,66.294,114.096,0.061
10,352.800,28.272,0.550,4.187,18.050,42.547,65.290,81.943,157.540,365.587,0.035
15,412.000,24.281,1.082,7.042,18.392,35.502,52.739,65.372,102.693,139.366,0.041
20,360.600,27.725,0.529,6.979,19.096,43.633,62.527,75.356,110.207,127.438,0.036
25,370.000,26.977,0.672,7.438,27.443,42.409,51.707,59.616,73.298,108.038,0.037
30,406.200,24.588,0.677,7.876,25.936,36.644,45.861,53.817,75.118,147.871,0.041
35,423.200,23.640,0.624,7.657,23.407,35.977,45.070,52.607,64.057,103.466,0.042
40,388.000,26.346,0.781,7.779,25.686,36.505,45.637,53.943,203.923,264.215,0.038
45,340.000,28.745,0.603,8.751,25.859,37.090,51.811,61.810,226.119,312.162,0.035
50,296.200,33.748,0.728,9.474,31.794,45.620,60.004,77.277,182.456,319.233,0.030
55,299.200,33.419,0.501,10.734,34.655,47.980,64.307,74.863,101.723,134.147,0.030
60,362.400,27.518,0.787,9.274,25.483,39.547,53.715,61.228,83.080,1011.883,0.036
65,395.800,25.294,0.662,9.169,26.900,36.969,46.397,53.685,68.117,98.144,0.040
70,423.600,23.521,0.616,7.256,16.881,33.952,44.990,54.958,183.747,1016.826,0.043
75,442.000,22.683,0.524,7.134,15.150,28.777,44.555,53.432,210.086,328.671,0.044
80,418.800,24.118,0.530,5.775,15.643,34.291,45.178,59.033,217.137,299.349,0.041
85,333.200,29.604,0.945,8.537,25.798,41.301,52.422,60.706,230.287,452.212,0.034
90,310.600,32.144,0.813,9.281,27.399,44.164,59.870,71.662,185.856,208.835,0.031
95,300.600,33.250,0.612,11.032,35.688,48.710,60.420,72.644,97.304,153.569,0.030
100,359.800,27.765,0.612,10.410,29.153,38.695,47.625,56.668,75.640,115.332,0.036
105,376.200,26.573,0.769,10.213,25.725,36.214,46.178,54.266,200.376,263.700,0.038
110,310.600,32.218,0.667,9.642,31.645,43.105,54.281,67.959,202.371,246.244,0.031
115,335.200,29.601,0.524,10.594,26.847,36.880,50.645,59.979,200.516,226.085,0.034
