Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,267,267.000,1561,12495,20377,37021,43828,93363,132017,196797,202306,267,0,196797,20377,37021,43828,93363,132017
1,431,431.000,940,2964,13280,23077,29290,67711,91982,125242,132395,430,1,125242,13280,23077,29290,67711,91982
2,613,613.000,988,1950,8511,17011,18186,43203,59035,128109,132724,613,0,128109,8511,17011,18186,43203,59035
3,443,443.000,983,1945,12888,21512,24972,67043,83696,122950,130312,442,1,122950,12888,21512,24972,67043,83696
4,522,522.000,886,1911,9034,19567,22474,63149,75737,98845,131228,521,1,98845,9034,19567,22474,63149,75737
5,392,392.000,819,1768,14959,25904,31447,81321,98820,172460,174174,391,1,172460,14959,25904,31447,81321,98820
6,571,571.000,725,1764,12097,17077,17098,42380,74030,106553,136747,570,1,106553,12097,17077,17098,42380,74030
7,633,633.000,788,1664,10135,15687,16580,39461,64693,97283,107264,633,0,97283,10135,15687,16580,39461,64693
8,507,507.000,882,1691,11791,19417,24970,58743,78140,101857,134914,507,0,101857,11791,19417,24970,58743,78140
9,557,557.000,739,1589,7657,18029,16582,51595,73425,146352,172807,556,1,146352,7657,18029,16582,51595,73425
10,828,828.000,816,1555,7835,11970,15945,23392,37833,82333,106579,827,1,82333,7835,11970,15945,23392,37833
11,556,556.000,693,1483,7891,17929,15972,39520,66093,225546,261884,555,1,225546,7891,17929,15972,39520,66093
12,482,482.000,820,1638,14009,20684,25154,63542,88738,118751,119700,481,1,118751,14009,20684,25154,63542,88738
13,539,539.000,697,1491,5877,18631,24014,58528,81675,102845,111307,538,1,102845,5877,18631,24014,58528,81675
14,966,966.000,696,1396,5543,10493,15404,23497,39874,63612,87729,966,0,63612,5543,10493,15404,23497,39874
15,842,842.000,832,1419,5704,11892,15533,31424,44131,69529,108024,842,0,69529,5704,11892,15533,31424,44131
16,515,515.000,645,1740,4796,19829,18258,74987,90066,105300,112141,514,1,105300,4796,19829,18258,74987,90066
17,648,648.000,668,1375,4658,14764,16088,51227,72896,86656,102473,647,1,86656,4658,14764,16088,51227,72896
18,779,779.000,650,1557,5371,12856,15636,32960,56006,82573,118715,778,1,82573,5371,12856,15636,32960,56006
19,771,771.000,783,1621,7067,12883,15902,31825,47986,79712,131397,771,0,79712,7067,12883,15902,31825,47986
20,570,570.000,818,1427,4624,18036,16769,66923,77001,88223,94493,569,1,88223,4624,18036,16769,66923,77001
21,723,723.000,788,1496,6410,13508,16105,32889,57455,81856,98993,722,1,81856,6410,13508,16105,32889,57455
22,748,748.000,686,1429,4739,13821,15853,38970,65369,88619,104653,748,0,88619,4739,13821,15853,38970,65369
23,693,693.000,617,1545,5369,14027,15946,38247,66379,90754,102463,692,1,90754,5369,14027,15946,38247,66379
24,663,663.000,802,1654,7264,14951,16220,41332,65183,93711,107789,662,1,93711,7264,14951,16220,41332,65183
25,755,755.000,656,1366,4309,13711,15959,43892,59635,78947,89280,754,1,78947,4309,13711,15959,43892,59635
26,903,903.000,645,1336,5068,10605,15808,25314,33501,55325,75435,903,0,55325,5068,10605,15808,25314,33501
27,636,636.000,637,1353,5104,15837,16103,52376,72754,107618,113602,635,1,107618,5104,15837,16103,52376,72754
28,613,613.000,772,1575,5608,16096,18756,44546,69626,92090,111489,613,0,92090,5608,16096,18756,44546,69626
29,738,738.000,638,1524,5094,13514,16134,41660,56012,79721,89299,738,0,79721,5094,13514,16134,41660,56012
30,881,881.000,606,1433,5495,11603,15601,24800,44125,84110,98560,881,0,84110,5495,11603,15601,24800,44125
31,739,739.000,707,1437,5682,13703,15878,35217,58634,87618,113207,739,0,87618,5682,13703,15878,35217,58634
32,452,452.000,676,1520,4596,21735,26857,68801,84145,142569,168567,451,1,142569,4596,21735,26857,68801,84145
33,705,705.000,669,1417,5165,13951,15570,36677,57144,99360,132993,704,1,99360,5165,13951,15570,36677,57144
34,700,700.000,687,1443,5291,14243,15768,37376,56065,163442,164459,700,0,163442,5291,14243,15768,37376,56065
35,774,774.000,682,1551,4760,12848,15710,32703,57515,94640,110301,773,1,94640,4760,12848,15710,32703,57515
36,809,809.000,666,1381,5255,12498,15585,31209,59468,80059,115345,808,1,80059,5255,12498,15585,31209,59468
37,892,892.000,693,1407,5076,11114,15393,24170,47474,75856,88238,892,0,75856,5076,11114,15393,24170,47474
38,695,695.000,589,1380,5146,14596,16111,46989,71741,104522,108923,694,1,104522,5146,14596,16111,46989,71741
39,883,883.000,665,1376,4415,11078,15657,30788,40972,64124,97179,882,1,64124,4415,11078,15657,30788,40972
40,728,728.000,724,1513,6642,13754,16266,39724,54540,73581,96095,728,0,73581,6642,13754,16266,39724,54540
41,497,497.000,691,1728,5130,20488,22944,73525,89574,125575,144222,497,0,125575,5130,20488,22944,73525,89574
42,615,615.000,795,1368,4873,15927,16694,54466,79892,96076,120323,615,0,96076,4873,15927,16694,54466,79892
43,718,718.000,652,1423,4857,14159,15724,44270,67641,101856,110599,718,0,101856,4857,14159,15724,44270,67641
44,515,515.000,639,1535,5027,19877,20913,75933,91948,104090,115612,515,0,104090,5027,19877,20913,75933,91948
45,664,664.000,768,1479,5219,14976,15771,50187,72004,88342,96588,664,0,88342,5219,14976,15771,50187,72004
46,686,686.000,648,1373,4849,13957,15751,49370,63858,76817,84984,685,1,76817,4849,13957,15751,49370,63858
47,816,816.000,632,1392,5060,12300,15697,31501,52350,96095,119194,816,0,96095,5060,12300,15697,31501,52350
48,714,714.000,605,1357,5088,13928,16052,33591,70052,100088,128858,714,0,100088,5088,13928,16052,33591,70052
49,675,675.000,632,1553,5561,14898,16814,47630,59553,91916,100327,674,1,91916,5561,14898,16814,47630,59553
50,571,571.000,612,1394,4218,17427,16277,65919,84628,101701,113222,571,0,101701,4218,17427,16277,65919,84628
51,661,661.000,712,1409,3983,15278,15872,56684,76404,89379,105926,661,0,89379,3983,15278,15872,56684,76404
52,713,713.000,715,1473,6796,14230,16206,38143,64196,88327,94572,713,0,88327,6796,14230,16206,38143,64196
53,752,752.000,700,1392,5198,12899,15620,38895,55067,93383,105778,752,0,93383,5198,12899,15620,38895,55067
54,847,847.000,618,1364,4141,12082,15880,33992,46309,75159,83815,846,1,75159,4141,12082,15880,33992,46309
55,752,752.000,625,1747,6890,13247,16323,33123,51665,76433,82011,751,1,76433,6890,13247,16323,33123,51665
56,618,618.000,685,1490,4345,16632,16244,67549,83375,93444,100821,617,1,93444,4345,16632,16244,67549,83375
57,894,894.000,657,1667,4839,10746,15388,25715,40793,75064,83373,893,1,75064,4839,10746,15388,25715,40793
58,664,664.000,626,1603,4243,14846,15992,47972,69422,83218,85919,663,1,83218,4243,14846,15992,47972,69422
59,756,756.000,648,1706,5083,13258,15633,31628,65202,108189,114363,755,1,108189,5083,13258,15633,31628,65202
60,780,780.000,623,1492,4313,12931,15690,39431,56112,92390,104449,779,1,92390,4313,12931,15690,39431,56112
61,543,543.000,747,1700,7481,18568,21442,60969,77842,99790,102363,542,1,99790,7481,18568,21442,60969,77842
62,454,454.000,552,1476,3997,22061,25601,74194,91867,143011,166601,453,1,143011,3997,22061,25601,74194,91867
63,692,692.000,641,1518,4719,14325,16493,46138,62688,94139,107878,692,0,94139,4719,14325,16493,46138,62688
64,673,673.000,625,1662,6856,14696,17050,41367,60278,82181,93901,672,1,82181,6856,14696,17050,41367,60278
65,584,584.000,640,1769,8028,16980,18370,54658,77739,98951,102946,583,1,98951,8028,16980,18370,54658,77739
66,778,778.000,598,1444,5273,13425,15622,36198,62505,84712,102309,777,1,84712,5273,13425,15622,36198,62505
67,612,612.000,700,1495,3891,15637,16413,45439,82822,107883,115217,611,1,107883,3891,15637,16413,45439,82822
68,1595,1595.000,99,291,637,6301,2955,17171,41875,84086,100117,1595,0,84086,637,6301,2955,17171,41875
69,9138,9138.000,39,128,254,1072,528,2212,5556,14843,66691,9138,0,14843,254,1072,528,2212,5556
70,12237,12237.000,39,108,202,805,443,1522,4334,12369,26168,12237,0,12369,202,805,443,1522,4334
71,12926,12926.000,37,100,191,766,406,1466,3479,11738,37843,12926,0,11738,191,766,406,1466,3479
72,11348,11348.000,35,104,194,872,414,657,3025,9975,105776,11348,0,9975,194,872,414,657,3025
73,13183,13183.000,36,123,203,584,425,664,2422,7209,48946,13183,0,7209,203,584,425,664,2422
74,9994,9994.000,38,136,238,675,465,676,2323,6508,113736,9994,0,6508,238,675,465,676,2323
75,10001,10001.000,37,135,223,675,464,673,2243,7192,112353,10001,0,7192,223,675,464,673,2243
76,9759,9759.000,37,136,256,688,479,685,2445,6561,115141,9759,0,6561,256,688,479,685,2445
77,9383,9383.000,37,136,238,678,470,678,2257,6128,110453,9383,0,6128,238,678,470,678,2257
78,10860,10860.000,36,136,249,571,471,673,2215,6603,18683,10860,0,6603,249,571,471,673,2215
79,10000,10000.000,36,134,236,670,468,677,2308,6667,109562,10000,0,6667,236,670,468,677,2308
80,10003,10003.000,37,135,242,665,467,665,2300,6741,114850,10003,0,6741,242,665,467,665,2300
81,10001,10001.000,36,136,241,661,471,681,2165,6327,115063,10001,0,6327,241,661,471,681,2165
82,9997,9997.000,35,133,222,723,464,677,2442,7917,112734,9997,0,7917,222,723,464,677,2442
83,10002,10002.000,37,136,240,666,474,673,2253,6465,107762,10002,0,6465,240,666,474,673,2253
84,9633,9633.000,37,142,289,665,496,691,2238,5731,106868,9633,0,5731,289,665,496,691,2238
85,10366,10366.000,38,135,254,557,470,666,2189,6292,15027,10366,0,6292,254,557,470,666,2189
86,9337,9337.000,38,135,252,774,479,678,2255,7607,112233,9337,0,7607,252,774,479,678,2255
87,10620,10620.000,37,136,259,602,484,680,2321,6634,33626,10620,0,6634,259,602,484,680,2321
88,10044,10044.000,37,136,249,657,476,675,2334,6460,97565,10044,0,6460,249,657,476,675,2334
