Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,370,370.000,1058,8863,23092,26844,35733,46751,56506,162939,169678
1,599,599.000,740,1634,18658,16816,26683,33533,39035,55507,67500
2,573,573.000,651,1648,18640,17178,27082,32522,36442,51183,57788
3,635,635.000,852,1722,17974,15742,24521,29293,32892,38152,49481
4,605,605.000,648,2186,18730,16487,24905,29612,32386,38732,47355
5,574,574.000,598,1690,19002,18234,24405,30312,34463,53868,1023679
6,574,574.000,807,1465,19066,16708,25951,32320,36471,46981,58665
7,575,575.000,814,1894,18700,17264,25890,31913,37636,46376,57411
8,611,611.000,785,2396,18229,16268,24669,29379,32368,39561,47743
9,594,594.000,700,2588,17923,16797,25004,30263,34533,56336,70704
10,560,560.000,819,3269,19382,17911,27047,33388,36061,44293,67810
11,465,465.000,864,7450,25368,21404,30906,36538,38979,44980,57946
12,524,524.000,780,3949,22251,19233,28575,33548,36984,42773,46100
13,567,567.000,679,2478,19522,17477,26140,32048,35997,56156,64682
14,587,587.000,782,2402,19671,17085,26118,30262,32483,40740,53294
15,569,569.000,797,2905,19284,17448,25712,32705,35250,47080,62077
16,613,613.000,777,1852,18138,16362,25502,30695,34025,41871,60237
17,622,622.000,753,1668,18008,15927,25364,30906,33451,38211,43369
18,595,595.000,751,4252,18727,16843,25348,30848,33411,39233,42064
19,588,588.000,767,3444,19273,16922,25602,30423,33544,42846,51145
20,593,593.000,788,3222,18692,17054,25420,30985,34105,44149,54754
21,639,639.000,796,2382,17381,15444,24172,28841,32697,38820,41664
22,583,583.000,774,3485,18374,17200,25463,31192,34584,57771,67778
23,615,615.000,808,1700,17806,16290,25182,30136,33231,39467,55282
24,637,637.000,752,1876,17663,15724,24622,29682,33375,38430,46449
25,574,574.000,740,6100,18930,17432,25334,31074,33981,43734,62929
26,571,571.000,739,2239,20047,17308,26696,31107,33669,42744,57729
27,611,611.000,788,4497,18108,16414,24285,28881,32542,38739,46801
28,611,611.000,769,1349,16708,16765,24163,30285,33151,45327,1021811
29,558,558.000,777,2469,19244,17397,26502,31499,34600,42848,59714
30,512,512.000,794,5806,22860,19529,29428,34584,36605,42225,54946
31,524,524.000,806,6435,22322,19128,28453,33033,34998,40633,47163
32,561,561.000,777,3130,20096,17763,26805,32298,34651,39768,42562
33,557,557.000,804,5453,20061,17980,26618,32083,34984,41363,49978
