Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,556.400,17.908,0.648,2.190,18.730,26.637,33.487,39.035,54.937,169.678,0.056
5,585.600,17.043,0.598,1.831,18.466,25.153,30.642,34.918,45.993,1023.679,0.059
10,540.600,18.498,0.679,3.688,20.867,27.711,33.236,36.532,44.367,67.810,0.054
15,597.400,16.685,0.751,2.680,18.692,25.488,30.965,33.843,40.264,62.077,0.060
20,613.400,16.317,0.752,2.619,17.993,25.019,30.225,33.687,40.967,67.778,0.061
25,585.000,17.049,0.739,2.367,18.593,25.246,30.606,33.684,43.365,1021.811,0.059
30,548.000,18.256,0.777,4.304,20.668,27.627,32.621,35.107,41.678,87.846,0.055
35,599.600,16.661,0.734,2.870,18.707,25.239,30.222,33.611,40.090,53.133,0.060
40,639.600,15.597,0.691,1.510,17.360,24.479,30.066,33.231,41.439,79.255,0.064
45,528.000,18.952,0.747,2.482,20.419,28.137,36.525,41.497,52.381,70.662,0.053
50,575.200,17.349,0.745,2.281,19.795,26.639,31.991,34.977,40.375,46.782,0.058
55,600.600,16.627,0.786,3.487,18.587,25.133,30.202,33.281,38.287,46.057,0.060
60,604.200,16.535,0.697,1.919,18.049,24.712,29.890,33.410,42.506,986.325,0.060
65,548.600,18.206,0.766,3.417,20.099,27.443,32.583,35.367,41.796,972.750,0.055
70,596.600,16.741,0.712,2.761,18.956,25.364,30.368,33.531,39.678,55.315,0.060
75,615.000,16.249,0.748,2.395,17.877,24.733,30.280,33.171,40.782,57.755,0.062
80,605.400,16.495,0.739,2.568,18.184,24.843,29.976,32.903,40.375,74.947,0.061
85,556.000,17.981,0.705,3.845,20.127,27.415,32.246,35.163,40.968,70.289,0.056
90,592.600,16.849,0.730,3.332,18.615,25.550,30.643,33.595,40.007,53.081,0.059
95,588.800,16.974,0.703,3.513,18.561,24.916,30.023,33.346,39.919,1022.411,0.059
100,611.000,16.346,0.689,1.660,17.958,25.111,30.621,34.464,44.895,78.701,0.061
105,527.000,18.941,0.700,3.964,21.616,28.872,34.525,37.335,43.477,53.795,0.053
110,596.600,16.751,0.748,2.868,18.876,25.420,30.480,33.572,39.820,70.938,0.060
115,613.800,16.186,0.722,4.297,17.906,23.989,28.652,32.071,38.943,49.401,0.062
