Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,1510,1510.000,1553,2417,3023,6555,5647,17858,21633,32640,83897,1509,1,32640,3023,6555,5647,17858,21633
1,1908,1908.000,1233,2167,2773,5223,4634,14361,18943,25889,46365,1907,1,25889,2773,5223,4634,14361,18943
2,1605,1605.000,1394,2627,3580,6184,6452,15969,19548,25055,34786,1604,1,25055,3580,6184,6452,15969,19548
3,1590,1590.000,1255,2829,3874,6222,6474,15572,18401,23638,31326,1589,1,23638,3874,6222,6474,15572,18401
4,1631,1631.000,1088,2755,3809,6129,6216,15897,18635,24173,33723,1630,1,24173,3809,6129,6216,15897,18635
5,1626,1626.000,1295,2724,3755,6118,6026,16062,19053,23381,40421,1625,1,23381,3755,6118,6026,16062,19053
6,1527,1527.000,1274,2731,3868,6506,6335,15656,19109,27926,69266,1526,1,27926,3868,6506,6335,15656,19109
7,1662,1662.000,1293,2841,3955,6018,6039,14733,18137,22796,55785,1661,1,22796,3955,6018,6039,14733,18137
8,1520,1520.000,1286,2524,3729,6555,6816,16905,20765,27136,65102,1519,1,27136,3729,6555,6816,16905,20765
9,1591,1591.000,1532,3013,4061,6269,6697,15607,18199,21748,27043,1590,1,21748,4061,6269,6697,15607,18199
10,1518,1518.000,1190,3124,4310,6565,7265,15675,18544,22568,27677,1517,1,22568,4310,6565,7265,15675,18544
11,1600,1600.000,1253,3143,4189,6256,6052,15647,18531,22726,26700,1599,1,22726,4189,6256,6052,15647,18531
12,877,877.000,1387,3432,5372,11389,18978,29009,32271,41384,46109,877,0,41384,5372,11389,18978,29009,32271
13,440,440.000,2228,19046,23955,23042,28112,31795,33493,35690,43417,440,0,35690,23955,23042,28112,31795,33493
14,487,487.000,1538,17095,20700,20135,23989,28623,30346,37029,38999,487,0,37029,20700,20135,23989,28623,30346
15,561,561.000,1393,14338,18183,17903,22024,25053,28014,34056,39347,560,1,34056,18183,17903,22024,25053,28014
16,570,570.000,1341,13962,17502,17471,21041,24165,26208,38494,41531,570,0,38494,17502,17471,21041,24165,26208
17,584,584.000,1424,13793,17281,17082,21072,23871,25471,29543,38574,583,1,29543,17281,17082,21072,23871,25471
18,621,621.000,1330,12627,16639,16184,20083,23356,25041,30001,34213,621,0,30001,16639,16184,20083,23356,25041
19,638,638.000,1404,12129,15556,15548,19323,22993,25973,31100,41658,638,0,31100,15556,15548,19323,22993,25973
20,613,613.000,1700,12754,16349,16296,20280,23513,25283,30536,34483,613,0,30536,16349,16296,20280,23513,25283
