Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,375,375.000,776,8439,19648,26960,34542,49076,61576,209209,221326
1,717,717.000,620,1382,13603,17778,22194,28463,36662,60116,1044882
2,329,329.000,636,1388,13778,22193,24803,37377,50810,91774,860037
3,680,680.000,655,1263,13632,14528,22326,32192,41107,67366,81337
4,787,787.000,582,1237,13079,12693,20020,25679,32853,50053,64012
5,808,808.000,577,1158,12101,12285,19555,26466,35195,54894,75139
6,874,874.000,739,1150,12282,11374,19060,23759,28183,38970,53664
7,814,814.000,748,1168,12856,12364,19026,24448,30601,70002,82372
8,829,829.000,734,1159,12904,11961,18644,23816,29228,45170,53423
9,877,877.000,725,1093,12707,11373,18841,22945,26373,37490,74580
10,786,786.000,733,1133,12755,12725,19769,26864,35994,59384,74249
11,908,908.000,720,1101,12017,11014,18629,23196,27214,38768,59966
12,879,879.000,684,1107,12555,11363,18493,22827,26859,39639,76760
13,879,879.000,728,1106,12689,11327,18490,22927,26617,41418,59076
14,915,915.000,731,1112,11531,10973,18012,22375,26723,47323,84113
15,908,908.000,722,1118,12894,10973,18204,22170,24255,36399,60247
16,910,910.000,706,1072,12141,10895,18663,22329,26679,38880,49793
17,427,427.000,736,1124,12255,25969,17997,23252,29540,771672,1043900
18,821,821.000,748,1140,11589,10904,18078,22475,28156,44108,65372
19,861,861.000,726,1068,11811,18286,17648,22615,26545,50891,1030018
20,190,190.000,735,1210,15004,22348,21299,25912,32618,745278,747523
21,887,887.000,568,1095,12585,11271,18411,22607,27561,38995,64913
22,861,861.000,684,1123,12393,11577,18239,22689,28531,65706,89355
23,920,920.000,723,1133,12375,10838,18329,22536,25491,35822,44958
24,942,942.000,738,1124,11667,10593,18081,22414,26009,36683,82186
25,475,475.000,743,1107,11587,24035,18670,24461,30928,841211,1036100
26,795,795.000,768,1101,10880,10742,18445,23075,29642,44746,75890
27,950,950.000,734,1135,11672,10537,18232,22558,26716,35159,49691
28,970,970.000,686,1109,11258,10311,18055,22032,24229,37161,54032
29,852,852.000,756,1180,12526,11996,19160,22723,28207,76945,84321
30,861,861.000,752,1120,13160,11370,18863,22728,24987,33713,59841
31,882,882.000,732,1162,13361,11287,18157,21991,24399,36077,55059
32,912,912.000,720,1127,12511,10940,18235,22129,25164,33269,46503
